"","GTEX.1117F.3026.SM.5GZYU","GTEX.111FC.2926.SM.5GZY7","GTEX.1192X.2926.SM.5N9BA","GTEX.11EMC.2526.SM.5PNVU","GTEX.11EQ9.2026.SM.5P9JI","GTEX.11NV4.1926.SM.5N9D4","GTEX.11P81.2026.SM.5P9GT","GTEX.11P82.0926.SM.5986X","GTEX.11TUW.2426.SM.5EQKB","GTEX.11WQK.2926.SM.5EQKT","GTEX.11ZTS.3026.SM.5EQM7","GTEX.11ZTT.2226.SM.5CVLP","GTEX.12BJ1.2226.SM.5BC6G","GTEX.12WSL.2126.SM.5GCNG","GTEX.12WSM.1826.SM.5BC64","GTEX.12WSN.2226.SM.5DUXT","GTEX.13111.2326.SM.5LZUQ","GTEX.13113.1526.SM.5EGHV","GTEX.1314G.2026.SM.5LZUM","GTEX.131XF.2826.SM.5EGKH","GTEX.131XH.2626.SM.5GCNP","GTEX.1339X.2326.SM.5HL5B","GTEX.13CF2.2426.SM.5LZYL","GTEX.13G51.2426.SM.5LZY8","GTEX.13JVG.2926.SM.5J2N9","GTEX.13NYB.2426.SM.5IFF4","GTEX.13NYC.2626.SM.5K7VN","GTEX.13O21.1926.SM.5MR39","GTEX.13OVI.2326.SM.5KM47","GTEX.13OVK.1826.SM.6PALE","GTEX.13OVL.2926.SM.5IFG3","GTEX.13QBU.2126.SM.5KLZN","GTEX.13QJC.2326.SM.5Q5CD","GTEX.13VXT.1726.SM.5IFF5","GTEX.1445S.2926.SM.5O993","GTEX.145ME.1626.SM.5RQI3","GTEX.146FR.1226.SM.5MR78","GTEX.14B4R.1426.SM.5Q5CG","GTEX.14E1K.2626.SM.664OJ","GTEX.14JIY.3026.SM.6EU1R","GTEX.14PJ3.1526.SM.664O9","GTEX.14PJN.1726.SM.69LO7","GTEX.14PN4.2526.SM.686ZG","GTEX.15CHC.1226.SM.686ZH","GTEX.15EU6.2626.SM.7KUN4","GTEX.15RJE.2726.SM.6LPJ1","GTEX.15SDE.1226.SM.HAV36","GTEX.15SHV.2226.SM.6M464","GTEX.178AV.1426.SM.6LLID","GTEX.17KNJ.2726.SM.7KFRE","GTEX.17MFQ.1626.SM.7938Z","GTEX.18A67.0626.SM.7KFSL","GTEX.18A7B.2826.SM.7KFTK","GTEX.18D9U.2226.SM.7KFTN","GTEX.18QFQ.0626.SM.718AW","GTEX.1A3MV.1726.SM.72D68","GTEX.1AMEY.1126.SM.72D79","GTEX.1AX8Z.0626.SM.731EH","GTEX.1AX9K.2126.SM.72D7K","GTEX.1AYD5.2726.SM.7MXVG","GTEX.1B8KZ.1726.SM.73KV7","GTEX.1B8SF.1826.SM.731DJ","GTEX.1B932.0626.SM.731EM","GTEX.1B97J.2126.SM.79OL6","GTEX.1C4CL.2026.SM.731EB","GTEX.1C64N.2926.SM.79OLM","GTEX.1C64O.0626.SM.7DHL1","GTEX.1C6VR.0726.SM.7P8OV","GTEX.1CB4I.2526.SM.7MKG1","GTEX.1EH9U.2926.SM.7DHLX","GTEX.1GF9X.0226.SM.7P8SM","GTEX.1GMR2.2026.SM.7MKHK","GTEX.1GN1V.2926.SM.9JGI3","GTEX.1GN1W.2526.SM.9JGHX","GTEX.1GPI7.0326.SM.7MKH6","GTEX.1GTWX.2526.SM.9JGHG","GTEX.1GZ2Q.2526.SM.9KNVW","GTEX.1H4P4.2026.SM.9WPNV","GTEX.1HCU7.0126.SM.C1YR3","GTEX.1HFI6.2826.SM.GA91I","GTEX.1HFI7.2426.SM.B2LXV","GTEX.1HGF4.2326.SM.GA91Q","GTEX.1HR9M.2526.SM.A9G3J","GTEX.1HSEH.1826.SM.A96SA","GTEX.1HSGN.0626.SM.A9G2E","GTEX.1HSMP.1926.SM.GA8Z5","GTEX.1HSMQ.0926.SM.A96SI","GTEX.1I1HK.2526.SM.A96SM","GTEX.1I4MK.1326.SM.B2LWT","GTEX.1I6K6.0626.SM.ARU7J","GTEX.1I6K7.0926.SM.A96SV","GTEX.1ICLY.0626.SM.GA915","GTEX.1IDJC.1626.SM.AHZ2R","GTEX.1IDJD.2526.SM.C1YSA","GTEX.1IDJV.2326.SM.GA8ZL","GTEX.1IE54.0826.SM.AHZ2Z","GTEX.1IKJJ.2826.SM.GA8ZM","GTEX.1IOXB.2826.SM.AHZ32","GTEX.1IY9M.2926.SM.A96TH","GTEX.1J1R8.1826.SM.AHZ3B","GTEX.1J8EW.2826.SM.A96T9","GTEX.1J8QM.1826.SM.A96TA","GTEX.1JKYR.0726.SM.AHZ3K","GTEX.1JN1M.2426.SM.ARU93","GTEX.1JN6P.2526.SM.CNNPX","GTEX.1KANC.1326.SM.CYPT8","GTEX.1KD4Q.2526.SM.CXZKL","GTEX.1KD5A.2226.SM.EV79U","GTEX.1LBAC.0626.SM.D3L9T","GTEX.1LC47.2426.SM.DHXKK","GTEX.1LH75.2726.SM.HL11E","GTEX.1LKK1.2926.SM.EVR4Z","GTEX.1LSNL.2626.SM.EV7AT","GTEX.1LVA9.2526.SM.EVR5H","GTEX.1LVAM.0626.SM.HPAFZ","GTEX.1LVAO.2626.SM.EVR4S","GTEX.1MCC2.2226.SM.EV7AJ","GTEX.1MCQQ.2226.SM.DLHC4","GTEX.1MGNQ.1926.SM.DTX8L","GTEX.1NHNU.2226.SM.GRR2I","GTEX.1NSGN.0626.SM.E9J35","GTEX.1O97I.2826.SM.HPAEO","GTEX.1OJC3.1026.SM.E6CQK","GTEX.1OJC4.3126.SM.EXOJK","GTEX.1P4AB.2926.SM.EXOJR","GTEX.1PDJ9.2126.SM.HPAFH","GTEX.1PIEJ.0626.SM.DTX99","GTEX.1POEN.2226.SM.DPRXV","GTEX.1PPH8.1526.SM.E6CQO","GTEX.1QCLZ.2526.SM.EXUST","GTEX.1QEPI.0626.SM.E76QE","GTEX.1QMI2.0426.SM.EWRND","GTEX.1QP28.2026.SM.F2I3M","GTEX.1QP9N.2026.SM.DPRZT","GTEX.1R9K4.0526.SM.E76P1","GTEX.1R9K5.0626.SM.DPRZB","GTEX.1R9PM.1726.SM.E76T2","GTEX.1R9PO.2626.SM.E6CPU","GTEX.1RAZA.0626.SM.EAZ4H","GTEX.1RNSC.2926.SM.EV79L","GTEX.1RQED.2926.SM.HPAFT","GTEX.1S5VW.1026.SM.HK797","GTEX.1S5ZU.0926.SM.HPAEX","GTEX.1S82P.0726.SM.EVR4O","GTEX.1S83E.0626.SM.E9TKC","GTEX.W5X1.2426.SM.HPAGA","GTEX.WFJO.2026.SM.4LVM3","GTEX.WH7G.2126.SM.4M1XU","GTEX.WHSB.2326.SM.4M1XK","GTEX.WOFM.2126.SM.4M9R4","GTEX.WY7C.1426.SM.4OND1","GTEX.WYVS.2026.SM.4RGNS","GTEX.X15G.2126.SM.4PQZR","GTEX.X261.2426.SM.4PQZU","GTEX.X3Y1.1926.SM.4PQZO","GTEX.X5EB.1726.SM.4E3J7","GTEX.XGQ4.2626.SM.4AT6B","GTEX.XMK1.2626.SM.4B65R","GTEX.XV7Q.2426.SM.4BRV8","GTEX.Y111.2626.SM.4TT24","GTEX.Y3I4.1926.SM.4TT8L","GTEX.Y5LM.1826.SM.4VDT9","GTEX.Y5V6.2226.SM.4VDTC","GTEX.YB5K.1726.SM.5IFIZ","GTEX.YF7O.2226.SM.5CVN8","GTEX.YJ8A.1826.SM.GNTAB","GTEX.Z9EW.1426.SM.HPAG9","GTEX.ZA64.1726.SM.5CVMF","GTEX.ZAB5.2326.SM.5IJFR","GTEX.ZC5H.2726.SM.5KLZW","GTEX.ZE7O.2926.SM.51MSG","GTEX.ZF29.2126.SM.DNZYX","GTEX.ZG7Y.2426.SM.DO11H","GTEX.ZLFU.2226.SM.EXUS7","GTEX.ZLWG.2026.SM.DO11F","GTEX.ZP4G.1926.SM.57WDZ","GTEX.ZPU1.2326.SM.57WEP","GTEX.ZQUD.2126.SM.51MSY","GTEX.ZT9W.2126.SM.51MSF","GTEX.ZXG5.2826.SM.5NQ8T"
"377",93.9366,81.4336,105.65,80.5861,88.7849,72.7486,139.632,96.634,65.4423,134.744,93.0604,67.4018,92.7805,94.5499,49.5572,59.4388,111.734,87.3086,85.9087,75.3059,82.7239,143.33,50.2504,69.1444,66.764,51.2493,75.5868,89.4495,101.156,91.1746,42.0141,79.8397,73.0958,44.4031,74.094,85.1589,80.2443,66.3114,62.6609,36.0085,115.274,60.4176,82.9394,107.157,118.587,56.3085,113.565,56.1616,90.4913,105.553,82.3441,136.911,70.0986,103.848,122.007,43.45,61.7755,108.751,113.859,98.0879,63.4841,69.1795,95.21,90.3324,62.2809,50.8029,147.211,85.5896,93.5113,85.7269,91.4697,68.5934,61.1543,90.4511,121.533,90.1019,39.3259,59.5436,104.67,54.1026,100.729,71.0472,100.816,83.7498,70.0064,97.7672,85.6613,65.5844,107.154,103.858,121.162,79.1737,95.2509,80.9011,95.0925,68.492,72.3691,41.0443,71.8245,97.841,70.5823,83.9037,114.084,83.8094,68.2198,88.8514,61.6969,58.4197,57.1346,62.104,80.109,75.7953,48.8079,71.1303,71.2752,70.1213,90.0612,74.0255,112.547,123.975,83.8035,123.052,120.521,79.2783,85.0647,112.595,152.203,44.836,115.594,95.3037,88.9084,85.2402,117.436,108.16,57.3958,134.627,109.097,80.8551,66.8054,67.2434,75.4547,68.7095,47.3128,58.5625,118.482,53.4419,111.722,112.31,100.375,74.5128,120.371,74.754,116.395,78.8272,60.5874,87.7079,68.2937,112.922,107.224,69.4657,93.5226,81.8135,100.935,111.336,105.336,63.0071,80.0105,112.679,126.516,67.1862,46.7925,98.7925,95.7578,98.923,75.7001,104.516,80.7969,48.534,80.7842,114.013
"378",97.9927,66.5711,62.2064,57.5713,63.4572,60.0247,89.0207,56.9493,46.1729,53.8783,59.8544,56.0394,65.06,66.9557,40.3192,41.7521,83.3597,79.3678,69.0593,63.3468,61.306,76.0053,57.1322,59.905,54.2821,39.4722,59.021,76.1799,79.8948,52.7766,36.5264,60.0354,64.5213,37.9007,53.582,65.8793,71.6086,51.3971,52.1977,42.0081,78.9098,49.2742,59.0921,78.8527,83.1488,52.0756,80.4039,43.0958,61.5072,59.7117,74.8667,70.4353,43.1884,51.824,68.3565,34.1881,56.3844,83.0731,65.9276,75.015,51.5107,53.3713,67.2971,57.5463,51.511,48.5017,107.012,61.5534,67.376,73.1204,62.4632,63.8467,54.3473,66.1849,67.0888,80.6283,38.2341,55.995,56.2421,46.1712,82.1578,69.1652,78.2043,59.1061,63.9498,54.9794,69.3713,59.7869,71.9187,75.6979,75.3874,55.5625,71.0709,52.4471,56.4195,53.4159,61.8433,40.1134,59.6681,76.44,74.5242,74.4231,64.9551,61.9754,55.6391,77.3436,57.0901,46.9894,41.8844,59.1814,64.3449,74.8136,36.9833,56.0924,55.3785,67.7645,64.5697,59.3385,72.0157,69.4232,69.554,66.6968,77.2043,62.8056,61.7963,63.5057,76.9539,29.3907,70.3948,72.8596,63.9849,79.8504,88.7754,68.1411,59.3954,85.8751,86.7934,60.9412,45.62,56.3727,58.0412,45.6749,33.3026,56.9043,79.4679,61.9587,68.4576,58.8413,68.509,63.6348,75.3463,54.4405,85.0258,51.5721,63.6032,69.1972,61.2788,73.5209,59.7828,52.8651,74.0001,50.9361,66.1357,61.6408,68.7704,33.5521,56.7371,70.1741,65.3208,64.5424,38.6563,60.5333,60.2018,60.4168,47.0528,62.8908,55.7476,33.9249,56.8066,77.1556
"379",0.37396,0,2.2049,0,1.22731,1.50261,3.72504,0,0.148602,0,0,4.57687,32.353,30.0079,38.2595,4.6534,0.102809,58.5542,0.319227,0.083415,38.0227,2.46793,2.84215,1.62618,0,75.5756,0,0,8.84267,0,57.9143,0.04678,5.3676,57.8661,1.21021,1.34919,10.007,6.83349,8.26503,1.22448,6.14138,1.69888,44.1324,19.2505,0,8.72153,20.7467,12.4052,22.8366,6.93772,0,13.1234,11.8982,6.5644,1.75027,3.43784,3.4028,7.63859,2.60967,6.18646,20.9115,17.889,24.9873,22.8787,22.2224,22.3618,4.32631,0.04396,11.6844,3.99304,0.040802,8.91568,1.89772,1039.38,16.4244,7.039,0,2.41088,2.88017,19.2419,3.46695,3.52965,0.092472,0,0.045878,16.8434,0.085907,0.077743,2.33473,0,0.046316,5.14678,15.4681,2.77601,16.74,14.9636,17.8239,15.4783,0,17.4063,0.351586,0,27.5923,0.157847,16.292,0.113451,3.99722,19.7046,0,9.04172,3.91809,0,8.85623,0,2.73427,0.526339,13.4187,0,0.228552,0.136236,0,1.92056,3.16845,12.8031,13.204,2.28952,0,26.0565,3.70574,0.158921,0.128553,0.362119,18.3325,30.3796,0,25.0432,1.39302,2.26084,16.0299,15.1783,3.91439,9.65986,3.20472,0,0,15.152,13.1077,27.3377,31.0242,32.5974,29.4397,21.1453,17.1767,10.6953,10.2342,0,0,10.6728,30.8212,29.1593,37.5422,20.5136,27.2995,115.76,5.59093,1.30494,7.00456,5.08405,6.25624,0.083089,0.257221,0.520678,1.0411,0,0.508943,16.7045,13.0528,0.060864,0.888779,0.907287
"380",2.06324,1.8209,0.973103,0.790475,1.29469,1.19623,0.7936,1.16425,1.10622,1.08742,1.03657,1.14951,0.994249,1.73388,0.936601,1.53098,1.23992,1.47069,2.56666,1.25579,0.592051,1.24074,0.898304,2.19658,3.45303,1.57419,1.08145,2.12231,1.88866,1.2434,0.914178,1.2451,1.81731,0.828116,1.17196,1.22639,1.42782,1.60435,1.36964,0.563547,1.51898,0.985682,0.899425,1.73172,1.44851,0.802972,1.20742,1.01382,1.64572,1.1409,0.794969,1.37533,0.775314,1.05538,0.758108,0.728564,0.481569,1.31303,0.711472,1.36358,2.3438,1.22668,1.00852,0.875872,1.10476,1.61392,1.75473,1.05302,1.42862,1.35166,1.73757,1.40866,1.41307,1.75425,1.0027,1.69602,1.19193,1.56963,0.964978,1.79456,2.04308,1.33959,2.77658,1.495,1.38898,1.0367,1.60769,1.68122,2.16384,1.38474,1.35603,1.3242,1.09263,1.5035,1.90978,1.28373,1.30113,1.24775,1.31349,1.78262,1.61568,1.47002,1.20959,1.34571,1.67941,1.36826,1.28042,0.719531,1.15018,1.93554,2.2834,1.45175,0.888877,1.03585,1.01323,2.06731,1.0604,1.34378,0.712869,1.04816,1.3035,0.726103,1.03277,1.23639,2.00882,0.618119,1.02865,0.639517,1.04796,0.925279,1.81235,1.73185,1.1906,0.902192,1.11335,1.79803,1.23203,1.25846,0.735766,1.60632,1.45584,1.22507,1.08116,1.58968,0.939468,2.47327,1.01932,0.541383,1.09622,2.80673,1.42206,0.983516,2.52217,1.23768,0.994357,1.05396,1.61767,0.969057,1.76416,2.38439,1.45601,0.392166,0.91717,0.984572,0.852546,0.711811,1.2278,0.974429,0.931992,1.30616,1.44055,0.852821,0.842318,0.75717,0.841921,0.646231,0.661626,0.744161,0.52803,1.09674
"381",0,0,0,0,0.031749,0,0,0.011745,0,0,0,0,0,0,0,0,0.01363,0,0,0,0,0.029083,0,0.068989,0,0,0,0.019442,0,0,0.049817,0,0,0,0,0,0,0,0.016729,0,0,0.120855,0,0,0,0,0,0,0,0,0,0.023198,0,0,0,0,0,0.028934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021453,0,0.006909,0,0,0,0,0,0,0,0,0,0,0,0,0.024524,0,0.018196,0,0,0.029991,0.049907,0,0,0.020936,0,0,0,0,0,0,0,0.017518,0.022488,0,0.019103,0,0.018008,0,0.032587,0,0,0,0,0.030301,0,0,0,0,0,0,0,0,0,0,0,0,0.012002,0,0,0,0,0.018468,0,0.00747,0,0,0,0,0.01366,0,0,0,0.017259,0,0,0.013412,0,0.026712,0,0.024014,0,0,0,0,0.016311,0,0,0,0,0.010295,0.016093,0.076747,0,0.024759,0.022031,0,0.02124,0,0,0,0,0,0.016138,0,0.016038
"382",5.01479,0,3.01711,7.88148,2.91029,5.21738,0,0,0.124547,2.78026,0,0,3.92035,0,0,0,3.44667,6.61181,2.67551,0,7.75564,6.25126,0,2.61684,0,4.05618,4.07011,0,2.01293,2.13769,0.157467,0,2.11704,1.20162,2.7531,4.84623,0,2.1122,2.96121,0,0,4.72308,0,3.46229,0.129169,0,8.92225,0,0,0,2.71128,9.82577,0,4.18012,2.54639,0,5.27825,0,0,3.45668,0,0,0.379907,3.15209,5.99429,2.77659,7.65937,0,3.72132,0,0.136788,6.37814,0.833132,0,3.93303,0,0,0,0.135996,5.2163,0,2.9802,0,2.94596,5.22938,6.39965,6.91206,0,0.279541,4.80621,3.26077,3.33588,3.24104,3.89577,0,2.83954,0,1.91794,0,0,0,0,0,0,3.44535,10.0791,1.88274,2.74853,4.67414,2.89839,0,0,0.082934,0,3.05554,3.235,3.77128,0,0,6.96515,16.9002,4.09734,7.46425,5.14423,0,4.52986,0,1.71844,9.62818,5.32783,4.41746,4.09725,4.20956,5.05818,1.98243,0,0,0.291517,0,0.096924,3.94755,0,0,0,4.14731,11.1118,2.32221,0.218213,0,0.14248,0,1.74892,0,0,4.70625,3.13165,0,0,2.77762,0.103119,3.30832,4.24662,0,2.31494,8.2003,1.83132,0,0.370527,5.16524,0.139277,0,0,0,3.39099,4.26556,0.162796,5.33356,5.91729,0.141887,0
"383",11.1915,30.1012,14.5281,5.93902,37.8883,8.91419,4.75885,8.75706,24.4235,5.62098,20.138,30.864,40.6579,6.6012,7.77905,4.62696,40.4391,55.2899,39.8633,133.999,36.7416,5.74183,101.603,22.9415,29.6609,7.37991,216.785,23.2441,18.9002,8.47433,8.02199,170.489,4.72768,9.89975,28.617,26.0977,187.392,17.2347,11.3289,80.7145,7.11321,8.45825,4.66149,83.8178,11.9664,19.9555,15.4955,5.20791,24.8575,45.2621,9.07347,11.3346,8.28892,9.09461,7.224,16.5544,82.1061,6.38251,87.5973,13.1771,56.1216,23.3224,38.0782,45.8274,7.43262,13.9443,8.38737,24.3489,56.4157,4.75247,19.7123,17.2806,268.625,11.0102,13.1084,39.3983,5.30335,18.5502,24.8892,14.9554,28.4538,48.7215,20.8502,16.3301,17.4151,11.6906,28.0877,41.788,6.07189,7.16796,14.0868,12.4627,12.9887,2.22783,17.9283,48.0539,63.9921,30.5614,7.25069,29.1919,35.73,250.644,8.80975,23.2886,57.2277,10.2853,3.9803,7.52356,35.2318,5.03561,46.7561,7.46793,18.5928,29.017,6.55304,43.7321,40.2137,24.3225,30.6793,7.41058,39.5679,14.833,3.48102,76.0061,44.0893,4.32471,11.5674,9.76878,14.4678,408.571,28.2149,98.4079,21.0779,7.22677,6.79155,11.6075,132.821,34.3557,64.1638,6.62866,11.1683,8.39107,24.7353,16.2409,93.8741,147.816,34.6554,17.8931,29.4058,36.0439,9.9409,48.7997,8.04313,8.67629,27.0691,44.8494,13.9785,17.3595,35.4726,15.6158,22.2844,10.7634,21.4763,11.6547,8.42504,8.57328,29.4572,10.9572,9.72154,234.631,24.0464,53.3415,14.7251,18.6626,78.1402,8.57746,21.2751,32.6084,14.6793,11.3562
"384",56.8308,23.1494,18.4475,14.7267,38.0893,23.8572,31.9261,26.969,28.8155,26.3095,13.8124,48.9124,19.6942,63.1167,26.3723,37.5767,31.5335,58.265,40.7948,40.327,13.6984,63.0027,12.9464,27.7406,40.0769,23.7432,11.7168,65.1753,44.5299,43.2141,24.4968,13.6467,51.1555,22.1042,40.5081,74.5658,49.1395,49.1139,30.8371,9.6589,58.9009,26.9376,30.7318,57.9468,55.9603,29.2345,43.7475,38.191,45.4178,30.3344,21.5643,34.6592,41.5874,34.1607,28.0259,27.1026,25.5529,42.0229,54.2252,35.1926,27.7619,17.935,22.4553,41.0079,22.4697,21.9335,55.9507,16.3124,38.6199,50.5607,45.1694,50.8533,22.805,42.5554,42.4023,42.7041,18.6381,25.347,17.3387,28.4079,66.6692,58.2371,40.1556,72.9869,65.4393,47.4247,68.0513,25.8934,51.0047,44.7664,46.7457,50.5373,37.0466,34.7969,57.9313,44.4818,21.3223,24.849,21.9938,73.8775,32.1212,50.9888,41.7325,30.1698,33.2652,28.7653,26.1319,20.546,25.4163,35.4421,43.8601,46.5661,18.065,18.2123,28.4516,27.4934,36.3589,21.2271,60.9781,42.424,18.4562,14.4445,32.368,27.0027,58.7721,43.3915,34.1135,15.7356,30.2387,35.2118,25.6011,33.0475,62.5776,43.1754,20.0719,43.0191,32.5488,29.0998,27.1723,21.7042,20.0323,26.0639,30.2094,37.3132,32.2688,20.8822,53.1261,48.3583,56.879,52.8098,57.3551,27.1137,45.6901,57.3688,53.7179,54.1796,44.3149,29.6677,34.7336,27.0165,64.5769,13.3416,70.1643,45.529,45.8166,14.8352,49.3298,40.2758,46.3655,28.1619,17.4799,20.1895,48.1897,10.9312,9.97598,30.4896,20.0397,35.1238,23.6516,45.9746
"385",49.5933,33.8844,194.56,62.6829,2.48685,30.0787,18.1913,11.8523,38.6793,9.60548,87.6837,32.3878,136.33,14.3257,18.9892,7.80986,19.9383,45.3084,43.856,9.40479,55.3271,7.42595,17.6934,46.1436,31.1272,24.1262,22.9437,30.4568,15.6652,15.2881,11.4783,120.098,13.6945,7.04677,23.7126,21.445,22.4273,13.1507,73.8907,10.789,19.7909,20.0059,23.5613,15.5995,23.1752,7.63436,27.8983,6.80864,39.8489,38.8589,60.7618,32.3297,22.5058,16.1036,49.5258,15.1668,19.5348,23.017,49.8208,22.5548,34.8768,27.5513,15.3441,74.8303,15.364,67.0819,24.8071,54.5429,100.064,15.1787,21.4606,21.1704,62.5579,20.2301,12.5484,26.4615,22.6437,26.2356,180.714,9.79262,13.8878,18.9563,28.4841,7.90787,27.1251,13.3266,30.3084,29.6298,11.2004,6.83567,16.4156,7.82964,24.6957,6.23395,9.3051,32.9488,22.5804,22.375,39.9756,24.1775,32.4329,21.3559,15.5853,106.738,33.851,37.3332,33.7528,44.8679,12.7708,6.60714,15.5048,13.3177,24.8753,21.1054,17.7362,31.2331,48.4755,42.0344,13.4391,10.7301,45.8925,50.4845,7.48372,21.6514,15.9592,7.91678,7.18925,15.6003,23.2394,63.4412,51.5261,34.8695,4.33517,6.29142,18.7339,11.7573,10.2827,29.5056,12.0669,17.7953,24.9449,25.7974,32.0719,34.1966,68.128,18.323,133.257,28.8279,44.1373,51.746,39.7582,41.5755,37.309,5.34323,26.8962,19.5215,13.1594,15.5752,157.656,27.1628,15.9936,128.201,25.7153,13.7028,9.63466,14.6195,16.7073,18.3041,21.4588,16.6293,34.3661,120.002,9.80299,118.506,88.345,115.917,129.457,10.3261,129.614,24.7005
"386",20.0004,14.411,25.4454,15.8141,22.8795,10.7979,20.9092,21.6471,20.0393,10.8794,7.74694,11.2832,8.05767,18.6293,5.96792,9.47226,37.645,28.4799,19.4311,47.5848,34.1194,35.4838,138.907,10.483,37.5877,7.27104,126.49,18.0898,35.614,17.933,6.15594,26.8523,13.7838,4.4078,25.7829,34.7507,12.4753,11.0955,7.52868,200.973,24.2073,8.82845,20.8604,26.5517,35.649,20.2149,26.0397,6.12587,22.3231,21.3092,28.1232,45.938,11.3602,17.7391,24.7792,8.42667,13.5172,34.3274,32.8659,38.4752,13.8958,9.93571,79.4428,9.10638,11.3052,12.5483,27.154,8.80351,24.0642,31.6586,28.8456,19.4503,17.8511,17.0162,30.9966,21.8666,10.6705,23.6235,7.80659,8.6781,25.8911,29.2164,34.605,27.9825,15.7876,27.7436,12.8064,17.4116,31.8164,23.3453,31.7671,40.7407,15.5734,15.4992,40.1294,10.5833,9.43713,8.46657,11.78,41.0142,69.3998,20.7649,24.4802,21.3796,32.2005,9.37038,12.2997,5.26629,7.18181,23.8278,34.0522,13.3112,4.90724,14.253,7.01757,24.5949,11.2482,11.4347,22.7094,20.2606,19.4376,14.6379,38.9971,16.4558,28.0849,18.102,43.2959,7.32946,32.0125,26.4968,16.8405,55.591,33.1364,18.9711,15.4478,47.4536,75.4766,54.7048,11.7644,13.5941,5.50589,11.3562,6.57301,12.1849,37.6044,41.1394,13.7898,22.1057,22.2336,26.8934,31.733,11.8527,30.3106,16.9059,8.04922,31.4081,12.0053,66.9146,28.8387,7.15859,27.7906,11.2828,35.6709,20.5966,22.535,6.96218,16.3675,25.1853,24.3432,46.8373,39.6653,7.55588,22.5094,15.4402,11.633,13.0622,11.5514,6.75792,12.0466,32.3399
"387",0.684203,0.925724,0.359895,0.45497,0.281666,0.749014,0.420197,0.354281,0.501044,0.313665,0.877833,0.668506,1.2939,0.489337,0.483199,0.154062,1.09636,1.90373,0.755109,0.981114,1.03723,0.473038,0.829035,0.979292,0.642817,0.521789,1.38803,0.641053,0.60349,0.261106,0.581919,0.873014,0.871479,0.187367,0.816773,0.755662,0.816567,0.452223,0.383405,0.963339,0.677983,0.415883,0.737802,0.767691,0.963751,0.916132,0.656881,0.610064,0.859777,0.612389,1.36053,1.04275,0.49322,0.126525,0.525664,0.273261,0.46594,1.28348,1.50062,0.412329,0.692244,0.615693,0.79083,0.879782,0.240346,0.97877,0.3278,0.99617,0.806253,0.425965,0.857427,0.32761,1.04694,0.834627,0.418715,0.777175,0.647645,0.619277,0.499392,0.496154,0.592865,0.766748,0.895488,0.886351,1.16195,0.554706,0.623093,1.07899,0.644017,0.442401,0.584712,0.376665,0.749134,0.501154,0.257202,0.819113,0.628179,0.675378,0.801781,1.04918,1.01659,0.475411,0.575255,0.922094,1.33912,0.978551,0.818545,0.290395,0.232035,0.595995,0.672185,0.471294,0.281266,1.3331,0.873286,0.612192,0.420035,0.835514,0.407709,0.288429,0.704543,0.776935,0.61104,0.496318,1.0288,0.155982,0.56847,0.365087,0.381379,0.841142,1.34821,2.12249,0.866432,0.191849,0.214977,0.676175,0.58984,0.7432,0.678171,0.47153,0.638824,0.506216,0.511972,0.383752,0.598883,0.373756,0.589104,0.474655,1.02764,0.636508,0.682215,1.13991,0.778099,0.55788,0.980027,0.656037,0.598815,0.610155,0.861887,0.610201,0.676224,0.240035,0.558419,0.390614,0.295309,0.195128,0.767123,0.528646,0.615036,0.736212,0.376492,0.8825,0.578865,0.450639,0.496623,0.236075,0.504661,0.164649,0.457969,0.592852
"388",0.127331,0.023416,0.045965,0.163502,0.036693,0.175415,0.040053,0.054297,0.030359,0.069763,0.12946,0.09167,0.088482,0.162757,0.0634,0.126756,0.063011,0.055574,0.108695,0.144852,0.036355,0.044817,0.139354,0.026578,0.150303,0.052967,0.18402,0.052428,0.234179,0.043423,0.057575,0.038228,0.090307,0.113906,0.04415,0.04922,0.058174,0.049505,0.058002,0.025016,0.074289,0.067722,0.014345,0.050637,0.125942,0,0.012357,0,0.042107,0.064793,0,0.035747,0.046447,0.014984,0.1012,0,0.020752,0.014862,0.059238,0.115855,0.045545,0.055796,0.023151,0.025611,0.013046,0.157115,0.089378,0.053885,0.071612,0,0.166713,0.152422,0.632316,1.23829,0.115705,0.025794,0.021292,0.101904,0.058012,0.042383,0.037675,0.085463,0.160579,0.03264,0.074981,0,0.01755,0.023824,0.144796,0.085031,0.018924,0.01402,0.063898,0,0.046215,0.02884,0.106529,0.051945,0.040328,0.012095,0.053871,0.072861,0.079581,0.032247,0.111153,0,0.094485,0.046205,0.011626,0,0.026861,0.006937,0.030323,0,0.018166,0.011948,0.021887,0,0.035019,0.055665,0.058697,0,0.017495,0.048982,0.068292,0.030671,0.043562,0.02618,0.14195,0.081168,0.039394,0.092474,0.051305,0.033323,0.010982,0.048266,0.042688,0.044412,0.011511,0.011813,0.013003,0.039079,0.10402,0.010525,0,0,0.043542,0.093083,0.075634,0.06946,0.113674,0.092366,0.041163,0.0285,0.037005,0.107865,0.067345,0.052122,0.022569,0.081691,0.035062,0.007188,0.039111,0.010076,0.047592,0.043399,0.023653,0.067738,1.03013,0.169747,0.052549,0.122737,0.087011,0.018786,0.317701,0.019841,0.051708,0.037303,0.034586,0.024714
