"","GTEX.1117F.2526.SM.5GZY6","GTEX.113JC.1926.SM.5N9GE","GTEX.11DXX.1726.SM.5H11T","GTEX.11EM3.1826.SM.5A5KO","GTEX.11EMC.1926.SM.5A5JU","GTEX.11GSP.2226.SM.5HL5Q","GTEX.11I78.2026.SM.5987C","GTEX.11P81.2126.SM.5HL6N","GTEX.11TTK.2726.SM.5GU58","GTEX.11VI4.0726.SM.5GU5B","GTEX.11XUK.1326.SM.5EQM4","GTEX.12WSD.2926.SM.5LZUH","GTEX.12WSJ.1326.SM.5GCOB","GTEX.12ZZX.1926.SM.5EGKC","GTEX.131XG.2126.SM.5DUXG","GTEX.131YS.2426.SM.5J2OD","GTEX.132AR.1626.SM.5EGHP","GTEX.1399S.2326.SM.5K7YV","GTEX.1399U.1526.SM.5J2N7","GTEX.139D8.2626.SM.GJ3QN","GTEX.13D11.1326.SM.5IJFY","GTEX.13FTY.2026.SM.GIN9K","GTEX.13N11.1526.SM.5L3FL","GTEX.13OVI.0926.SM.5J1MI","GTEX.13PL7.2726.SM.5L3GB","GTEX.13PVR.1426.SM.5S2PW","GTEX.13QBU.1726.SM.5IJFQ","GTEX.13QIC.1826.SM.5J1MY","GTEX.13U4I.2026.SM.5LU3L","GTEX.13W3W.2326.SM.5LU4Y","GTEX.145LS.2526.SM.5TDC9","GTEX.145ME.1426.SM.5RQJS","GTEX.146FH.2626.SM.5Q5E1","GTEX.146FR.2426.SM.5NQAU","GTEX.147F3.1526.SM.5MR7L","GTEX.14A5I.2726.SM.5MR84","GTEX.14AS3.1726.SM.5RQJV","GTEX.14BMU.1926.SM.5S2QC","GTEX.14DAQ.2326.SM.5S2QX","GTEX.14H4A.2426.SM.664OQ","GTEX.14JG6.0726.SM.69LQH","GTEX.14PJ6.1626.SM.6872D","GTEX.14PJM.2926.SM.69LOE","GTEX.14PKU.1326.SM.6871B","GTEX.14PN3.1626.SM.6AJAV","GTEX.15DYW.2926.SM.6PANA","GTEX.15ER7.2526.SM.7KUFW","GTEX.15SB6.1426.SM.7KUEM","GTEX.15SDE.1726.SM.6LPJS","GTEX.15SHU.2926.SM.7KUKT","GTEX.15UF6.2126.SM.6M46Z","GTEX.16MT8.2426.SM.GQ1DK","GTEX.16NGA.1626.SM.72D6M","GTEX.16NPV.2526.SM.6M483","GTEX.17F9Y.2326.SM.7DUFP","GTEX.17JCI.2526.SM.7DHLB","GTEX.183WM.2126.SM.7LG4I","GTEX.18A7A.2826.SM.7LT8J","GTEX.18D9A.1026.SM.7KFRU","GTEX.1A8FM.2426.SM.7IGPE","GTEX.1AMFI.1526.SM.73KVY","GTEX.1C475.0526.SM.793AC","GTEX.1CAMS.2326.SM.793CR","GTEX.1EWIQ.2326.SM.7IGNF","GTEX.1F48J.2526.SM.7P8TU","GTEX.1F5PL.1826.SM.7P8PP","GTEX.1GF9U.1926.SM.7P8TZ","GTEX.1GMR8.2526.SM.7RHI9","GTEX.1GN1U.2426.SM.9KNTU","GTEX.1GN1W.1526.SM.7P8TG","GTEX.1HBPH.2926.SM.9WPNX","GTEX.1HBPM.2726.SM.9WYUA","GTEX.1HCU6.2326.SM.ACKXP","GTEX.1HCUA.1026.SM.A9SMI","GTEX.1HFI7.1126.SM.A96S5","GTEX.1I1GT.1226.SM.B2LVK","GTEX.1I4MK.1726.SM.ARL7O","GTEX.1ICG6.1626.SM.ARL81","GTEX.1IDJU.1026.SM.AHZ2U","GTEX.1IE54.2626.SM.CMKFY","GTEX.1J1OQ.1826.SM.CL53R","GTEX.1J8EW.2526.SM.CKZO2","GTEX.1JMQL.2326.SM.CNNPV","GTEX.1JN1M.2326.SM.ARZNG","GTEX.1JN76.1526.SM.CNPPF","GTEX.1LGOU.1126.SM.D3LAI","GTEX.1LGRB.2126.SM.COH48","GTEX.1LH75.1726.SM.DHXKZ","GTEX.1LKK1.1826.SM.GNIPA","GTEX.1LNCM.1026.SM.E9U5D","GTEX.1LVAM.1926.SM.E6CIM","GTEX.1LVAN.1626.SM.CNPQ7","GTEX.1MA7W.1226.SM.HL9SB","GTEX.1MCC2.1126.SM.EVYD6","GTEX.1MCYP.1326.SM.EV7AD","GTEX.1NUQO.1826.SM.E6CQU","GTEX.1PIEJ.1926.SM.EVYB7","GTEX.1QCLZ.2226.SM.DTX7R","GTEX.1QP28.1426.SM.EVR4E","GTEX.1QPFJ.1626.SM.DTX7X","GTEX.1R9JW.1426.SM.DTX9K","GTEX.1S5ZU.2626.SM.E9TII","GTEX.N7MT.1926.SM.3LK5N","GTEX.NPJ7.2526.SM.EV79A","GTEX.O5YV.2226.SM.HM8V7","GTEX.OHPK.2526.SM.3MJH9","GTEX.OHPL.2526.SM.3MJGT","GTEX.OHPN.2426.SM.E9TI5","GTEX.OXRK.2026.SM.GOQY5","GTEX.P4PP.2526.SM.3P61P","GTEX.P78B.2226.SM.3P5ZZ","GTEX.PLZ4.2726.SM.3P61A","GTEX.PWCY.1726.SM.48TD3","GTEX.PWN1.2526.SM.48TDS","GTEX.PX3G.2526.SM.48TZV","GTEX.Q734.1426.SM.DTXFX","GTEX.QCQG.1226.SM.48U23","GTEX.QDT8.2526.SM.48TYX","GTEX.QVJO.2526.SM.CYPRA","GTEX.R45C.2226.SM.GQ1EF","GTEX.RNOR.2526.SM.F21KT","GTEX.RTLS.2126.SM.GPRWH","GTEX.RU1J.1426.SM.46MUV","GTEX.RWS6.1726.SM.47JXP","GTEX.S341.1226.SM.4AD5S","GTEX.S4P3.1126.SM.4AD52","GTEX.S4UY.1026.SM.4AD53","GTEX.S7SF.1426.SM.4AT5A","GTEX.SE5C.1126.SM.4BRWZ","GTEX.SN8G.2626.SM.EXUQT","GTEX.T2IS.1926.SM.4DM74","GTEX.T6MO.1226.SM.4DM5S","GTEX.TML8.1126.SM.4DXSS","GTEX.TMMY.1926.SM.4DXUU","GTEX.TSE9.2526.SM.4DXUS","GTEX.U3ZN.0926.SM.4DXTU","GTEX.UJHI.1326.SM.4IHJO","GTEX.W5WG.1026.SM.4LMIF","GTEX.W5X1.2226.SM.GRR1G","GTEX.WEY5.0826.SM.4LMIH","GTEX.WI4N.2626.SM.GPI8F","GTEX.WRHU.2926.SM.4MVNQ","GTEX.WYBS.2826.SM.GOQYI","GTEX.WYVS.1426.SM.4ONCV","GTEX.X15G.1926.SM.4PQZQ","GTEX.X8HC.2826.SM.46MWJ","GTEX.XUW1.0326.SM.4BOOR","GTEX.XUZC.1226.SM.4BRVJ","GTEX.XV7Q.1626.SM.4BRWC","GTEX.XYKS.2826.SM.H7OG8","GTEX.Y3IK.2226.SM.4YCD4","GTEX.YFC4.2926.SM.5IFJ8","GTEX.YJ8O.1226.SM.5P9JE","GTEX.ZAJG.2926.SM.5HL8P","GTEX.ZAK1.2426.SM.EXOHM","GTEX.ZC5H.2226.SM.4WAWS","GTEX.ZE7O.2426.SM.57WD7","GTEX.ZGAY.2226.SM.4YCCX","GTEX.ZLWG.1126.SM.4WWFQ","GTEX.ZP4G.0826.SM.4WWF3","GTEX.ZQG8.1126.SM.51MRL","GTEX.ZTPG.2226.SM.57WF9","GTEX.ZV6S.1326.SM.59HJA","GTEX.ZVT2.0626.SM.5GICR","GTEX.ZVT3.2726.SM.5GU5X","GTEX.ZVZQ.2726.SM.GPRY1","GTEX.ZXES.0626.SM.5E45P","GTEX.ZYVF.0326.SM.5GIES","GTEX.ZYY3.2626.SM.5N9DH","GTEX.ZZPU.2226.SM.5EGIV"
"307",8.73591,12.5277,28.574,221.405,8.72871,117.561,2.07736,11.9118,2.80313,37.6496,9.33659,203.513,382.69,74.1751,27.8165,41.9193,1.86571,25.4216,48.3873,8.04355,77.8493,24.5957,133.927,114.675,39.7885,44.8822,37.1776,34.807,73.9109,155.479,60.6784,60.7519,35.599,96.9338,78.0195,30.9049,1.64892,29.572,59.6893,25.6285,43.7705,21.9207,113.86,2.43206,1.63286,53.626,13.1265,9.47215,2.97718,9.81015,39.8664,25.3875,10.2302,24.2753,10.5102,37.1924,25.3864,41.2966,14.4621,5.02292,6.45993,23.1083,15.0143,46.4715,35.4036,14.5486,4.20587,44.9624,51.587,44.2723,5.35164,2.54928,26.0866,54.1043,92.6904,87.1333,189.469,33.2906,5.01529,103.775,4.78674,8.35729,1.85955,38.5488,17.2553,16.5917,139.268,7.85738,4.69965,12.1935,9.3464,6.25788,3.16182,89.0599,3.23452,22.1177,34.8051,158.353,16.8097,238.011,27.0495,14.3002,16.7398,32.4586,96.9586,14.8088,162.754,27.7097,97.0623,85.4626,23.9027,26.44,7.06819,76.8293,60.7518,9.09169,75.8909,44.9985,10.5479,15.5804,11.5629,104.986,140.269,79.6137,1.93053,22.9096,19.7337,1.35168,2.21399,15.2961,20.0511,16.9337,8.21454,85.6521,47.6941,23.9851,167.917,122.684,34.0599,230.526,33.0923,37.0994,45.8133,32.5468,44.7498,38.3773,45.7581,131.371,55.4813,12.2176,5.4922,220.061,14.6307,2.85386,86.2525,3.40069,18.5603,154.425,27.3595,65.0219,139.078,30.4526,98.4296,20.5625,24.1805,28.5289,10.6251,92.5629,28.4555,0.843162
"308",11.0833,7.12511,7.2928,14.9114,10.3014,7.41557,10.5331,9.64414,8.54046,13.0775,9.69947,7.26013,6.9131,11.6466,11.3311,10.5502,9.01333,12.876,11.7578,14.3434,6.76966,6.00495,8.87916,14.2782,21.2291,7.73335,13.3511,9.33177,11.1451,11.836,14.4239,9.63694,7.76838,9.57001,11.3885,8.70916,8.02259,18.4345,8.60885,16.5828,11.779,6.587,10.4506,10.5725,10.4442,11.5449,7.833,9.25962,6.33702,11.5119,9.4913,7.97374,10.4018,8.46453,12.7433,9.64394,11.367,7.64513,12.0169,7.78152,7.39865,14.652,10.8712,8.27544,11.9773,12.443,11.4462,11.0646,16.6401,10.8714,10.9969,7.03864,8.47428,11.8039,15.3171,11.0223,9.18987,12.1969,11.6776,9.75015,10.1537,8.8051,8.59799,7.39923,10.9706,17.8124,9.03816,7.76687,6.77078,7.98133,9.43796,14.9369,18.4358,21.2598,13.7592,10.903,8.28018,4.36389,11.654,12.0116,11.9837,11.9138,10.0203,8.69682,12.1101,13.4247,8.93401,9.11211,8.73222,14.3212,10.9839,13.518,15.0267,11.3803,7.63687,8.56606,7.30314,8.41929,6.13639,11.0864,10.0973,8.77631,9.75364,8.52127,9.24395,9.07457,10.8537,6.24466,16.9445,11.2543,9.50282,13.3766,8.36419,15.1291,10.2386,9.71666,15.3243,15.1476,6.57642,14.34,6.31542,3.24266,5.62796,12.5826,7.1826,8.5352,10.5142,6.78963,9.34224,14.3392,7.09669,14.8423,8.50893,15.5398,6.51045,13.9068,6.22187,7.07638,8.17287,11.4612,5.84497,8.76517,6.96427,8.64465,6.91041,8.96719,18.3194,7.92322,12.5415,8.99948
"309",1.10798,1.23808,2.03324,0.509072,0.619674,2.22001,0.463261,0.527163,12.1695,0.563597,0.344184,1.31256,1.38857,2.47517,0.533051,2.31603,0.39763,0.5874,0.537859,1.97757,0.607463,1.62877,1.64415,0.760154,0.449492,1.26166,0.557849,2.21377,1.15606,1.88729,11.4032,0.899202,0.729747,2.46491,0.472126,1.94223,0.192327,0.230979,1.78441,0.424808,0.345905,0.397113,1.50882,0.203006,0.17511,1.04702,0.77185,0.790236,1.40152,1.48762,1.32379,1.5405,0.471519,1.35204,1.0955,1.99573,2.04683,0.746096,0.740175,0.999007,0.318755,0.953105,0.335131,1.54108,1.5633,0.352003,0.519717,1.13362,1.93911,0.661076,0.379819,0.58566,1.60592,0.996416,0.953955,1.06172,1.2474,1.05491,0.826838,7.58879,1.18237,0.657017,1.35756,2.87396,0.195314,0.495614,1.78276,1.73879,0.598404,2.67597,0.283617,0.568699,0.619757,6.62922,0.360122,0.985402,1.12461,1.41796,0.398274,0.75159,0.651956,1.10092,2.90167,1.6433,2.19142,0.461247,1.26906,2.71245,0.424081,1.35497,0.889638,4.22465,0.633162,0.646508,1.02269,0.445965,0.737237,2.07301,0.766979,1.9235,3.86788,1.53415,2.438,1.03334,0.78302,0.716258,0.264992,0.309431,0.299425,1.43796,1.11193,0.370919,0.661392,0.995179,2.06825,0.726347,1.27408,1.71672,1.15376,1.16672,1.7924,1.47879,1.77043,1.30129,1.74425,2.30862,0.574631,1.23668,1.64717,0.771223,0.388287,1.23071,0.641134,2.14315,1.79213,0.669491,1.02612,0.667506,0.876704,0.422457,1.03514,0.943361,2.41708,1.58965,1.80232,2.24367,0.482223,1.49012,2.33762,0.305527
"310",1.02127,5.82751,5.31705,11.1644,2.85418,12.7029,0.475215,2.88556,1.13562,4.45851,1.93747,13.9996,6.65851,16.9501,1.37779,16.3928,0.332752,2.04583,4.1726,4.67906,8.66569,8.38582,19.3109,10.1594,2.37076,10.1273,3.88053,13.7408,14.0702,11.052,12.4686,7.91977,8.54435,5.37784,17.2004,5.48042,0.505834,4.28845,13.8591,6.16815,1.40193,3.10144,16.2398,0.710364,1.97283,13.231,4.17616,3.72568,1.45648,3.62728,5.01903,3.63839,1.95163,6.11935,3.32176,10.5526,6.67,5.31625,2.48595,3.98488,2.36374,9.42636,2.91056,14.5053,5.552,1.17581,0.772688,5.33276,13.5975,9.63654,3.45092,0.747349,7.81656,5.08084,6.84135,6.37353,9.2514,5.28243,0.908361,8.19093,1.80012,1.8399,0.301271,8.42419,0.820734,6.13044,4.35535,3.17115,0.61261,2.86957,1.82722,1.7823,1.44795,38.4613,1.42259,3.10707,4.83718,5.23801,3.94933,6.46659,4.48263,2.8684,2.04255,8.21177,4.76431,3.77167,13.2721,10.7281,16.819,5.42969,7.22377,12.1273,3.92452,6.55343,11.0523,2.38999,7.10721,5.4437,3.63254,5.90798,8.59666,10.571,20.7327,9.67918,1.22806,2.96333,2.97414,0.718468,2.2058,7.58332,8.11127,3.0727,8.99454,5.97721,6.85995,3.5441,12.1684,15.6166,5.50561,18.2196,0.785688,6.79424,14.0658,8.77323,8.05168,1.76579,10.8148,4.15156,16.3781,1.95164,5.26238,16.7399,5.84151,1.05317,16.9828,2.7116,8.13219,8.94849,2.57127,4.11435,11.7266,1.47116,5.26576,5.65496,12.3944,8.99013,3.11865,9.93393,3.27622,0.475873
"311",1.976,2.02295,1.52471,5.86201,1.16017,12.2523,0.831721,2.34755,1.17199,2.32206,1.49764,14.9776,10.1928,8.78581,1.8771,9.54038,0.28852,2.06953,2.8562,2.67692,3.89023,18.3024,8.43764,5.58645,1.85167,1.9654,1.44795,9.27843,3.09538,15.8603,15.3857,2.10829,2.12035,6.25326,7.90335,5.84806,2.1088,1.53834,14.4752,1.98239,1.39912,1.43327,13.2733,0.515482,0.62231,6.45304,2.16983,1.5055,1.319,2.09585,3.2933,1.63579,1.18775,4.26489,1.10268,3.79771,4.20592,5.21866,1.61512,1.1612,0.966978,0.922631,0.644217,12.2021,4.91289,0.76652,1.27378,4.56107,3.32464,1.49858,1.27591,0.349443,1.75358,3.71719,8.9976,9.15796,21.6364,2.87686,0.717446,8.7891,0.744052,4.97242,0.318704,2.62746,0.952409,2.3601,18.1815,0.56381,0.516422,2.28706,1.4271,2.27895,1.03073,14.3884,0.671566,1.29099,9.83122,16.1571,1.62689,20.8281,1.5745,1.23174,2.60348,2.74236,4.07087,0.684567,12.0278,3.57388,9.6377,5.77658,1.72403,2.56625,0.635636,3.61645,4.57736,1.39474,4.52602,5.61777,1.33319,3.33216,2.24042,10.1783,22.8629,5.20595,0.818671,2.51655,2.6743,0.365151,2.04954,1.54509,4.12718,1.65998,1.57599,2.67754,2.52015,1.68498,9.2307,7.50619,2.47033,7.2531,10.0754,15.0072,4.96183,2.8948,1.8617,1.10663,4.52691,12.0534,4.90154,0.697726,0.740178,4.12532,2.72194,0.536633,14.5363,2.87481,3.94446,8.44733,1.16094,2.00344,14.0282,1.76858,18.6213,1.35711,7.65418,10.5038,2.89316,1.17532,4.01256,0.76665
"312",4.68581,35.503,10.7376,69.8689,14.3439,56.0108,0.758762,13.236,3.0495,19.5617,9.81489,43.782,54.3657,52.1098,18.5272,35.0067,0.88744,8.39024,17.7245,30.4612,27.9703,31.3514,67.635,43.4849,17.8788,31.6181,18.2668,33.1399,38.7855,51.834,40.0368,23.5192,42.7186,35.5228,26.8126,20.2547,3.10635,15.4427,45.1883,9.21694,15.3038,13.5037,48.712,4.36544,8.94183,37.0961,10.2874,14.0315,2.25396,24.0471,42.7233,18.4564,5.60667,28.7725,14.0936,24.0473,23.6045,16.4291,10.2293,9.11783,11.0111,15.0508,6.63808,38.3755,17.7632,5.3433,1.77678,33.5989,36.4783,31.2673,6.14576,5.77176,35.341,18.9195,45.0392,36.2364,44.3117,15.0828,1.95391,69.2632,8.82229,6.58851,0.696514,50.4581,4.8767,18.1969,42.7279,11.072,3.89844,20.9126,4.64667,5.00063,1.97928,64.8323,1.83751,14.9932,26.3454,44.6629,15.3714,45.1568,16.4283,26.1063,5.13116,32.4712,30.236,6.75644,34.1173,16.5102,61.919,33.9514,28.4617,72.9951,3.63456,25.3529,26.614,8.56904,43.0095,28.4874,8.25835,22.7159,36.9779,53.64,71.2386,75.5179,0.54438,22.3323,9.06693,0.579333,4.02314,33.9765,40.1416,15.4487,11.771,32.6059,43.6681,16.3559,46.1345,52.7333,12.3799,62.4371,15.374,34.0916,33.5859,26.1661,26.5217,19.4268,34.5868,23.0646,42.0329,7.34124,5.9939,119.919,12.1064,2.771,59.3526,7.28191,18.0285,67.7109,10.7911,22.6316,26.0629,10.7392,28.6349,29.6825,36.2646,22.1651,10.7586,35.4334,19.8141,0.925412
"313",0.03773,0.116362,0,0.049496,0.048534,0.079812,0,0.032489,0.245627,0.054797,0.021097,0.196666,0.055772,0.112424,0.086378,0.073374,0.029504,0.036805,0.093326,0.062923,0.032015,0.075198,0.283626,0.070168,0.243452,0.020098,0.027307,0.122815,0.043245,0.083146,0.204142,0,0.155135,0.012193,0.017401,0.047047,0,0,0.1623,0.020216,0.050997,0.051128,0.139028,0.01547,0.026333,0.152459,0.008151,0.031206,0.017219,0.108429,0.149676,0.04322,0.019696,0.150605,0.06897,0.368992,0.035083,0.019212,0,0.10687,0.03084,0.037324,0,0.148809,0.316587,0.019461,0.142098,0.005822,0.03344,0.225314,0.093942,0.049478,0.124145,0.066892,0,0.017819,0.017763,0.045067,0.010158,0.241011,0.108123,0.126885,0.021999,0.282975,0.05966,0.086073,0.007447,0.125251,0,0.032383,0,0.054126,0.011095,0.484193,0,0.024372,0.05997,0,0.028175,0.042812,0.024841,0.106515,0.034852,0.067806,0.019616,0.069361,0.025377,0.053483,0.063266,0.061172,0.05267,0.08215,0.020172,0,0.037547,0,0.008057,0.019008,0.015337,0.021957,0.263851,0.058063,0.419155,0,0.005841,0,0.01465,0.032314,0,0.129273,0.010049,0,0.039847,0.053961,0.110447,0,0.018858,0.015665,0.113905,0.041121,0.014777,0.039485,0.268621,0.01558,0.084612,0.033211,0.192884,0.051278,0.071767,0.087565,0.030411,0.081649,0.067705,0,0.053642,0.037905,0.075805,0.061506,0.067911,0.054391,0.012238,0,0.028575,0.03162,0.221964,0.028432,0.01259,0.125249,0.046746,0
"314",22.0364,14.1926,12.1585,2.62531,16.0837,1.15355,30.355,24.9308,16.2833,29.3296,32.882,2.88314,1.07555,3.17943,14.9799,9.66567,23.1049,27.0451,22.2903,26.2625,9.96815,1.43386,2.31813,1.58467,32.7292,7.33172,19.3111,5.6072,9.54663,1.77285,1.69251,24.0572,14.3965,7.01078,6.7199,21.8422,28.1759,26.4605,6.1031,29.6882,5.97405,15.7953,5.2566,30.4291,28.8964,10.6684,16.9889,21.5348,21.9806,18.8909,2.46169,11.4895,26.626,6.21476,30.8579,6.93289,2.51078,17.4844,23.9835,13.8691,14.27,29.0534,31.6651,4.25044,2.03974,22.1413,18.785,6.10892,14.4664,23.4316,32.9622,25.4876,16.1822,16.0139,3.22038,4.68058,1.06735,16.3333,26.261,1.939,24.5777,23.3485,15.6983,2.73712,18.9015,43.9461,1.10008,9.70596,6.74638,17.1197,18.1774,36.5562,36.4926,6.47443,24.663,14.3898,3.16192,4.44114,21.8582,3.11639,23.0325,5.42802,27.6172,7.49007,1.29976,34.5168,7.01312,7.68471,5.7458,15.0486,19.6986,16.4961,29.2533,36.0174,10.6365,16.7642,12.3192,7.18696,19.6663,3.42788,12.3332,1.53986,2.88912,5.68075,25.6653,24.4769,33.8305,22.8084,28.2917,12.0073,12.1523,34.3842,31.0711,10.3466,7.3814,23.1989,2.02883,2.38477,11.6216,3.83158,1.08095,1.28659,0.776197,15.8777,11.8913,9.85944,11.3745,3.60483,5.06467,30.5617,26.796,0.937257,19.2862,20.7132,3.00151,34.2165,8.66174,12.3639,23.4618,13.3801,1.24685,22.8896,1.24872,21.1399,5.00525,6.34749,45.9681,3.34781,13.1092,33.3003
"315",18.2453,22.5347,19.6813,43.5923,19.0443,33.3167,12.686,15.5755,24.3799,18.8368,9.98134,38.9694,39.1042,30.2489,16.9585,29.6975,4.0022,12.8407,26.6469,22.7815,32.8464,19.1181,44.6929,40.0528,19.715,26.1924,24.6106,39.9406,20.0561,35.0101,41.2429,24.4119,18.8829,24.2409,35.1482,26.8414,8.42311,11.673,34.1246,14.457,10.6676,13.2958,32.8975,9.69412,10.52,30.7739,23.5103,15.6853,12.1514,22.7366,36.6578,21.306,10.1267,25.6365,17.3586,44.4175,26.0703,18.6874,19.3808,16.2294,21.5671,17.5601,22.7118,38.4023,31.8099,11.5317,15.1442,25.8195,30.1711,16.9151,24.7839,17.0778,26.6547,24.0918,40.4961,34.8423,36.8669,25.1392,9.98192,18.2553,18.3753,24.9698,17.8755,39.3217,9.35607,9.89011,31.1772,23.1469,13.8379,27.1382,21.3009,17.6079,16.9041,24.8909,8.08219,23.586,30.5061,36.7868,16.5394,57.2805,18.6895,18.9695,23.0733,28.3414,25.7777,13.4363,22.1458,32.3462,46.7701,23.0061,21.9699,34.6676,20.9032,21.5498,25.9826,14.1579,26.0223,34.1677,19.5314,35.3207,31.0579,41.8782,37.813,28.1111,12.1626,16.6725,16.9988,17.1912,13.6189,29.2782,35.9459,14.7974,21.7371,26.4407,38.3469,14.0704,53.2507,40.861,18.6318,37.4681,30.86,30.2709,50.3323,19.1446,25.1947,28.1511,27.358,35.9669,31.6682,12.0616,12.3396,52.3799,22.8754,13.2644,41.3803,18.5558,21.3601,23.5281,12.9867,16.9623,20.8191,12.6619,42.2742,13.9506,40.0272,31.8143,10.1716,33.4072,26.855,8.33876
"316",27.4443,22.6953,26.1729,23.9742,29.7282,34.4802,21.9254,24.3741,19.2428,16.4561,17.4477,28.1324,20.2469,35.6891,13.1256,40.6036,12.7883,20.6898,21.9434,28.7846,15.8881,28.5265,28.5534,29.8101,19.7869,27.052,20.4888,32.3456,28.0987,35.625,37.2766,17.2287,33.4788,18.3759,33.1609,25.2989,23.6992,21.8976,42.9453,20.9743,20.8761,17.525,41.2819,17.6327,18.2685,42.248,22.2807,28.8456,18.5583,28.337,33.9605,27.741,19.3476,23.9167,22.3676,39.3884,26.1698,29.0494,24.577,18.2043,10.704,21.8031,27.2156,35.6192,27.1102,23.9239,32.2263,33.1154,30.5439,23.4599,24.8678,16.7109,30.0137,21.0592,23.7565,27.0768,25.9745,29.7313,21.5851,33.2956,22.7044,26.7049,18.8876,35.3734,21.2939,26.0071,33.391,26.674,26.5205,16.2946,19.0834,23.6742,21.0603,37.9064,22.6058,21.8969,23.8898,29.1908,25.2398,26.1815,30.9128,16.9561,21.5309,35.3957,33.6831,20.6763,29.9815,29.3693,24.9533,26.1544,24.1306,33.2882,27.0012,19.6396,23.4823,23.0901,24.5394,33.3032,24.2609,24.5893,31.9382,32.2701,39.1513,28.4171,18.9726,20.9484,20.4492,17.344,18.833,31.4804,29.6543,17.6237,25.3845,22.5677,33.6391,21.0925,29.0777,28.5511,23.6301,21.7616,23.4608,21.5863,35.7375,31.1392,31.1593,22.374,25.9621,24.6531,29.234,22.6692,19.4845,39.1869,22.1841,27.2593,41.7088,29.4226,42.285,20.1733,16.3079,18.8873,19.5405,26.5037,25.2222,26.3608,36.2795,37.4201,24.9112,28.6852,27.5743,15.6551
"317",0.579606,0.681303,0.654988,0.176825,0.736908,0.081466,0.238342,1.16069,0.763055,1.43561,1.19335,1.501,11.0583,0.756939,0.509175,0.6262,0,0.295847,0.472331,0.59657,0.505154,0.911488,98.6186,0.113945,0.549984,0.466708,0.868256,0.683955,3.93966,19.1098,0.71273,0.277278,4.34632,0.08712,0.233126,0.403387,1.90334,0.202319,0.33823,1.78749,0.375762,0.301382,0.496682,0.202648,0.446854,3.8498,2.22765,0.133784,0.092272,2.53827,0.518015,0.25734,0.246279,0.369904,0.554393,0.036618,0.104447,0.463284,0.371731,1.49992,0.220353,1.25009,0.198577,0.744275,0.232005,0.71263,0.396603,1.06078,0.179201,6.26881,0.100683,0.176761,1.85576,0.187767,0.305913,0.381956,0.333168,0.281757,0.045364,14.9065,0.493573,1.01237,0.052394,0.482494,0.114766,0.425075,0.425669,0.042616,0.297144,0.347064,0.19046,0.422995,0.049547,269.335,0.622115,1.15369,0.267809,0.050117,1.07846,0.841205,0.14791,0.095132,0.171202,0.134578,0.367907,0.526568,1.37806,0.318448,3.36772,0.198672,0.811467,0.75817,0.396367,0.907192,2.44129,0.608325,0.575679,0.067908,0.136983,0.36607,0.209471,0.103716,195.484,0.280875,0.271261,0.572614,0.327119,0.150074,0.271724,0.251909,0.646188,0.402935,1.13885,0.321299,0.078915,0.361312,0.269479,26.191,0.349959,0.746774,0.026396,2.90584,0.133286,0.166982,0.566776,0.336169,64.0333,0.091597,6.88593,0.338899,0.173833,1.02093,2.73325,0.034596,0.421604,0.514591,0.504022,7.47095,0.080871,0.903554,6.5251,0.862796,0.370061,3.0924,0.834711,0.440163,0.044977,0.162711,0.200401,0.117242
"318",0.433431,5.98747,7.10488,8.19324,1.51002,1.82825,1.37817,7.32846,0.587852,4.50261,5.21736,13.9277,105.848,12.1492,3.80378,4.42909,0.494277,2.09201,4.20649,5.90782,6.00192,8.08578,187.862,1.17552,3.68438,12.5301,3.2677,17.4629,16.0163,18.7716,6.35136,11.0625,27.1426,0.175087,1.6242,3.35538,7.80976,4.11123,3.26926,11.9261,8.16201,12.3708,6.94298,3.96159,3.74976,6.8663,34.6451,4.54088,1.83381,4.69831,5.26129,1.17228,0.754211,2.16263,1.2026,2.69835,1.56733,3.70129,3.89902,1.24231,1.87683,5.80629,3.92432,9.99564,2.09819,6.84655,1.12651,2.42449,4.68186,31.4882,4.87876,1.37656,7.24018,1.39509,4.19511,3.64622,6.95082,1.94143,0.72935,10.9232,2.60205,1.61957,0.526487,2.40111,2.08681,3.19901,9.60627,1.81283,2.57829,5.11501,2.52861,3.43279,0.849705,270.898,1.19745,14.3052,0.681746,0.218227,13.0525,12.3464,1.70428,2.78589,0.64643,2.90298,26.8762,2.57301,24.6341,22.229,48.3766,1.67696,5.6094,11.9767,2.5346,6.94553,17.9179,1.94356,43.0194,1.3875,3.34028,8.79335,5.58965,3.14976,171.093,13.2155,0.503224,7.48016,1.52521,0.52588,1.54726,4.30326,27.1515,4.12255,6.04616,7.79171,3.22482,2.29943,4.98702,46.2631,4.90689,9.20166,0.35366,8.75045,2.33938,2.29317,10.2009,12.2404,61.6497,3.14988,39.1118,2.78258,3.40622,162.026,8.18289,1.182,9.70551,1.01604,1.8747,92.3393,0.888489,16.3105,8.20059,3.0404,5.112,47.4108,7.18544,0.94131,2.12418,4.85056,0.93975,1.15848
