"","GTEX.1117F.2126.SM.GIN9G","GTEX.11GS4.2326.SM.5A5KS","GTEX.11OF3.1326.SM.5N9FJ","GTEX.11TTK.1926.SM.5PNW8","GTEX.12696.0926.SM.5FQTV","GTEX.12WSG.0826.SM.5EQ5A","GTEX.13112.2126.SM.5GCO4","GTEX.1399S.0526.SM.5IJG8","GTEX.13FHP.2126.SM.GIN8J","GTEX.13NYB.1726.SM.5N9G2","GTEX.13O1R.2526.SM.5N9FW","GTEX.13O3O.1726.SM.GJ3RL","GTEX.13OVI.1126.SM.5KLZF","GTEX.13OVL.1826.SM.5KLZR","GTEX.13OW6.1826.SM.5N9F9","GTEX.13RTJ.2226.SM.5S2Q1","GTEX.145MN.0326.SM.5QGQI","GTEX.147F4.2626.SM.5Q5CS","GTEX.1497J.0826.SM.5NQAJ","GTEX.14C39.2126.SM.664OH","GTEX.14C5O.2026.SM.5YYB1","GTEX.14E6D.2526.SM.5YYA9","GTEX.14JG1.2326.SM.HAUZ5","GTEX.14PJ2.1826.SM.HL9UB","GTEX.15CHQ.2126.SM.6871M","GTEX.15DCD.1926.SM.HAV33","GTEX.15DYW.2026.SM.6AJBD","GTEX.16MT8.1926.SM.7EPGL","GTEX.16XZY.1026.SM.HAV39","GTEX.16XZZ.2226.SM.HAV34","GTEX.16Z82.2826.SM.HAUZZ","GTEX.17F96.1926.SM.7MGWY","GTEX.17F97.1926.SM.7IGM4","GTEX.17HHY.2326.SM.7KFSR","GTEX.1A3MW.2226.SM.73KUX","GTEX.1A8FM.2026.SM.7P8RN","GTEX.1AX8Z.2326.SM.731CR","GTEX.1BAJH.1826.SM.731DA","GTEX.1C6VQ.2326.SM.7IGN1","GTEX.1CB4J.1926.SM.7MGX8","GTEX.1E2YA.1626.SM.7MGXS","GTEX.1EKGG.2226.SM.7IGOA","GTEX.1F48J.2226.SM.7MXTN","GTEX.1GF9V.1926.SM.9JGHE","GTEX.1GF9W.1326.SM.7P8PX","GTEX.1GMR3.2426.SM.7MXV2","GTEX.1GN1U.2126.SM.AHZ4J","GTEX.1GTWX.1826.SM.9QEHG","GTEX.1H3NZ.2126.SM.9WPQ6","GTEX.1H3VY.1926.SM.9JGHJ","GTEX.1HB9E.1826.SM.D4P33","GTEX.1HBPI.2026.SM.CE6RZ","GTEX.1HCU7.1826.SM.A9G2A","GTEX.1HCVE.2126.SM.HL9UO","GTEX.1I1GP.1926.SM.CNNQU","GTEX.1ICLY.2026.SM.GA913","GTEX.1IKK5.0926.SM.A9G2U","GTEX.1IL2V.1826.SM.ARU7R","GTEX.1J1OQ.1426.SM.AHZ3P","GTEX.1JJ6O.2526.SM.AHZ3J","GTEX.1JMLX.1526.SM.AHZ3N","GTEX.1JMPZ.1226.SM.ARU8Y","GTEX.1JMQJ.1726.SM.E9U4V","GTEX.1JMQK.1926.SM.CJI3B","GTEX.1K9T9.1826.SM.CXZK2","GTEX.1KWVE.0826.SM.CXZKO","GTEX.1LG7Y.2726.SM.D5OVW","GTEX.1LH75.1326.SM.F2I1R","GTEX.1MUQO.2526.SM.E9TJN","GTEX.1N2DW.1826.SM.EAZ54","GTEX.1N2EF.1426.SM.EXUSH","GTEX.1NV8Z.2226.SM.EXOJ2","GTEX.1O9I2.1926.SM.F2TBQ","GTEX.1OJC4.2326.SM.DTXA5","GTEX.1PWST.2226.SM.EVR3G","GTEX.1QAET.2126.SM.F2TBS","GTEX.1QP6S.1526.SM.EXUSG","GTEX.1R9PO.1626.SM.E6CPT","GTEX.1RQEC.2426.SM.F2I1J","GTEX.NFK9.1826.SM.HL9T3","GTEX.O5YV.1226.SM.EV795","GTEX.P4QS.1126.SM.3NMD5","GTEX.QDT8.1726.SM.EYYV6","GTEX.QDVN.1726.SM.HL9TO","GTEX.QLQW.1626.SM.CMKFE","GTEX.REY6.1826.SM.EAZAT","GTEX.RN64.1626.SM.48FD7","GTEX.S33H.1426.SM.EZ6L7","GTEX.T5JC.1526.SM.4DM68","GTEX.T6MN.1826.SM.EXOHN","GTEX.W5X1.1626.SM.H7OGO","GTEX.WL46.1926.SM.GNIN6","GTEX.XPVG.0526.SM.4B65N","GTEX.Y5V5.1226.SM.EYYVP","GTEX.Y5V6.2026.SM.5IFHO","GTEX.ZC5H.1726.SM.5HL7X","GTEX.ZDXO.0226.SM.4WKH7","GTEX.ZE9C.1426.SM.4WKGM","GTEX.ZLFU.0926.SM.5P9F8","GTEX.ZVZP.0926.SM.5GIDB","GTEX.ZXG5.2026.SM.HAUZV","GTEX.ZYFG.1626.SM.5GZYY","GTEX.ZYT6.2226.SM.5GIC9"
"108",11.7343,8.10344,8.18292,48.8331,14.8423,8.75616,13.3892,28.8839,6.64023,15.5622,5.60068,5.14246,39.8656,10.3938,8.58318,21.2211,14.5305,24.2419,8.05916,10.3598,10.3415,8.94368,8.62773,6.84744,13.8471,19.3261,8.11327,10.6453,17.2676,8.3094,4.05616,12.0001,32.585,5.3061,38.9431,8.01198,26.0095,13.2818,9.45812,8.67064,8.79544,10.0956,7.475,5.00378,7.52485,5.57204,6.21331,8.8495,7.47524,17.7073,15.6963,6.6916,8.15275,6.04497,4.26712,5.54825,8.04719,17.711,8.28066,4.51386,9.62817,19.0829,11.2106,10.9992,4.51649,6.52796,8.95535,42.9523,26.0747,33.886,3.40806,11.1074,11.7421,21.5151,19.0575,4.06651,15.2482,13.4943,12.3926,6.99503,6.7595,7.55609,6.57432,5.04954,13.8572,3.67719,50.0134,5.26922,6.50791,11.7464,27.7471,7.88643,12.775,6.74195,4.95949,4.39376,4.51786,14.7297,33.3908,19.2057,16.112,10.2527,11.5078
"109",13.5985,16.2912,11.8423,23.2258,59.6774,27.0283,69.4937,45.1455,7.87852,26.3718,16.1861,11.6982,33.7316,41.4382,11.7297,22.1133,79.0192,33.9832,43.7274,13.0108,9.9334,22.0788,15.4461,8.41136,11.845,25.0439,8.81136,19.0558,42.5879,18.2513,8.01711,15.3461,57.5041,9.30332,24.5492,10.6734,49.1144,11.713,8.00145,18.631,15.3816,12.1329,13.9899,9.65919,16.5104,9.38305,8.83562,13.0533,12.6707,34.6908,21.625,12.857,9.93226,8.38013,8.32398,9.61027,12.7782,33.1484,15.7074,8.44576,10.9302,28.9876,24.3341,22.824,20.9923,14.202,10.2081,32.9415,64.3575,37.6547,13.5257,13.9904,20.4084,87.3691,19.3542,39.6023,12.6813,30.098,26.4443,15.3209,17.7102,27.4886,20.2078,24.9014,39.8725,10.0185,85.4266,21.27,11.0975,20.5441,56.6438,14.4075,33.5693,13.9772,20.8897,11.3418,19.8771,81.6423,71.6988,46.9485,71.9414,55.8562,67.8222
"110",0.041208,0.056993,0.020537,0.155507,0.005472,0.061973,0.077036,0.071267,0.056054,0.028465,0.012089,0.017443,0.202742,0.115774,0.019304,0.04352,0.021821,0.150584,0.01943,0.033348,0.070206,0.086607,0.060711,0.066819,0.024828,0.22299,0.028482,0.031845,0.108082,0.009144,0.014448,0.028902,0.024786,0.018873,0.023885,0.051459,0.128124,0.022857,0.012865,0.049766,0.015923,0.142348,0.006104,0.083221,0.031827,0.023414,0.055334,0.0672,0.037131,0.032056,0.049242,0.140976,0.02202,0.041789,0.037701,0.045311,0.099916,0.071305,0.005268,0.007808,0.032389,0.159533,0.177717,0.029,0.01155,0.060375,0.069959,0.006803,0.052934,0.222116,0.011568,0.061665,0.069123,0.087778,0.013425,0.020336,0.085774,0.035043,0.156695,0.028394,0,0.01207,0.018945,0.007516,0.097032,0.012113,0.031655,0.021637,0.061012,0.128366,0.146773,0.026811,0.038591,0.067526,0.070614,0.048083,0.022565,0.2034,0.024472,0.02445,0.032533,0.028119,0.166205
"111",26.1567,58.0996,31.3773,363.422,100.845,41.5687,121.185,315.979,10.2952,46.9117,28.2213,22.7273,250.149,101.6,19.542,101.123,130.986,241.263,52.5946,52.3619,24.3803,53.1514,32.764,34.2342,67.7694,126.326,34.2042,24.8291,208.448,49.002,13.6878,49.0932,133.697,26.8317,132.501,28.6467,172.001,35.0154,54.9392,48.7234,92.2748,44.7053,37.3581,40.0975,64.0759,25.5427,41.416,35.2137,50.4713,188.637,87.3748,36.0793,25.7295,33.3602,41.2527,21.8054,92.3479,124.697,50.7873,19.0287,29.2884,109.793,77.7835,90.4727,16.578,35.943,43.7157,232.535,335.126,189.742,28.7001,63.256,54.6351,200.764,71.6829,13.3922,94.288,135.628,52.2061,40.0217,41.4813,38.2741,45.3046,42.5618,108.88,11.6421,391.178,14.6806,37.4814,21.8694,169.37,44.3621,143.183,37.4465,27.4806,44.1539,36.581,155.414,295.023,195.66,196.148,156.47,104.664
"112",7.57485,21.4763,9.79397,31.8813,23.345,11.0662,35.0962,24.9151,7.48374,17.0826,3.24023,13.1772,30.6081,26.4401,13.9355,24.2478,13.9487,29.6324,4.26452,6.41468,4.12111,8.84878,26.7075,6.8232,12.2858,15.3877,10.5366,6.77415,32.9295,7.189,7.08445,14.1067,57.2516,9.3347,19.5322,5.10483,18.7992,10.0795,3.53349,11.1141,5.29851,23.2626,8.7858,17.532,5.83734,5.53206,17.9789,9.46123,3.95324,5.72141,8.41711,18.7853,3.46813,4.31654,8.21122,3.14111,22.5457,24.6195,7.20321,3.7094,11.6532,59.9044,32.8744,14.8501,17.115,14.4049,15.123,22.3487,29.0254,121.764,7.67561,19.6094,4.2228,21.5446,13.6871,7.7338,24.5655,33.9076,28.5107,8.34501,8.11976,8.84826,8.40341,3.20299,12.5828,1.97655,62.4182,12.2118,12.319,16.8218,62.6381,16.0536,12.4827,6.01681,6.6235,11.2081,18.9662,45.1967,24.496,20.3525,8.04768,17.8984,70.9314
"113",0.510661,0.674181,0.506548,4.78804,2.27946,0.778181,9.50657,2.0956,1.07875,1.38132,0.364438,0.771802,1.4037,6.49457,1.29391,0.858752,2.20072,4.99013,0.617689,0.990356,0.458973,1.71799,1.49672,0.58013,1.23945,0.358066,0.671298,1.48458,2.80491,0.848663,0.456139,1.8376,5.78756,0.331034,2.85404,0.198566,0.992539,0.851908,0.476363,0.534639,0.820384,1.28181,0.46842,1.27075,0.546607,0.862412,1.36916,0.782969,0.35991,1.60027,1.3945,1.02236,0.475893,0.349305,0.381148,0.229254,1.82689,2.23841,0.554347,0.577132,0.628969,3.93493,2.7383,1.28978,7.2173,0.433883,0.751045,4.80268,2.39847,6.33076,0.507259,0.763122,0.621354,4.7856,1.70715,0.69108,0.772021,1.39574,1.38348,0.675898,1.39423,0.534543,0.792974,1.06013,0.391886,0.3895,8.43249,1.05947,1.45472,1.30165,3.39348,0.881724,0.8461,0.430047,0.464459,0.681178,2.60971,4.85396,3.73786,1.51435,3.03651,1.39737,6.89233
"114",3.21358,8.96937,3.08265,4.35752,9.43212,6.06306,11.3584,158.337,1.16444,2.8153,10.5659,6.18965,84.1798,3.68951,2.1211,12.2287,36.0652,22.679,7.30963,3.47452,0.791629,1.0448,3.14172,5.33019,7.33894,50.6612,8.66957,12.0758,171.396,3.73409,3.90907,5.56042,28.1942,1.4344,35.326,5.15618,76.3427,4.58602,4.71924,14.2667,13.6868,3.63197,6.36517,2.95701,2.80592,1.33817,4.14139,2.19466,5.58458,9.55784,21.4567,8.37371,4.62865,1.59595,2.27954,1.44106,4.88292,31.0278,6.06916,2.17694,5.5,9.67958,6.97849,28.2617,9.95478,2.69198,1.38608,27.7128,75.5685,36.6258,6.02077,1.26643,3.57234,8.69931,8.77466,3.87935,3.9937,9.25045,3.23152,19.8414,8.08937,7.76417,12.1053,8.58366,21.2153,2.02529,28.2446,3.77862,0.370962,1.07316,37.1697,0.675336,15.099,13.0502,4.542,5.58838,4.73334,37.9569,110.862,69.2187,15.7678,22.325,8.37307
"115",3.12095,1.45819,2.66735,1.91126,2.59199,2.1952,3.69951,1.82562,1.49888,3.79858,0.761971,1.52646,2.20115,3.35507,2.29658,1.80499,1.22257,3.28166,3.74823,1.73712,2.30154,3.02483,3.99931,1.69485,2.072,2.49549,2.96488,2.68908,1.92114,2.28203,1.34666,2.74434,5.14453,3.07613,1.36864,1.60404,4.89436,3.0996,1.31051,2.20524,1.4598,1.28175,1.49239,1.8398,2.31002,2.36125,1.95273,1.58423,2.74723,4.18232,2.28861,4.22542,1.80254,2.87343,1.18416,1.85073,2.62136,7.80016,3.05856,1.65321,1.59079,3.09789,5.0162,3.26007,3.04448,2.58824,1.41916,1.14344,2.58826,4.11674,0.954525,4.0412,6.97095,5.36503,1.57269,2.87429,1.96595,3.43582,5.95342,1.95241,3.82473,2.30534,5.13177,1.64612,1.71675,2.2827,5.56251,2.42455,4.19523,4.84233,2.58251,3.97965,3.24323,4.07809,1.19257,3.02363,2.00413,6.03663,3.52118,1.91468,2.69858,2.50631,2.17682
"116",42.6247,46.4776,51.6833,143.377,146.392,54.7543,112.196,94.095,31.8654,69.8143,53.6286,52.6323,52.9009,122.191,31.429,104.402,89.2709,79.3999,23.9346,59.935,45.9571,94.7495,37.0725,58.5364,40.4719,106.904,35.4087,21.3811,67.2123,27.5947,23.4971,98.7256,126.254,18.7325,43.1418,31.6092,47.7684,40.8519,62.3963,40.2426,55.4738,48.7173,50.0997,36.2016,48.9876,42.2549,77.941,50.7852,41.5305,61.385,55.0765,29.0666,26.0561,34.5423,29.062,27.7899,22.1116,48.9889,37.4202,21.6132,39.0246,152.012,74.3167,48.4658,36.4002,56.8321,62.3142,155.264,100.703,130.186,30.2142,58.0358,48.6865,208.652,67.0967,38.5751,87.4762,120.762,68.7475,38.503,56.0343,50.5334,27.5418,32.4146,50.4435,15.0737,106.338,37.6826,44.4954,91.0691,78.452,53.2018,41.8224,39.3676,42.468,43.9411,39.4357,72.838,92.9025,80.1929,146.464,90.3841,307.414
"117",3.15287,10.2436,4.86806,116.346,98.0571,14.2658,101.328,42.3295,2.25893,6.31349,6.05589,3.45075,62.5201,78.2253,2.55615,18.8191,49.7824,58.5732,7.02536,4.20136,3.59516,10.5445,2.82722,2.92014,7.95326,13.5991,4.03331,3.51229,44.4356,5.77975,1.60439,8.56899,28.9212,2.79587,26.4037,7.45633,25.4915,3.24946,4.96044,6.70742,12.6909,19.4405,4.44849,9.07289,7.83819,7.53804,4.08232,6.62842,4.88284,49.2779,26.0915,6.31253,4.099,3.78333,4.72214,4.16318,35.9689,24.164,7.83074,2.58213,7.02362,25.9397,27.4761,11.325,3.64622,5.39937,10.5103,85.5664,110.373,42.4812,3.38768,9.74395,7.89259,111.992,20.1879,4.23422,13.6143,34.4157,6.8362,2.3158,3.99856,5.1721,11.8995,5.42401,12.5828,2.08814,108.629,2.81508,4.72117,5.37068,112.592,3.99598,17.427,13.2176,6.04925,7.94134,22.2478,65.7679,71.1433,36.963,126.236,76.1211,100.204
"118",9.14862,11.25,26.3901,1.14318,1.01772,16.3843,1.4886,3.75671,9.63549,19.6366,5.26329,13.4055,3.69858,5.06252,12.1234,17.6602,4.79634,7.8469,1.39621,8.66266,13.8992,42.3034,23.2219,39.5419,16.3398,11.7889,22.5739,4.25081,2.83442,2.37055,5.81395,10.8205,6.21648,13.5091,0.504816,7.30855,5.05474,22.2214,21.4135,2.52432,8.61507,26.9048,3.35437,17.7435,4.97772,32.3039,31.9438,5.58367,2.04864,3.33542,2.91404,19.6802,3.82959,10.0245,9.06597,9.37029,14.1525,2.41125,0,7.43051,9.46634,11.4639,20.3662,4.34288,12.2059,22.1746,16.4785,4.02583,2.26734,4.86829,12.9093,28.8694,15.4272,0.29683,4.16145,6.36103,30.2266,10.0725,23.9161,12.551,15.2512,11.265,13.7449,1.73677,3.58343,0.614407,1.47188,10.7721,13.0884,31.3354,0.376006,21.9534,1.6965,14.4076,25.45,19.6368,2.62302,1.85181,1.10338,4.34067,0.157162,2.2979,1.52553
"119",3.93448,6.24402,2.27384,18.7543,13.9632,6.80802,24.3764,12.3432,2.13942,6.37898,5.98053,2.52895,19.97,18.8904,3.07201,6.94085,15.9551,15.3181,13.873,2.64435,3.69886,2.42858,6.39215,2.96089,3.81918,4.83943,4.79583,9.67237,12.6805,5.2685,2.74024,8.16517,22.2639,3.90918,17.4351,4.53527,15.7603,7.32563,3.16005,6.44112,4.59052,5.37623,4.77785,4.03752,3.36119,4.25695,2.64427,5.52592,8.74129,16.844,13.4615,7.38812,3.95961,4.23596,1.46979,2.97398,7.75709,16.0879,7.47685,2.72308,4.92154,9.53305,8.2244,9.23986,3.91096,4.74865,4.31795,19.279,15.4902,21.3504,3.90565,3.89353,8.6836,28.5012,10.107,4.74641,3.73837,7.36571,7.74654,4.96641,5.00181,8.7215,8.08405,11.4737,10.228,5.21092,60.5147,5.4712,4.39279,4.16832,64.3097,3.38314,14.4494,5.81471,3.93485,3.78435,6.37057,137.944,18.4436,14.9826,34.9627,16.8111,20.1688
"120",1553.24,111.491,123.095,528.016,622.675,1103.24,184.159,598.942,101.14,399.674,561.44,58.2697,660.384,116.173,101.892,494.394,1326.78,155.865,2308.1,408.252,1512.29,280.261,91.8308,179.466,252.401,423.434,125.56,386.011,206.257,1112.18,123.831,1052.17,887.714,128.562,657.485,193.741,372.116,142.805,499.128,442.423,324.486,152.356,243.695,164.952,429.242,165.549,65.9211,620.756,1107.9,475.551,1682.79,65.0966,223.129,300.803,150.7,543.921,245.633,519.429,485.944,304.886,87.1117,616.878,216.377,865.015,1084.89,133.334,129.618,477.89,739.364,270.873,516.083,129.874,883.338,299.572,1175.62,1565.7,101.284,1772.46,199.885,358.56,1323.95,1584.44,334.431,2186.72,1047.44,662.628,338.414,150.676,157.739,229.918,263.236,176.909,871.317,157.617,613.685,494.417,186.996,697.111,650.929,430.516,299.711,886.355,276.812
"121",65.0523,4.02063,22.8055,4.30224,4.80263,9.79671,3.93903,7.18628,12.043,107.709,8.72023,2.31375,26.3839,5.54048,15.0672,5.04742,45.5253,9.99351,112.097,9.43739,40.1497,51.1352,12.6255,4.09782,11.4823,13.5414,9.52078,36.3712,8.92952,28.7986,6.14211,28.7408,16.1572,17.6949,8.10699,6.4246,24.0599,23.9787,13.126,8.40807,9.9244,8.54747,9.5683,9.04921,27.781,11.418,1.95852,12.7332,30.209,11.5448,23.1961,14.6733,4.08969,29.4206,7.91043,8.11146,16.4012,20.1971,13.2917,12.8855,6.85302,152.908,49.0139,11.4081,17.709,32.5392,4.85651,2.25769,12.9116,6.32897,7.2722,24.2271,30.0873,0.738306,12.7891,24.9877,14.1153,79.2126,30.1537,24.8321,12.7039,76.027,39.8499,50.6292,19.1405,21.0739,1.41086,7.49732,11.4315,71.1411,28.4598,23.4366,25.4665,12.5411,13.2414,8.52141,9.63164,6.73737,13.2337,9.27096,1.79733,28.7664,7.00715
"122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059252,0,0,0,0,0,0,0,0,0,0,0,0.086077,0,0,0,0,0,0.019295,0,0.01328,0,0,0,0,0.03438,0,0,0.080997,0,0,0,0.032631,0,0.139347,0,0,0,0,0,0,0,0,0,0,0.030402,0,0.094224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027667,0,0
"123",0.068759,0.139881,0.127253,0.38921,0.096249,0.135132,0.114385,0.180993,0.009959,0.133517,0.096653,0.101424,0.494819,0.114907,0.052917,0.139181,0.279141,0.292105,0.186414,0.106648,0.081645,0.048361,0.043147,0.119667,0.103835,0.040177,0.136633,0.117923,0.261005,0.019495,0.027723,0.079225,0.317075,0.035209,0.334193,0.092159,0.24585,0.109646,0.105143,0.039789,0.050922,0.178844,0.039044,0.107592,0.063616,0.067391,0.181177,0.092104,0.099998,0.106461,0.183726,0.184966,0.140846,0.041764,0.097127,0.019507,0.138668,0.139933,0.117922,0.021403,0.06659,0.212583,0.06315,0.105992,0.184696,0.085816,0.108009,0.206684,0.316,0.263091,0.155384,0.109561,0.121583,0.037429,0.228981,0.186978,0.252655,0.177442,0.162526,0.136211,0.115388,0.10422,0.203797,0.188289,0.841115,0.064563,0.404945,0.073042,0.060976,0.064145,0.21336,0.018373,0.172785,0.128544,0.14263,0.189259,0.040593,0.137603,0.293485,0.127063,0.118906,0.172357,0.182241
"124",60.7122,22.1644,25.4741,143.048,46.4899,69.7102,61.7824,57.829,17.1104,82.3687,20.697,10.0239,61.8653,75.832,18.092,51.5263,181.737,102.249,67.3037,30.7332,57.8132,56.0652,19.0735,25.6054,27.4221,67.4491,16.4434,45.9737,79.2569,117.955,9.15081,76.9595,71.7385,20.7131,66.3506,15.8108,62.3143,27.6513,27.0731,27.5269,24.7004,18.8714,24.1362,23.0733,35.1731,33.0153,14.72,27.2145,29.2085,114.839,122.235,17.3594,26.6687,30.9092,24.6717,30.4026,31.71,50.646,36.8478,17.9826,17.2891,93.8123,65.1948,51.2097,43.1583,26.0111,34.0015,116.387,96.1917,59.9402,20.748,28.489,66.3905,104.561,65.7319,40.4841,37.9949,103.533,56.6556,33.1954,54.1471,99.6167,44.5202,55.1854,46.2506,23.9406,179.118,27.2293,30.4821,64.3046,81.8136,59.1923,73.8951,31.4948,72.7358,29.2264,17.7441,54.2451,82.1704,39.7629,76.0675,121.371,81.5916
"125",31.0532,19.7193,26.0293,164.772,33.6251,47.0981,101.705,81.3456,20.3619,38.5181,15.7952,19.1157,129.372,59.7443,27.4672,59.8759,59.182,100.996,34.244,14.1131,19.949,30.4099,50.1524,24.2081,35.0896,81.9992,31.0092,45.0482,69.4117,23.0868,16.5321,40.8468,133.317,21.7989,69.8812,28.4152,45.88,48.0191,22.9055,34.0526,29.7308,38.9184,21.1866,32.3144,19.3756,21.4656,25.7284,26.2488,34.3302,40.598,57.744,38.4331,17.8966,21.696,16.9792,19.0107,42.3882,88.7703,27.4813,13.7955,35.464,72.2357,62.7729,35.5582,16.3148,29.0134,24.0271,69.7613,77.0389,138.643,12.795,38.5539,29.5691,56.7349,60.4471,37.8307,42.4896,55.3867,57.1958,32.2012,25.7931,28.1889,50.4784,40.7463,24.7327,15.1895,101.597,24.4212,38.7613,53.4379,138.988,27.9713,30.8666,34.3141,24.9601,29.0384,31.0871,106.879,95.8478,67.4095,47.231,31.2147,136.008
"126",0.027377,0.8658,0.573677,0.051656,0.700255,0.55956,2.08097,1.92171,0.297397,0.26822,0.202038,0.096918,1.32476,0.66339,0.2423,0.213748,0.666854,1.02787,0.148445,0.092646,0.029257,0.094526,0.401992,0.163359,0.072958,0.359927,1.36683,0.268908,14.1221,0.046572,0.154535,0.157721,0.686463,0.102137,0.319348,0.463914,7.91255,0.436563,0,0.152086,0.228094,1.05842,0.221526,0.211938,0.045592,0.089441,0.070459,0.117351,0.25382,0.687634,0.470263,0.124277,0.216305,0.139681,0.024003,0.019972,0.172837,1.73956,0.100611,0.008522,0.406535,0.342799,0.301726,0.284861,0.584628,0.115318,0.101369,0.181911,0.970596,0.549946,0.017676,0.073286,0.026405,0.726515,0.051283,0.64089,0.017245,0.122708,0.258844,0.418374,0.241199,0.198259,0.394752,0.191409,0.790096,0.107966,1.60224,0.753081,0.072834,0.130252,5.08857,0.073155,0.582307,0.601887,0.248453,0.409744,0.172398,1.34479,1.13737,1.68118,0.639137,0.510213,1.26074
"127",21.2983,14.7428,10.5723,36.4892,27.942,30.5716,23.995,31.599,9.96092,17.7001,13.5265,17.6378,27.3767,15.6722,8.6584,21.7701,43.1987,28.279,28.0714,13.4553,8.26515,9.68291,15.1827,11.9249,13.2566,29.3624,10.7631,16.4766,35.9456,14.9339,7.42472,19.4924,38.2812,7.83819,22.1058,11.2813,30.5727,17.5497,9.89064,18.0986,11.8918,14.4767,11.3796,12.2628,12.6534,12.8544,11.6131,14.8539,16.3334,25.8267,24.8553,15.3474,6.19669,8.82094,8.73653,12.1588,16.6524,28.1312,15.0324,7.54798,13.8731,27.5614,16.9869,27.243,18.9215,11.2917,14.0986,29.2743,40.7874,40.3463,11.3722,15.5362,14.443,25.7455,27.6059,19.8634,15.9339,28.1993,20.4149,15.4073,14.251,20.3517,19.7512,25.0143,29.4655,10.1425,40.2265,12.03,12.6002,18.8823,40.6692,8.33607,28.6929,17.9433,18.1293,13.1697,9.55248,29.593,35.5269,29.2089,25.5083,32.2812,35.0709
"128",0,0,0,0.023223,0.018795,0,0,0,0,0,0,0,0,0,0,0.021355,0,0.050875,0.016685,0,0.008769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056561,0,0,0,0,0,0,0,0,0.00911,0.016085,0.009051,0,0,0,0.014095,0.062081,0,0,0,0,0.025901,0.022265,0,0,0,0.045664,0,0,0,0,0.008286,0.116834,0,0,0,0.018827,0.047485,0,0,0,0.015506,0,0.014546,0,0,0,0.011832,0,0,0,0.081548,0,0,0,0.030554,0,0,0,0.012766,0,0.009688,0.080613,0.014009,0.020995,0,0,0.016311
"129",12.6514,34.7644,12.711,41.0718,69.5454,22.6747,52.7101,63.3659,11.5681,16.5913,31.1718,26.8417,50.4694,27.9266,9.23313,34.8958,54.3523,44.885,32.8613,20.0207,10.6783,15.1999,17.4965,21.7436,16.991,32.6443,14.3236,22.2814,48.4997,22.3356,10.4059,23.9343,52.6426,10.2853,28.3941,14.6988,49.2528,24.4093,15.125,23.916,15.8683,20.0476,18.4002,13.7148,19.8718,14.7081,17.6641,22.1481,17.2719,32.4064,26.4447,17.8874,10.7783,11.5938,16.4193,11.5332,17.4137,44.1766,16.4155,11.9905,19.6946,30.7716,14.3161,24.6384,20.9041,14.004,17.1306,26.9726,69.0918,65.6947,45.689,18.52,30.1003,54.5836,28.5571,22.4351,22.5539,38.3462,20.612,21.199,28.6772,25.6905,19.9944,27.6357,49.5784,10.5319,57.8609,16.3787,11.6962,18.0837,53.299,12.2239,44.7007,16.6617,21.8297,19.7782,17.4806,63.043,79.936,59.856,45.4683,63.4946,49.8897
"130",4.16846,5.48026,20.4633,22.084,10.3905,5.95141,19.7382,7.34907,6.5792,22.7889,3.79975,2.31221,16.5277,25.4585,8.60558,3.98891,9.73416,27.2131,3.69889,1.67982,5.91482,15.199,29.4566,4.7807,13.0829,20.7205,9.19469,6.58242,12.408,6.20231,7.43442,6.87672,17.1076,12.2518,9.22962,7.05668,8.33106,13.7018,2.4271,4.24114,3.57298,23.2113,3.15493,7.08404,1.44384,9.31679,4.20083,7.88884,4.74939,3.26803,10.438,13.7865,1.49844,6.92295,2.90483,1.21414,5.10693,24.7964,5.27426,1.60475,3.6284,14.1514,23.2747,3.3829,4.24804,8.58637,2.13404,5.02602,14.5453,27.8566,2.51902,23.4098,5.6892,13.6528,7.20677,6.35896,12.99,4.99624,15.8363,5.32334,3.79971,2.33099,5.22369,5.17944,6.48694,3.06149,24.5154,6.09205,16.2363,17.7951,34.7909,14.3471,6.44008,8.07514,5.17849,5.35736,8.50012,35.2107,8.24695,9.64583,9.72866,7.42583,34.6221
"131",0.183543,0.430397,0.105441,0.601153,0.735079,0.182401,0.494564,2.21008,0.052668,0.216411,1.0807,0.18543,3.30515,0.403185,0.119935,0.342486,0.727559,1.2883,0.220639,0.120124,0.107326,0.257744,0.116044,0.214393,0.173503,0.746683,0.197845,0.204095,1.44531,0.658341,0.099137,0.221457,0.523007,0.1824,0.337599,0.268552,1.61796,0.262313,0.063547,0.411218,0.332772,0.420082,0.09734,0.367346,0.248634,0.219492,0.142606,0.191122,0.156759,1.04499,0.602797,0.36332,0.104887,0.155236,0.515163,0.076634,0.544759,1.39233,0.37417,0.171396,0.154276,0.237693,0.302953,0.624587,0.094883,0.254467,0.220318,0.476658,1.64385,1.23033,1.0062,0.140381,0.340696,0.466577,0.246512,0.108094,0.327218,2.10536,0.210782,0.121526,0.146016,0.208798,0.269647,0.198543,1.62502,0.083895,0.879547,0.236993,0.077391,0.220978,1.25084,0.077733,0.537064,0.360484,0.168815,0.16443,0.186729,1.00933,0.849446,0.472585,0.25602,0.994145,0.559899
