"","GTEX.1117F.0011.R4b.SM.GI4VM","GTEX.111FC.0011.R4a.SM.GIN8K","GTEX.117XS.0011.R4b.SM.GJ3PR","GTEX.11DXY.0011.R4b.SM.GI4VR","GTEX.11DYG.0011.R4b.SM.GJ3RG","GTEX.11GS4.0011.R4a.SM.GJ3RJ","GTEX.11GSO.0011.R4b.SM.GJ3R8","GTEX.11NUK.0011.R4a.SM.DO12B","GTEX.11NV4.0011.R4a.SM.GI4XC","GTEX.11OF3.0011.R4a.SM.GJ3RB","GTEX.11ONC.0011.R4b.SM.DO93H","GTEX.11PRG.0011.R4a.SM.DNZZR","GTEX.11TTK.0011.R4a.SM.DNZZU","GTEX.11ZTS.0011.R4b.SM.GINAQ","GTEX.11ZU8.0011.R4a.SM.5BC6Y","GTEX.11ZVC.0011.R4a.SM.5BC6Z","GTEX.12WSA.0011.R4a.SM.57WB7","GTEX.12WSC.0011.R4a.SM.H6Q8M","GTEX.12WSD.0011.R4b.SM.5LZUA","GTEX.12WSF.0011.R4b.SM.5HL88","GTEX.12WSH.0011.R4a.SM.5GU6K","GTEX.12ZZW.0011.R4a.SM.5DUX9","GTEX.12ZZY.0011.R4a.SM.GIN9F","GTEX.12ZZZ.0011.R4b.SM.5DUV7","GTEX.13112.0011.R4b.SM.5DUXL","GTEX.1313W.0011.R4b.SM.5KLZV","GTEX.131XH.0011.R4b.SM.5DUWB","GTEX.131YS.0011.R4a.SM.5DUVL","GTEX.1399T.0011.R4b.SM.5DUVX","GTEX.139T8.0011.R4a.SM.5HL54","GTEX.13CZV.0011.R4b.SM.5J2NY","GTEX.13FHO.0011.R4b.SM.H6611","GTEX.13FLV.0011.R4a.SM.5LZYU","GTEX.13JVG.0011.R4a.SM.5MR4C","GTEX.13N1W.0011.R4a.SM.5MR52","GTEX.13N2G.0011.R4b.SM.5MR54","GTEX.13NYB.0011.R4b.SM.9QEGJ","GTEX.13NYS.0011.R4b.SM.5MR3O","GTEX.13O3O.0011.R4b.SM.5KM3F","GTEX.13O3Q.0011.R4a.SM.5P9H2","GTEX.13OVH.0011.R4a.SM.5KM3W","GTEX.13OVJ.0011.R4b.SM.5P9H5","GTEX.13OVL.0011.R4b.SM.5L3HV","GTEX.13OW5.0011.R4b.SM.5L3HS","GTEX.13OW6.0011.R4a.SM.5O9DX","GTEX.13OW7.0011.R4b.SM.5O9CX","GTEX.13OW8.0011.R4a.SM.9WG6V","GTEX.13PLJ.0011.R4b.SM.GJ3R6","GTEX.13PVQ.0011.R4a.SM.5O9CT","GTEX.13QIC.0011.R4a.SM.5PNX8","GTEX.13QJC.0011.R4a.SM.H65ZP","GTEX.13RTJ.0011.R4b.SM.5PNX1","GTEX.13SLW.0011.R4b.SM.5S2W2","GTEX.13SLX.0011.R4a.SM.5O9BJ","GTEX.13VXU.0011.R4b.SM.5O9CI","GTEX.13X6I.0011.R4b.SM.5PNU9","GTEX.13X6J.0011.R4b.SM.5P9K4","GTEX.13X6K.0011.R4b.SM.5P9HO","GTEX.1445S.0011.R4a.SM.5PNWN","GTEX.144GL.0011.R4a.SM.5PNUI","GTEX.145LS.0011.R4b.SM.5S2UT","GTEX.145LU.0011.R4b.SM.5P9K1","GTEX.147F4.0011.R4b.SM.GJ3R4","GTEX.147GR.0011.R4a.SM.5S2V2","GTEX.14ABY.0011.R4b.SM.5S2VN","GTEX.14ASI.0011.R4a.SM.69LQ4","GTEX.14BIM.0011.R4b.SM.5S2RK","GTEX.14BMV.0011.R4a.SM.H6Q7P","GTEX.14C5O.0011.R4b.SM.G9ERF","GTEX.14DAQ.0011.R4a.SM.5YYAI","GTEX.14E7W.0011.R4b.SM.62LEA","GTEX.14JFF.0011.R4a.SM.5ZZV5","GTEX.14JG1.0011.R4b.SM.62LEB","GTEX.14JIY.0011.R4b.SM.5ZZV7","GTEX.14PJM.0011.R4a.SM.5YYAS","GTEX.14PN4.0011.R4a.SM.686ZT","GTEX.14PQA.0011.R4b.SM.6AJBU","GTEX.15CHQ.0011.R4a.SM.686ZX","GTEX.15DCD.0011.R4a.SM.69LPB","GTEX.15DYW.0011.R4a.SM.6M46V","GTEX.15EO6.0011.R4a.SM.7KUKZ","GTEX.15ER7.0011.R4a.SM.6M46S","GTEX.15RJE.0011.R4a.SM.H7OH4","GTEX.15SHU.0011.R4b.SM.7IGLC","GTEX.16YQH.0011.R4a.SM.7EPGI","GTEX.17EVP.0011.R4a.SM.79OML","GTEX.17EVQ.0011.R4b.SM.7LT94","GTEX.17F97.0011.R4b.SM.7KFS2","GTEX.17HG3.0011.R4a.SM.7IGLL","GTEX.1A3MX.0011.R4b.SM.7EWFK","GTEX.1AX9I.0011.R4b.SM.7EPIB","GTEX.1B8L1.0011.R4a.SM.7EWFJ","GTEX.1B996.0011.R4b.SM.9OSVO","GTEX.1C6VR.0011.R4b.SM.9QEGZ","GTEX.1C6WA.0011.R4a.SM.9QEH2","GTEX.1CB4G.0011.R4b.SM.CJI28","GTEX.1E1VI.0011.R4b.SM.9QEHV","GTEX.1EMGI.0011.R4b.SM.CJI2D","GTEX.1EX96.0011.R4a.SM.ARU82","GTEX.1F48J.0011.R4b.SM.9OSVX","GTEX.1F6IF.0011.R4b.SM.CKZNJ","GTEX.1F75A.0011.R4a.SM.ARL8J","GTEX.1F7RK.0011.R4b.SM.9QEI7","GTEX.1GF9W.0011.R4a.SM.CE6RH","GTEX.1GMR8.0011.R4a.SM.9OSX1","GTEX.1GN73.0011.R4b.SM.9QEIK","GTEX.1GTWX.0011.R4a.SM.C1YQI","GTEX.1GZ4I.0011.R4a.SM.9QEI9","GTEX.1H1DG.0011.R4a.SM.CE6RQ","GTEX.1H1ZS.0011.R4b.SM.CKZO7","GTEX.1H23P.0011.R4b.SM.CL54R","GTEX.1H3NZ.0011.R4a.SM.CL54T","GTEX.1H3O1.0011.R4b.SM.A9SKE","GTEX.1HB9E.0011.R4b.SM.ARZLS","GTEX.1HBPH.0011.R4a.SM.A96RX","GTEX.1HBPI.0011.R4a.SM.CJI3K","GTEX.1HCU6.0011.R4b.SM.ARU74","GTEX.1HFI6.0011.R4b.SM.A96RT","GTEX.1I1GR.0011.R4a.SM.CMKHC","GTEX.1ICLZ.0011.R4a.SM.CMKHL","GTEX.1IY9M.0011.R4a.SM.C1YQ2","GTEX.1J1OQ.0011.R4a.SM.D4P2A","GTEX.1J8EW.0011.R4b.SM.ARU89","GTEX.1J8Q2.0011.R4a.SM.ADEHA","GTEX.1JJ6O.0011.R4a.SM.EY5YM","GTEX.1JMLX.0011.R4a.SM.EY5YJ","GTEX.1JMOU.0011.R4b.SM.EY5ZL","GTEX.1JMQJ.0011.R4b.SM.EXUT8","GTEX.1JMQK.0011.R4a.SM.G8LLQ","GTEX.1JN1M.0011.R4b.SM.F6494","GTEX.1KWVE.0011.R4a.SM.F3K5X","GTEX.1LB8K.0011.R4b.SM.F6487","GTEX.1LH75.0011.R4a.SM.F2TAM","GTEX.1LKK1.0011.R4b.SM.EY5YA","GTEX.1LSVX.0011.R4b.SM.EXURP","GTEX.1LVA9.0011.R4a.SM.F2TA2","GTEX.1LVAO.0011.R4a.SM.EXURO","GTEX.1MJK2.0011.R4a.SM.F3426","GTEX.1N2DW.0011.R4b.SM.EZ6MD","GTEX.1N2EE.0011.R4a.SM.EXOII","GTEX.1N2EF.0011.R4a.SM.F341F","GTEX.1NV8Z.0011.R4b.SM.G8LMZ","GTEX.1O9I2.0011.R4b.SM.F3K4K","GTEX.1OJC4.0011.R4a.SM.F3K54","GTEX.1P4AB.0011.R4b.SM.F2T9S","GTEX.1PIIG.0011.R4a.SM.F2TAQ","GTEX.1POEN.0011.R4b.SM.F3K4O","GTEX.1PPGY.0011.R4a.SM.F3K4F","GTEX.1PWST.0011.R4a.SM.F2T9X","GTEX.1QMI2.0011.R4b.SM.F3K4R","GTEX.1QP6S.0011.R4b.SM.F33ZY","GTEX.1R46S.0011.R4b.SM.F2TBF","GTEX.1RDX4.0011.R4b.SM.F3K43","GTEX.1RLM8.0011.R4a.SM.F2TBL","GTEX.1RQEC.0011.R4b.SM.F342C","GTEX.1RQED.0011.R4b.SM.F2I2X","GTEX.N7MT.0011.R4a.SM.2I3G9","GTEX.NL4W.0011.R4a.SM.2I5GZ","GTEX.NPJ7.0011.R4a.SM.2I3GJ","GTEX.NPJ8.0011.R4a.SM.2HML3","GTEX.OHPN.0011.R4A.SM.2I5FD","GTEX.PVOW.0011.R4A.SM.H6Q8O","GTEX.Q2AG.0011.R4A.SM.2HMKA","GTEX.QVJO.0011.R4A.SM.2S1QL","GTEX.QVUS.0011.R4A.SM.3GAE7","GTEX.RNOR.0011.R4A.SM.3GAD3","GTEX.S7SE.0011.R4A.SM.2XCDB","GTEX.TSE9.0011.R4A.SM.3DB7H","GTEX.WHSE.0011.R4A.SM.3P5ZN","GTEX.WVLH.0011.R4A.SM.3MJFS","GTEX.WZTO.0011.R4A.SM.3NMC7","GTEX.X4XX.0011.R4B.SM.46MWL","GTEX.X585.0011.R4B.SM.46MVH","GTEX.XLM4.0011.R4B.SM.4AT5C","GTEX.YFC4.0011.R4a.SM.4RGLQ","GTEX.ZAB4.0011.R4a.SM.4SOKB","GTEX.ZAK1.0011.R4a.SM.6AJBK","GTEX.ZVZQ.0011.R4b.SM.57WCZ","GTEX.ZYY3.0011.R4a.SM.GQ1CY","GTEX.ZZPT.0011.R4a.SM.GPRX4"
"370",6.36105,10.8049,10.2138,9.81618,5.5106,7.16078,6.69877,8.97355,9.12071,7.93023,9.90953,8.99229,9.09131,5.74395,4.97483,9.71127,7.36117,7.41385,9.52707,10.1429,16.9877,6.64778,9.59868,5.25964,7.25602,7.28025,13.77,12.6524,5.39796,7.86889,5.8775,8.77259,9.44756,5.74278,9.43837,18.205,8.16029,9.5346,9.25984,10.5663,6.36344,12.6083,5.63733,12.822,6.87497,5.30465,6.69788,4.18014,8.53194,6.69538,9.12847,9.66697,10.8759,6.84937,8.12694,17.2052,7.48976,9.98584,9.60109,6.34979,9.87285,3.45342,6.34447,11.9015,11.7967,8.10287,9.42524,12.2886,10.8206,8.8981,17.1034,5.65732,6.56056,10.4518,10.2287,12.2574,6.919,17.6306,6.47429,12.6637,11.9271,8.51136,9.88385,8.73128,11.594,8.78273,3.49737,8.45553,9.98374,10.7378,13.6811,8.1502,14.6697,7.99089,6.05903,6.31393,6.13312,11.1272,5.95919,14.2773,7.22328,6.29413,8.36343,5.68482,7.43841,13.6903,8.04124,6.11863,8.08296,12.1121,12.6795,17.2803,7.19908,12.7479,8.17384,6.75054,17.0772,12.2943,8.04887,7.84496,12.9918,10.8176,4.60061,8.56226,12.4055,9.68791,13.7609,8.68266,6.08079,9.16503,9.76913,6.44501,11.3741,7.20007,9.72406,5.42956,6.81301,7.31462,12.7464,8.05085,23.1547,3.62646,20.6766,28.2812,7.76747,11.1396,25.1534,21.7498,9.41741,19.0274,10.8987,4.18408,15.0783,5.20129,15.7796,2.96566,14.2374,11.0941,9.56448,9.40984,7.3743,12.7459,15.6045,17.6356,15.6936,12.3019,12.563,10.6688,15.0052,13.5801,15.5611,20.5744,25.8065,16.3359,13.0106,14.9513,13.0422,9.32618,6.83071,9.74085
"371",16.5885,28.1968,29.5157,40.1109,28.5684,20.101,18.8304,16.9834,29.5782,27.0899,16.9577,24.6736,20.0639,7.97895,6.4799,8.72704,12.7981,16.0404,23.0796,19.9366,20.1869,10.415,31.6532,8.63339,17.4508,24.3915,34.0492,27.8861,11.5143,16.1869,10.3021,21.8632,21.2319,10.4713,35.4544,36.1157,20.3242,25.831,25.5453,26.1972,11.7025,22.793,8.97308,21.0456,12.1635,10.0059,12.323,6.56719,11.2122,22.5668,11.7683,21.9257,14.6365,16.3328,27.3072,23.8094,23.1483,24.4919,11.888,7.27348,23.7893,7.91145,19.1463,17.2508,21.8532,20.6615,18.8957,55.3274,31.4333,14.2383,47.8347,12.0547,24.9916,34.3863,19.2659,22.5983,15.2137,28.4255,16.5212,26.7735,27.6066,16.2634,24.8533,27.1439,34.286,31.9625,5.28102,14.569,33.6754,26.4466,37.3026,39.0229,31.8627,15.321,24.3761,15.7471,12.6326,29.1219,11.3164,32.9589,20.6328,32.3904,28.5539,10.8402,13.7187,31.2805,17.515,12.3262,14.2647,23.6119,13.0206,23.0716,15.8158,30.3604,19.4727,18.7553,31.9591,40.581,17.1275,24.7668,35.239,21.8563,7.84882,12.8337,27.0895,23.7215,28.9329,43.8203,15.4112,15.3698,18.1705,10.6276,32.4667,18.6136,28.5919,15.2325,18.986,13.5243,20.0091,18.0209,36.4636,7.57121,38.352,43.3794,25.7099,27.3015,26.8393,31.6554,31.2876,34.5199,15.3521,8.45819,18.2557,8.61646,24.2596,4.67268,17.9065,18.4151,19.1624,17.0224,9.69465,23.689,32.054,34.9629,28.5951,24.9765,22.1356,24.1809,37.8544,31.194,33.9042,22.4965,43.1624,32.8826,25.5836,25.7173,24.5868,19.5954,14.7324,23.1645
"372",0,0,0,0.029427,0.007568,0.014942,0,0,0.040698,0.045129,0,0.005982,0.01423,0.005498,0.031993,0.077722,0.062918,0.005562,0.032509,0.096253,0.046203,0.037918,0.037319,0.043963,0.063533,0.029512,0.084564,0.0225,0.052833,0.015256,0.050462,0.039265,0.040565,0,0.034112,0.080354,0.032872,0.126327,0.026626,0.049226,0.042331,0.074937,0.039831,0.042844,0.009945,0.026835,0.088092,0.049285,0,0.032495,0,0,0.009647,0.004666,0,0.019592,0.048762,0,0.033092,0.042468,0.120586,0.019411,0,0.025485,0.096245,0.014624,0.064121,0.014471,0.062363,0.027166,0.046588,0,0,0.013249,0,0.035234,0.059549,0.068432,0.030509,0.021454,0.093029,0.017837,0.046588,0.03094,0.016958,0.022365,0,0.042356,0.016016,0.039674,0.049456,0.051056,0.014206,0.015864,0,0.038073,0.012697,0.034727,0,0,0.035081,0.050823,0.03256,0.027435,0.017464,0.015225,0.030916,0,0.069515,0,0.059443,0.009119,0.020417,0.058172,0,0,0.03403,0.01913,0.020994,0.017702,0.032526,0.047331,0.026581,0,0.010636,0.020681,0.01601,0,0,0.046965,0.063693,0,0,0.019566,0.026574,0.036924,0.064105,0,0.02363,0.010346,0,0,0.092726,0,0.065618,0.012389,0.092907,0.07661,0,0,0.015861,0.016693,0.068948,0.055873,0.055297,0,0.019278,0.11299,0,0.060717,0.03835,0.006781,0.025823,0.099444,0.132012,0.046122,0.138722,0.067489,0.126561,0.070168,0.081844,0.027415,0.076429,0.069392,0.0151,0.086729,0,0,0.016705,0
"373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040783,0,0,0,0,0,0,0,0.019779,0,0.050423,0,0,0,0,0.05805,0,0,0,0,0,0,0,0.029671,0,0,0,0,0,0,0,0,0,0.035078,0.031277,0,0,0,0,0,0,0,0,0,0,0.040673,0,0,0.029128,0,0.053421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039224,0.043045,0,0.033345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340683,0,0,0,0,0,0,0.047531,0,0,0,0,0,0,0,0,0,0.080783,0,0.037793,0,0,0.025741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041297,0,0
"374",28.536,77.2357,71.5614,70.0316,32.721,36.1849,27.1062,49.5332,47.788,46.3795,42.353,64.7421,33.5491,18.9061,18.2856,26.0783,19.7335,37.1345,50.6303,44.1484,62.0366,20.3123,67.8558,18.5766,34.53,51.7305,96.0636,76.6261,31.0409,25.8002,19.1593,38.64,31.1697,14.7802,39.5209,61.8576,40.8345,22.677,48.8182,65.2095,18.4945,29.0167,19.7409,33.9318,26.4953,17.5373,22.6543,11.5862,22.4718,24.4492,21.6429,46.3831,25.3879,30.561,48.6217,72.7579,43.1343,56.6883,24.7901,20.1304,43.2637,10.3003,22.7781,47.1585,61.6666,34.1169,60.1276,93.8491,47.7215,39.0519,106.277,22.3995,53.1915,83.7246,54.4684,54.5631,27.0352,77.0213,35.0199,83.3284,73.3527,48.7286,63.0798,58.3794,100.465,58.5761,10.6545,34.2832,62.9802,49.5065,95.3254,55.691,53.8907,32.8546,40.9774,30.6624,27.7495,77.2581,20.3993,69.3344,31.6348,50.9063,59.656,18.4382,28.9457,62.8504,36.8018,26.2714,24.7377,45.7522,26.0356,125.234,31.5856,54.4461,40.4909,30.111,64.9999,94.1021,43.4171,51.9635,114.385,38.5065,12.236,25.9209,54.0261,36.1925,78.3521,54.356,16.0634,30.2963,46.1637,19.5107,53.5901,20.7129,50.0368,25.5734,56.6531,34.4476,64.0835,35.1298,131.774,10.3888,94.2345,151.585,56.346,56.0771,105.665,103.21,44.3956,74.2586,43.9009,11.0356,57.3069,11.9776,66.8788,6.82899,60.63,47.5894,42.4871,28.6883,20.7827,66.5261,136.265,100.034,68.9532,72.9887,74.8455,68.6409,48.6995,80.3315,92.4195,53.9598,97.6526,87.575,76.1022,68.4038,57.3538,58.7277,24.3467,30.6291
"375",9.43369,31.6271,20.0411,13.4,8.14398,22.336,3.7471,27.346,13.3719,9.3316,11.7485,11.8307,3.55906,4.64539,1.67375,2.62955,2.59991,16.9549,8.74302,8.39177,24.7626,2.93487,32.5882,4.91964,21.2727,19.6719,36.0998,13.8858,32.4158,5.80738,2.27762,6.66423,9.14694,3.66594,15.3679,13.2683,6.67662,3.08007,20.8177,22.0973,3.32123,5.3832,4.88812,4.54837,6.31581,3.47681,3.04557,2.32559,3.58427,2.68366,4.20296,4.86627,2.79052,4.53007,23.3756,24.6911,19.6122,17.2277,4.47157,5.16952,11.2332,3.28913,6.95824,4.70083,10.0374,14.2898,5.24606,98.0144,20.9361,8.57547,34.3563,2.54894,62.6948,12.2319,15.3789,11.3259,7.71887,11.7485,4.73416,16.1617,44.3879,12.8612,7.19162,19.6861,55.3801,25.7947,6.83258,6.92815,8.3858,18.3581,23.8718,18.0115,19.3791,10.1454,25.5941,8.26065,10.6825,14.9229,4.58288,15.2534,14.0123,17.1226,18.2425,5.68476,9.79999,14.2861,10.3581,6.20146,3.85386,9.59476,3.74976,35.7073,4.33098,6.53573,11.7386,5.72924,29.0402,37.759,7.12814,28.0486,11.9447,3.75863,2.15901,9.706,19.5509,17.468,45.0038,18.2282,2.68527,1.70589,9.12331,3.74599,11.6586,4.85337,20.5882,8.43258,13.645,5.66538,7.54519,7.14721,85.8298,3.96234,18.6561,24.1748,81.164,19.7068,31.515,31.9898,32.2939,7.23388,6.76533,2.39102,15.7032,2.79279,21.3932,5.18049,6.96462,12.0354,13.434,4.32302,5.61786,31.0774,35.4698,27.5272,12.6028,43.3586,36.2806,28.9507,31.406,24.8041,45.7662,10.2195,25.3447,20.9558,25.6796,31.3121,10.2183,9.55653,3.99104,6.4526
"376",10.0066,50.7384,32.3556,30.8552,24.7945,31.7623,10.4391,27.3337,25.5846,26.2027,11.4265,24.7458,6.58388,4.32405,2.76923,4.35064,5.7685,23.2051,17.8771,15.5773,15.5689,7.63189,47.8536,6.87631,16.7282,31.571,38.537,25.4535,16.0042,8.77174,5.17073,13.7304,11.2273,6.71627,25.0886,25.9143,11.5005,8.8174,25.8224,42.3772,9.67334,4.98445,6.48234,12.3289,9.06529,3.94393,4.61708,3.44426,5.07456,6.12617,6.97942,12.4516,5.15988,11.9683,29.4944,30.1395,22.1099,26.75,6.08315,5.91858,22.1223,4.1116,12.3165,7.63911,17.4928,18.9852,14.8224,49.1169,38.0224,11.6539,28.1195,4.18234,48.931,37.1603,21.2333,18.0367,16.5124,16.4278,7.65862,25.9538,32.1677,18.8659,25.2521,34.6275,73.5605,42.0238,4.64997,6.97146,20.1035,32.2223,43.2351,41.2284,19.9101,10.9245,26.8775,9.65608,7.60752,26.8631,4.09649,25.6026,14.9534,41.1209,31.4119,11.0485,16.748,19.4335,19.6857,6.30673,7.72836,11.5868,5.50467,36.7035,7.06435,20.5265,22.4836,11.5618,42.7131,37.3602,11.7225,20.4995,35.1835,8.81697,2.28697,8.87252,20.1907,22.029,29.568,55.8014,5.77637,4.50736,15.3052,4.7477,15.957,6.60288,22.931,11.1636,22.5771,17.2505,11.6843,8.56182,44.8358,4.84468,29.0283,35.5485,42.1647,30.9793,31.7815,29.1792,16.2767,12.9938,10.2814,4.14711,13.2394,2.41972,37.6407,4.18233,11.8306,16.7404,16.6451,6.4146,3.74066,27.286,43.2577,34.455,21.1957,37.949,37.6565,24.9018,38.5054,31.6648,56.9305,16.944,35.4847,33.338,33.7171,38.404,19.1649,18.6167,7.03615,9.90933
"377",35.5758,70.5804,79.7057,102.414,42.9478,48.5554,36.921,50.0627,51.8343,55.1887,51.5788,64.5542,46.165,18.2106,14.1319,23.0976,21.3759,37.556,59.9622,45.6304,44.6825,22.0457,95.6148,16.0452,43.6198,61.2402,104.536,78.9629,35.2943,26.2526,21.1156,57.3181,45.5234,22.1116,81.8746,98.3982,49.897,47.1695,59.1665,61.7952,22.2772,65.2262,17.6248,42.1964,23.1987,23.2603,31.7253,11.9426,22.1528,44.6333,24.3831,48.8049,31.9503,31.2693,57.8538,61.4053,46.5117,78.043,24.715,17.1457,61.5835,17.7091,41.8421,33.5322,65.0838,40.3226,45.7873,176.761,69.4137,31.8226,90.6468,20.7103,50.2236,93.5137,51.3769,52.7257,34.6219,77.4508,44.2376,84.3692,66.7409,41.1341,64.3169,94.5548,80.3838,85.1566,12.7364,27.3039,70.1195,67.8839,130.79,90.9053,102.298,33.7112,50.1413,33.2084,33.3831,70.4646,25.6138,101.649,43.1581,50.7839,61.1372,23.4122,25.4507,84.7892,47.7618,22.307,30.6919,83.5083,28.5043,92.9175,35.639,76.1049,44.0832,42.6744,142.082,113.462,33.2261,64.5998,103.566,51.869,18.4311,22.7857,71.7311,53.5734,113.896,73.4736,29.263,40.638,45.5742,25.4923,73.7739,31.19,67.6075,32.6625,53.7931,43.8221,51.774,40.9193,158.381,15.8476,125.697,113.938,59.4023,58.9081,71.291,80.4228,117.851,87.7553,35.9951,17.8341,48.5503,19.4475,76.1959,9.92735,40.8323,39.1319,50.2912,35.0051,20.42,51.0966,111.296,94.3419,61.7729,67.9431,66.544,72.3852,64.62,70.1294,118.489,38.7967,109.987,108.33,70.2479,66.4662,59.0761,46.8409,40.8174,41.9203
"378",33.526,43.9041,44.8523,59.7211,27.9856,31.5812,35.3057,28.4381,40.1661,40.9236,31.4998,35.2442,33.3736,15.1694,12.2307,22.0996,20.5989,22.4482,42.886,28.2286,45.1804,17.9693,60.2189,14.4172,26.6753,35.624,60.5217,41.1552,18.9341,21.9927,16.845,43.8006,45.414,21.4773,49.6627,60.3003,35.5666,54.6595,33.6709,41.6507,18.238,56.7363,16.6122,36.6482,19.4822,21.5011,23.3427,12.3821,19.8719,40.4628,20.9948,38.7547,24.6732,25.5237,39.0635,36.5919,34.3367,47.0736,22.054,13.6457,37.0088,14.2809,34.6659,23.83,38.0987,23.8437,26.2584,85.223,44.4469,21.1251,74.8509,19.2797,28.7952,45.0709,36.7878,36.0867,25.9455,64.0311,37.1115,42.4146,39.6786,30.2888,41.3686,48.7337,43.1413,50.3819,7.57904,19.6519,46.0438,44.9091,65.5819,58.7444,74.9828,30.1204,30.2206,21.6921,14.3607,47.6251,17.7886,48.2777,28.6829,39.5207,38.3735,14.4241,16.6685,43.6507,35.2392,17.9627,23.7358,60.1163,24.6875,42.6729,24.0184,55.6554,27.108,31.1602,47.6937,61.9748,27.0237,30.4122,49.6667,33.3107,15.0236,22.3098,43.8037,38.0215,56.0223,50.7286,26.955,37.4107,33.2078,22.5257,56.7061,21.0315,39.502,25.112,28.2494,23.3661,38.9522,24.9195,68.6002,12.9039,68.4628,61.6822,39.5055,47.937,46.8417,48.0043,81.0146,56.5576,29.9082,14.2454,32.8643,18.5777,38.638,6.74478,31.1559,30.2704,31.5651,32.5733,19.0759,40.4133,60.7014,53.5443,50.8902,51.8964,38.0026,43.79,49.2081,41.8045,53.1351,33.6014,66.7904,54.9085,45.0939,41.5051,49.606,27.9968,35.8675,38.6788
"379",0,0,1.31219,0,0.458299,0.32317,0.780601,0.661925,0,0.422968,2.8543,0.439894,0.461665,0,21.7624,28.1067,0.030241,0.1203,0,2.801,0,2.70636,0,4.78594,3.2292,0,4.91219,5.15834,4.34228,0.725922,0,16.4331,2.19341,0,0,0,0,0,12.4777,2.28145,4.79147,2.07999,2.84289,3.07651,0,0,5.49527,0.639577,0,0,28.804,0,0,0,0,0,1.00191,1.11599,0.10736,2.2963,0.417297,1.34349,0.77094,0.05512,0,1.32849,3.69826,0.219088,6.17084,0,0,0,0,0,0,17.8704,5.53818,19.0191,1.08876,3.80502,0,2.3533,4.29922,0.434968,3.19092,9.19062,1.33777,6.84029,0.900644,7.25083,1.99672,6.84643,521.055,0,0,0,0,0,0.053982,23.1597,0.880153,0,0,1.06807,10.2743,0,0.829141,0,1.5035,1.53959,0,0,0,0,0,0,0,3.31003,1.18056,1.37836,1.02006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20528,0.050558,0,0,0,0,0,0,0,0.0546,0.056758,0,0,0,0,0,1.54835,0,3.63858,0,3.31588,5.7588,0.175987,3.16493,0,0,20.9488,0,0,19.0929,10.067,7.98188,1.22544,3.9122,0,27.4672,18.1017,6.23176,0,0,0
"380",194.176,371.473,309.931,383.828,412.986,291.896,201.748,246.797,347.57,287.542,125.781,359.614,94.4564,32.9533,76.91,50.2341,52.0008,218.282,237.581,222.628,220.141,161.827,370.251,73.0498,145.615,330.062,299.048,234.088,178.931,97.5057,131.052,243.124,176.526,91.4635,361.361,310.572,125.427,114.645,359.127,434.423,179.13,43.6461,68.0279,237.89,101.742,55.4332,75.8367,59.5537,60.9876,124.379,115.346,153.018,84.6382,180.287,310.536,217.911,210.317,332.331,77.4142,75.2213,373.285,70.5704,265.025,81.8624,170.532,293.406,155.07,392.584,367.073,154.535,160.518,75.7146,333.558,360.758,172.482,201.766,246.329,185.004,122.901,331.072,273.558,280.935,351.905,308.107,536.636,385.353,116.388,114.733,343.438,326.766,380.174,467.584,205.111,126.143,192.89,158.821,107.423,294.049,87.1057,308.702,210.532,440.892,348.803,195.613,235.921,272.201,322.795,71.8302,84.6112,225.093,66.0959,403.058,166.005,212.946,324.796,205.342,246.625,265.497,124.037,198.871,354.173,149.355,37.0157,92.9404,201.202,242.806,258.145,594.391,115.533,27.1925,295.135,62.715,219.463,174.759,272.998,175.478,322.211,34.9384,60.3893,190.812,283.04,69.5547,565.059,445.561,307.125,336.034,301.57,238.189,231.044,170.564,91.7159,88.0816,280.971,46.196,353.73,78.879,99.4924,170.562,145.895,82.0131,69.4434,142.825,368.583,247.115,118.583,285.975,306.732,191.524,267.156,328.314,338.366,95.3104,206.852,311.132,253.846,267.788,242.16,245.986,77.0387,89.0945
"381",0,0,0,0,0,0,0,0,0,0,0,0,0.008161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013856,0,0,0,0,0,0,0,0.029344,0,0,0,0.02036,0,0,0,0,0,0,0,0.010636,0,0.006016,0,0,0,0,0,0,0,0,0.005583,0,0,0,0,0,0,0,0,0,0.016598,0,0,0,0.040736,0,0.030393,0,0,0,0,0,0.012304,0,0,0,0,0,0,0,0.016194,0,0,0.009454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006776,0,0,0,0.026588,0,0,0,0,0,0,0.015049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025803,0,0,0,0,0,0,0.00866,0.012434,0,0.011551,0.00958,0
