"","GTEX.1117F.2426.SM.5EGGH","GTEX.113JC.2226.SM.5EGJG","GTEX.11DXX.1526.SM.5H115","GTEX.11EM3.1926.SM.5987U","GTEX.11EMC.1826.SM.5A5JT","GTEX.11GSP.2426.SM.5N9BD","GTEX.11I78.2126.SM.5A5K8","GTEX.11P81.1626.SM.5BC52","GTEX.11ZTS.2326.SM.5EQMY","GTEX.11ZTT.1726.SM.5EQL4","GTEX.12WSD.2826.SM.59HKT","GTEX.12WSG.2126.SM.5EGJ7","GTEX.12WSK.2026.SM.5CVNB","GTEX.12ZZX.2126.SM.5LZVL","GTEX.1313W.2826.SM.5P9G1","GTEX.131XG.2026.SM.5GCN5","GTEX.131YS.2326.SM.5IJFJ","GTEX.132AR.1526.SM.5KM1L","GTEX.1399S.2226.SM.5IFEW","GTEX.1399U.1326.SM.5IJET","GTEX.139D8.2526.SM.5N9G3","GTEX.13D11.1226.SM.5IFGA","GTEX.13FTX.1026.SM.5J2O5","GTEX.13N11.1126.SM.5KM41","GTEX.13OVI.1026.SM.5L3EM","GTEX.13OVJ.2326.SM.5IJGA","GTEX.13PL7.2026.SM.5IFGK","GTEX.13QBU.1626.SM.5LU4S","GTEX.13S7M.1726.SM.5RQK3","GTEX.13U4I.1926.SM.5LU39","GTEX.13VXT.1626.SM.5IJES","GTEX.145LS.2426.SM.5TDCZ","GTEX.145ME.1326.SM.5O98Q","GTEX.14AS3.1826.SM.5TDD8","GTEX.14BIM.2226.SM.5MR5Z","GTEX.14BIN.1526.SM.5P9FL","GTEX.14BMU.1826.SM.5RQII","GTEX.14JG6.0826.SM.6AJB9","GTEX.14PHW.2426.SM.69LPU","GTEX.14PJ6.1526.SM.6AJ9M","GTEX.14PJM.2826.SM.69LPV","GTEX.14PKU.1426.SM.HAV11","GTEX.14PKV.1426.SM.5YYB9","GTEX.14PN3.1726.SM.GRR3A","GTEX.15DCD.2226.SM.HL9TD","GTEX.15DZA.1326.SM.68722","GTEX.15ER7.2426.SM.793B9","GTEX.15ETS.1526.SM.6LPKM","GTEX.15FZZ.1026.SM.6AJBI","GTEX.15SHU.2826.SM.H7OGU","GTEX.16A39.0726.SM.7KUEB","GTEX.16MT8.2326.SM.HL9UH","GTEX.16NGA.0626.SM.72D72","GTEX.16NPV.2226.SM.H7OF9","GTEX.1A32A.2826.SM.72D5S","GTEX.1A8FM.2326.SM.7MKGC","GTEX.1AMEY.0626.SM.72D6B","GTEX.1B932.2726.SM.731ER","GTEX.1B97J.0226.SM.79392","GTEX.1C475.0626.SM.73KV9","GTEX.1CAMS.2026.SM.79395","GTEX.1CB4H.2726.SM.7EWFF","GTEX.1GF9U.1826.SM.7P8T7","GTEX.1GMR8.2426.SM.7MKH3","GTEX.1GN1U.2526.SM.7MKH4","GTEX.1GN1W.1326.SM.9JGHZ","GTEX.1GZ4H.0826.SM.9OSXK","GTEX.1GZHY.2526.SM.9OSW6","GTEX.1HBPH.2826.SM.9WYUU","GTEX.1HCU6.2426.SM.GA8Z1","GTEX.1HCUA.1226.SM.9WPP5","GTEX.1HSGN.2326.SM.A9G1D","GTEX.1I4MK.1426.SM.B2LWU","GTEX.1ICG6.1426.SM.A96T1","GTEX.1IDJI.1726.SM.C1YQE","GTEX.1IKOE.2426.SM.ARU7W","GTEX.1J1OQ.1726.SM.CL55N","GTEX.1J8QM.1526.SM.GA912","GTEX.1JN76.1626.SM.CNNQ3","GTEX.1K9T9.2526.SM.D3L9B","GTEX.1KANC.1126.SM.CY8I7","GTEX.1LGOU.1226.SM.D3L8L","GTEX.1LGRB.2226.SM.CNNQI","GTEX.1LH75.1626.SM.EWROL","GTEX.1LVAM.2026.SM.HAUZI","GTEX.1MA7W.1526.SM.DHXKS","GTEX.1MCC2.1226.SM.HL9S3","GTEX.1MCYP.1226.SM.DTX8H","GTEX.1NV5F.1726.SM.EXOIZ","GTEX.1PBJI.2326.SM.E6CP6","GTEX.1QP28.1526.SM.E76P6","GTEX.1R9JW.1326.SM.E6CQ7","GTEX.1R9PN.0526.SM.DTX86","GTEX.1RDX4.0726.SM.E8VO8","GTEX.1S5ZU.2726.SM.G8LM5","GTEX.1S82U.1226.SM.E9TKB","GTEX.N7MT.0726.SM.3TW8S","GTEX.OHPK.2026.SM.3MJH7","GTEX.OHPL.2026.SM.3TW8R","GTEX.OHPN.1926.SM.E9TI9","GTEX.P4PP.2026.SM.3P61N","GTEX.P4QT.2026.SM.3NMCJ","GTEX.P78B.2526.SM.3P5ZY","GTEX.POMQ.1226.SM.3P61F","GTEX.PWCY.1426.SM.48TCT","GTEX.PWN1.2026.SM.48TD9","GTEX.PX3G.2026.SM.48U1H","GTEX.Q734.1626.SM.48U1B","GTEX.QCQG.1326.SM.48U24","GTEX.QDT8.2426.SM.HL9U1","GTEX.R55G.1626.SM.48FF4","GTEX.RTLS.2426.SM.46MUO","GTEX.RU1J.1026.SM.46MUR","GTEX.RU72.2626.SM.CY8HD","GTEX.RWS6.1326.SM.47JXB","GTEX.S32W.1426.SM.4AD66","GTEX.S341.1026.SM.4AD71","GTEX.S4UY.1226.SM.4AD51","GTEX.S7SF.0826.SM.4AD4W","GTEX.T2IS.2226.SM.4DM65","GTEX.T5JW.1526.SM.4DM5E","GTEX.T6MO.1526.SM.4DM57","GTEX.TMMY.2226.SM.4DXTN","GTEX.TSE9.2626.SM.4DXV2","GTEX.U3ZN.0726.SM.4DXT5","GTEX.W5WG.1326.SM.4LMI9","GTEX.W5X1.2126.SM.GOQYC","GTEX.WEY5.0726.SM.4LMID","GTEX.WI4N.2426.SM.4M9QO","GTEX.WWYW.2826.SM.4MVOQ","GTEX.WXYG.1326.SM.4ONCN","GTEX.WYBS.2726.SM.GPI8I","GTEX.WYVS.1226.SM.4ONCL","GTEX.XUW1.0226.SM.4BOOS","GTEX.XUZC.0926.SM.4BOQF","GTEX.XV7Q.1526.SM.4BRWB","GTEX.XYKS.1626.SM.4BRUQ","GTEX.Y114.1826.SM.4TT87","GTEX.Y3IK.2126.SM.4YCDS","GTEX.YFC4.2826.SM.5P9FR","GTEX.YJ8O.1126.SM.5P9IS","GTEX.ZAJG.2826.SM.5HL8D","GTEX.ZAK1.2526.SM.5S2N7","GTEX.ZC5H.2126.SM.EY5XK","GTEX.ZLWG.1026.SM.4WWC4","GTEX.ZP4G.0726.SM.4WWF2","GTEX.ZPIC.1226.SM.DO91X","GTEX.ZTPG.2026.SM.5O999","GTEX.ZV6S.1526.SM.5NQ7O","GTEX.ZVT2.0426.SM.5E44S","GTEX.ZXES.0726.SM.5E451","GTEX.ZYVF.0526.SM.5E43E"
"378",90.6184,90.0688,80.0625,123.129,109.135,93.8662,126.79,113.89,90.4715,69.847,115.364,88.7365,101.068,115.622,98.5613,107.52,115.106,77.9937,127.759,99.1305,66.7377,83.9605,134.594,104.956,97.4286,65.9847,95.7975,90.7684,84.8809,145.937,151.838,102.205,94.117,105.8,85.0266,108.309,131.06,127.779,85.8239,84.1399,106.243,79.0486,126.194,91.3461,90.6592,90.9846,131.215,111.643,127.779,114.916,86.4179,77.4893,155.532,75.7803,83.911,129.896,110.327,71.0306,94.7443,122.823,84.4936,92.3473,111.171,102.431,134.147,117.842,147.399,111.6,83.5817,134.11,95.396,111.429,97.9621,103.229,115.036,100.528,81.1453,94.6473,105.564,119.592,122.348,140.453,106.34,105.162,115.119,124.383,129.603,113.992,78.3182,89.3903,108.172,129.077,108.969,106.918,53.9179,94.3716,82.5727,129.514,75.5897,89.5851,135.866,134.535,128.822,120.07,135.208,106.907,176.421,125.413,84.6253,132.612,89.8562,103.515,135.861,110.207,96.0901,120.826,96.0237,123.963,116.886,112.065,104.145,106.717,115.063,80.7581,136.016,107.658,138.258,132.058,61.4968,86.3702,104.775,71.601,138.265,106.837,103.569,86.4182,93.6818,102.343,92.0533,97.8621,119.866,66.1364,97.6402,112.033,98.138,124.692,131.134,128.292,76.0607,77.3112,123.529,87.6541
"379",82.1074,1.29807,35.2243,0.128394,65.9938,4.64972,40.5291,43.107,0.309781,0.112736,63.9937,1.47281,7.10427,0,3.90382,82.1472,9.27827,0,68.3869,9.08023,5.58553,57.7721,0,12.2813,0.134419,13.4403,61.7944,20.3013,3.60163,19.8935,8.73257,5.45788,1.38288,6.58192,21.1891,11.1334,3.67224,10.161,5.84544,24.5649,3.91343,2.087,0.093201,0,36.2016,23.9797,8.58181,14.882,8.45638,25.6446,0.105295,22.3048,1.87172,15.7185,4.89316,13.5944,2.86203,27.8227,0,2.53176,4.77764,10.7564,0,13.1156,22.5417,2.78407,40.7342,36.991,0,35.9642,3.85606,0.606848,2.60862,0,1.17849,0.271475,0.452041,489.212,15.9735,0,0.231015,0,13.3369,0,1.59961,8.78326,21.3134,0,24.199,4.40239,0.316855,3.04587,8.91355,0.942285,0,0.128145,0.969787,15.5016,0.353797,0,20.5773,9.7026,25.3536,20.2039,17.1896,36.6347,28.4289,22.5177,23.6182,22.4551,33.2143,0.86185,2.81192,0.057416,8.97456,22.9847,28.8495,30.8001,37.6207,21.2024,15.2748,15.9977,12.9205,13.7894,19.4083,40.3614,0,167.692,32.5163,59.5038,26.0611,2.46813,29.7655,8.45043,9.75385,30.0253,44.8759,35.4834,14.9482,7.54756,4.97143,4.35066,0.867577,3.06654,19.989,28.9118,19.0672,1.01163,24.7896,12.0126,97.2245,73.8112
"380",115.301,15.2098,54.5024,13.8508,33.6196,57.9808,216.533,19.7792,27.6727,31.8904,18.6345,76.1953,26.3617,47.151,74.1675,178.306,130.937,112.975,22.3325,58.5717,208.99,134.737,27.7544,2.4092,3.15285,66.4051,90.7458,167.173,55.4605,178.252,247.534,397.038,114.142,208.258,54.4271,99.848,156.91,50.7716,31.0129,59.8742,38.3338,124.466,31.9691,42.7011,239.272,153.869,21.0898,35.4919,10.7376,18.074,81.4306,93.1229,25.4041,16.4428,69.6739,149.479,105.365,168.316,25.5054,31.9363,8.86232,35.5398,2.87022,68.0421,164.329,45.2649,109.399,96.41,35.7081,294.799,6.08903,20.7871,227.902,11.3059,11.1743,6.99977,20.8296,277.888,81.6904,317.696,16.073,40.5331,26.7546,11.7445,250.591,76.1674,104.443,229.908,151.996,168.133,244.832,48.9515,76.5996,65.4525,46.4209,48.8585,50.9078,82.0898,38.0148,181.185,196.564,20.8736,90.8039,30.8186,190.175,148.257,46.1917,75.0344,158.999,35.8769,72.3923,44.0619,43.4499,136.578,310.423,229.163,1.91726,12.1555,16.6671,150.614,103.997,21.0248,45.7065,223.691,82.7073,105.852,10.1062,9.07817,22.1544,47.4824,7.29356,30.0165,13.2111,151.819,9.10596,155.722,110.435,51.8949,130.978,122.502,63.297,26.5646,213.648,82.8432,39.0581,23.0265,13.9974,7.09602,13.0415,16.168,41.9023,55.4944
"381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029114,0,0.026764,0,0,0,0,0,0,0,0,0,0,0.01556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017128,0.013959,0,0,0.020037,0,0,0,0,0,0,0,0,0,0,0,0,0.031581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019562,0,0.013485,0,0,0,0,0,0,0,0,0.110521,0,0.041667,0.102415,0,0.024252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015674,0,0,0,0,0.012129,0,0,0,0,0,0.043681,0,0.059608,0,0.03048,0,0
"382",6.92885,0,0.156825,0,16.3884,0,0,0,0,0.188973,8.33158,0,0,10.2318,0.152181,0,0,0,7.10641,0,4.02509,4.44133,2.6353,5.43795,5.63299,5.41939,0,0,0.274419,0.196734,5.28854,4.42681,10.3258,5.38191,0,0,0,0,0,5.76874,9.5875,0,5.62419,0,8.17219,0,0,0,0,0,0,0,5.98969,0,0,13.3778,7.15259,0,6.87747,3.25061,9.36844,0,0,16.1994,10.5799,0.368431,5.78987,0,6.60972,0,11.1909,8.81595,0,4.34653,6.42015,10.0113,0,0.089833,0.24122,9.16672,13.3597,5.95327,6.02584,0,7.97864,0,7.02537,5.02181,0,0,7.61281,0,7.72475,0,0,4.72567,0,14.3363,0,7.66066,6.85969,6.06738,13.7093,9.6318,5.93594,5.31978,0,4.37049,6.79291,0,0,0,5.7609,12.5117,0,0,10.3197,0,0,3.71105,0,0,0,7.24776,0.282896,0,22.5613,0,0,6.07571,10.8399,7.91464,4.54569,0.244224,0,5.31786,15.5373,6.6263,6.18687,0.153352,0,13.6506,7.13915,0,5.4663,0,0,0,6.03836,0,0.17164,0.216115
"383",17.803,322.768,99.7564,653.866,67.5182,304.029,115.49,164.427,132.041,81.203,88.5588,131.667,873.479,501.199,204.782,161.821,51.8917,195.431,66.7733,32.2515,103.962,51.8818,228.773,70.0369,106.06,88.5524,67.1829,183.908,54.0527,204.944,848.952,242.819,467.544,365.395,61.2014,180.677,245.008,271.387,22.6233,206.633,116.78,207.514,684.677,77.9431,650.239,283.493,316.309,237.948,205.956,134.276,1348.33,105.165,450.939,68.6428,106.961,81.3325,582.455,38.1738,324.28,433.026,116.627,116.227,299.241,107.36,408.279,210.169,191.437,448.359,1027.08,224.537,131.721,264.165,319.362,93.2333,93.9442,231.031,122.759,119.943,371.606,110.442,437.988,291.511,15.2859,85.3178,244.307,527.327,348.542,1612.35,172.63,1797.42,119.566,498.132,816.352,135.028,140.866,360.778,50.27,45.2487,47.8706,44.018,243.126,282.808,287.664,386.875,1167.44,512.845,589.412,188.129,122.698,120.326,153.826,52.5094,158.254,112.804,238.877,137.292,372.858,251.701,248.551,371.686,453.232,161.377,240.461,131.096,396.67,201.628,51.9104,534.311,136.666,55.0317,392.686,253.037,245.925,183.473,982.463,300.634,217.816,222.707,114.416,625.069,978.85,93.4677,164.272,375.659,150.293,269.89,128.682,87.0125,19.6558,28.9447,154.936,300.128
"384",16.0287,16.6106,14.953,23.7813,14.1541,19.7434,17.9721,13.0492,17.9337,21.3015,25.2835,15.437,19.1932,18.9661,30.7205,18.7833,17.8281,15.6884,31.4168,20.418,18.4179,14.9288,25.4202,29.4961,18.0489,8.40811,23.4855,19.2018,14.9015,16.3459,25.9494,17.5346,20.5418,18.9184,21.3652,18.6942,28.866,25.1174,15.1896,12.3558,11.9805,23.0933,22.2626,13.3355,25.7819,14.7813,29.4733,22.5793,15.3528,19.7871,21.8425,14.7884,21.4026,16.7437,6.68822,13.2679,22.0435,14.2382,29.2896,26.6319,23.0205,25.0342,16.7581,15.4082,19.4747,19.9019,20.6715,13.5051,20.9951,11.222,19.8494,21.1093,11.4635,20.2419,18.8915,20.3696,15.3824,14.141,18.0093,12.9442,22.7877,17.0046,18.5032,17.0353,11.5858,25.5103,32.2946,19.23,19.85,17.8874,19.0263,27.072,19.7484,16.8343,32.4817,13.1795,23.2035,12.109,14.5624,23.022,14.5037,26.2271,19.6194,24.1163,15.6787,18.648,20.244,21.2647,15.2255,16.3441,20.1166,15.6396,18.9428,13.8744,12.9183,19.8752,35.3811,19.9654,29.7814,21.137,22.8644,25.7976,22.1868,20.1889,15.9243,22.8515,21.1467,28.1624,20.3963,8.67715,32.9262,17.3895,26.8904,21.0663,22.1142,14.809,12.5855,16.5294,21.4112,23.3558,28.2766,16.3157,24.673,14.8284,14.1759,23.1922,20.8841,17.6083,13.2404,14.8057,20.7373,11.8889
"385",253.294,193.707,66.8982,116.362,68.753,325.822,191.707,127.938,164.732,118.865,105.979,175.527,191.539,267.101,145.09,41.3233,127.263,55.8952,176.291,75.6925,153.727,94.5222,127.039,28.7824,130.379,43.6273,56.4833,204.778,57.3164,193.867,183.754,153.91,216.884,96.6908,124.829,116.497,181.871,157.694,75.7478,109.823,197.309,44.1101,125.418,44.3153,133.459,144.552,137.174,104.525,182.409,159.354,490.342,186.448,171.834,48.1453,126.821,233.399,71.6672,80.4813,66.1115,167.7,75.1804,108.299,66.934,22.1738,197.604,64.0082,150.512,235.127,461.597,98.043,80.7233,96.8465,107.918,81.8679,103.944,88.5286,89.7882,85.1557,117.572,190.082,104.963,167.186,70.6086,176.383,135.774,272.48,236.737,229.057,48.5671,140.485,143.125,386.971,42.2623,451.962,85.5439,207.871,127.912,190.161,43.8815,125.735,559.694,68.4506,153.348,162.212,156.608,124.681,131.524,124.19,82.253,130.591,43.6801,52.4985,173.181,62.9076,137.309,81.0129,79.3214,133.22,190.904,194.489,240.443,151.793,80.8055,55.0977,167.747,93.6963,91.7091,163.04,50.7952,62.9774,51.9794,101.104,142.53,49.8307,121.085,130.832,87.4134,66.844,90.5697,261.569,241.033,128.212,63.4381,130.945,94.638,181.961,52.2247,132.462,57.3017,69.4226,83.1056,111.004
"386",247.806,138.457,101.197,53.4641,54.8823,234.936,41.2327,97.3764,73.6014,44.1385,78.7329,119.994,21.077,66.935,70.7779,113.765,104.951,95.8204,51.0032,101.072,26.4753,63.5863,42.2275,112.253,68.5567,189.292,43.5957,83.4247,71.7592,87.3686,84.0395,112.515,54.4645,71.7939,148.069,89.2619,35.912,84.8423,40.8977,69.3139,184.283,91.1108,77.7294,64.2794,117.879,56.2274,72.0574,69.6322,104.822,54.8374,99.8312,89.3482,55.8929,52.0999,243.272,136.681,101.054,132.002,59.4845,84.2586,81.9099,185.129,100.862,42.1787,224.236,73.3445,57.2322,36.3325,43.5431,244.737,53.1688,57.2412,82.4837,273.827,105.994,55.7339,195.358,57.1045,41.5403,200.888,48.4677,29.971,22.4154,127.366,42.349,63.0923,23.621,51.449,119.609,60.836,48.7987,39.8354,89.1706,118.625,35.1939,58.1895,133.378,81.2513,170.731,403.614,64.2859,44.3221,67.564,139.926,52.996,81.9512,111.141,78.4348,57.3405,156.614,34.5848,83.5413,52.1845,111.134,45.0752,120.251,63.9618,34.4124,121.658,73.2149,93.4291,91.4215,67.7824,132.607,77.9356,84.4596,96.8521,58.6945,230.864,107.396,52.4615,257.147,84.3773,76.8466,158.453,93.9978,121.318,56.413,94.4394,74.4668,56.736,315.662,81.7599,321.457,114.77,53.1181,144.408,141.789,124.4,76.3096,38.2579,142.359
"387",5.98149,10.4583,6.53639,2.90451,10.229,9.58834,4.86384,3.84459,11.283,8.20778,7.18092,10.8201,4.21251,2.71222,5.18246,5.04125,10.3748,4.79805,4.40861,3.69126,5.1206,11.5848,3.31301,2.28941,4.59021,4.06703,6.61677,3.58845,3.22206,7.87307,2.89799,12.8182,6.03289,24.433,6.18169,4.86033,4.81934,5.48803,2.73549,12.3713,6.17851,1.97634,2.78803,7.29229,3.41614,9.77941,12.1069,2.95197,4.00711,3.89,18.3621,13.2269,3.34891,3.38942,13.6465,3.08653,3.2153,5.39291,4.22428,3.0834,2.86977,4.02812,2.34108,3.36081,7.55328,2.86669,4.59963,7.19639,26.2862,4.87594,3.25828,5.3215,8.30975,9.18702,2.10227,5.55056,2.80374,12.3252,4.80693,3.14594,9.26096,4.54526,2.11973,2.0696,6.01753,4.73116,3.59495,3.03127,2.08185,4.45574,2.26092,2.34447,2.49142,5.85551,2.13899,7.20452,7.05774,15.6569,2.29564,5.14159,4.05647,2.47162,4.97464,4.01507,9.57974,2.47768,6.50407,2.68565,5.97292,3.1278,3.88664,4.60103,7.41698,2.13627,2.49007,4.62709,5.10246,3.8999,4.00389,9.52112,4.50403,6.22863,3.17674,2.78561,2.95105,3.32565,3.11531,5.39885,1.67344,3.20331,3.8284,6.96292,6.48045,4.98675,2.58185,6.61882,13.7916,10.2695,5.1443,12.769,7.30162,2.025,8.37987,3.68161,18.2261,10.3631,1.5601,4.23504,2.34149,3.42971,3.56891,2.40606
"388",0.767698,0.182318,0.248474,0.183612,0.114136,0.07402,0.151462,0.087483,0.126574,0.08061,0.228472,0.324034,0.169503,0.271787,0.129831,4.17069,0.280401,1.37373,0.278392,0.259086,0.106645,0.258881,0.187356,0.449732,0.192229,0.245329,0.134302,0.154652,0.050168,0.119887,0.230197,1.09704,0.141258,0.245975,0.076392,0.153439,0.263237,0.263355,0.203268,0.193952,0.123,0.098392,0.076162,0.166092,0.095362,0.081378,0.103131,0.195665,0.111859,0.184754,0.462492,0.083611,0.173811,0.308771,0.238723,0.276347,0.074417,0.132805,0.109331,0.132058,0.294658,0.075776,0.721832,0.256408,0.337713,0.232,0.231162,0.264389,0.075523,0.258898,0.211642,0.475243,0.066616,0.46004,0.140443,0.027731,0.138525,0.197074,0.161696,0.333016,0.10619,0.259131,0.190947,0.041005,0.071735,3.50208,0.428116,0.164781,0.492034,0.096857,0.16183,0.101593,0.148653,0.168442,0.037655,0.157078,0.074296,0.446745,0.325257,0.162376,0.386471,0.164328,0.477385,0.236673,0.120576,0.042284,0.280526,0.108954,0.181103,0.189958,0.265874,0.220091,0.143616,0.08211,0.183347,0.231135,0.131624,0.144467,0.284073,0.156563,0.112117,0.466896,0.178956,0.334235,0.275828,0.21628,0.050453,0.329777,0.1497,0.20055,0.158536,0.098654,0.092336,0.193475,0.326074,0.081016,1.61652,0.307655,0.10368,0.224282,0.126955,0.205113,0.064452,0.30628,0.197398,0.176692,0.884451,0.080373,0.048417,0.082195,0.188271,0.092188
"389",11.9216,8.07875,2.68223,4.31562,3.11301,6.1217,3.91786,3.15576,8.65851,2.90784,7.50458,4.23568,4.45537,4.95131,7.00062,5.49875,5.24001,2.47222,3.16604,3.76575,2.95562,2.86784,4.16813,5.71663,4.02284,2.16677,2.50289,4.49021,4.47278,5.42166,4.8912,8.40203,6.5305,31.9285,4.99604,5.74939,6.02167,4.14346,4.47102,3.08227,5.45151,4.52077,4.97547,1.99502,16.9016,10.4963,5.00353,6.75362,5.18329,4.24956,5.98068,4.08274,7.66148,3.3279,2.58606,13.5792,12.3278,3.85591,3.23849,10.0697,8.13391,6.45027,4.00105,3.3388,10.9668,23.9348,4.60288,11.9313,8.61594,2.81983,3.22761,6.42651,5.18708,3.53241,3.83937,4.34288,3.66448,4.81643,5.25085,3.96018,4.36,4.60541,2.41662,4.61791,6.12214,6.42177,6.02669,13.5452,6.27712,17.3844,3.57856,5.62007,4.04357,6.94422,2.05407,4.34182,7.01616,63.0728,2.13567,7.42885,6.56462,5.21392,8.31633,7.03822,8.32775,5.79125,9.15954,3.86637,3.34613,3.41782,4.38351,3.49846,3.0747,8.63812,7.04816,3.54272,4.54219,3.61546,7.58138,16.1778,6.78994,4.73029,2.46673,4.33753,24.6928,4.12689,5.69305,5.36772,3.93485,2.30741,3.94044,5.96015,4.83956,2.94619,5.67402,6.80214,2.67181,4.3394,5.23276,9.45536,7.85329,2.73704,5.75571,4.92402,3.16958,3.93828,3.43551,4.10142,3.03302,3.29563,4.48164,4.61166
"390",7.04381,5.83421,3.35139,3.37351,2.70444,1.24397,0.826774,5.52774,6.43156,1.4098,4.11703,4.22593,2.61901,1.49846,1.26961,1.78638,2.82006,0.364959,3.47199,4.62474,1.95979,2.2554,2.13867,4.53987,0.76276,1.46569,2.4301,1.69898,1.22836,1.26885,1.0606,3.69792,4.49325,4.25687,1.72629,1.69192,1.52816,1.54985,0.481643,2.43827,1.08079,1.50821,0.551425,1.26432,0.691829,1.47832,0.667166,3.49503,3.11843,1.05274,0.515372,6.04618,1.68856,0.995834,5.80188,0.778489,2.62256,0.472022,2.99359,0.964811,6.14311,1.05236,2.54023,2.30872,4.65981,4.42538,3.48823,2.10273,2.11427,1.3938,6.69574,5.83716,1.57848,2.00396,12.8966,4.57764,2.52377,2.80901,5.17042,0.978573,1.81102,3.25199,2.82104,3.06059,1.90752,6.26243,0.687276,2.69595,1.21831,2.25132,2.9938,3.87167,0.714252,0.858431,1.21939,6.39624,0.629198,3.06068,1.07834,2.16955,0.18481,7.38189,8.7351,3.74612,1.18647,1.71812,3.99643,3.95216,0.922957,5.45378,1.47301,1.39068,2.21824,3.02647,0.698075,0.727029,1.06271,2.92447,6.41533,2.88536,2.6566,1.6427,5.51641,1.2571,7.03501,1.33813,1.14734,3.52968,1.56666,1.01945,2.27826,0.057718,7.44927,2.53904,1.17961,0.804432,2.06109,1.25801,1.60058,3.02377,3.38102,0.420012,1.20478,5.97445,4.73905,1.86076,5.26403,4.25323,1.26451,3.89833,2.65186,0.929235
"391",17.5263,29.2041,34.0212,24.1888,35.4117,26.1141,27.8441,23.3116,28.9202,21.1182,24.284,15.2803,21.6482,30.3001,26.9885,29.1494,30.8278,28.8846,22.0112,16.6314,24.4106,24.6624,28.749,24.3969,16.2181,14.5776,19.3011,23.0045,25.7604,23.6906,27.9136,28.996,24.5303,36.3076,28.3804,25.3348,33.4371,27.1337,19.437,25.8777,26.9987,18.9848,25.2548,22.1293,29.7099,28.166,39.5019,22.8249,23.8347,27.184,28.7089,14.9992,33.1495,19.0443,11.9944,30.3862,28.774,25.7264,22.8595,20.8074,22.4691,17.4128,15.5427,19.0006,18.7059,28.8941,20.6723,23.3191,25.2311,24.3773,21.9319,24.607,39.4752,31.5129,17.9912,24.4307,24.3875,42.8115,23.3701,32.7264,31.5995,22.642,25.331,20.9326,34.7944,26.0189,22.244,36.4561,21.2558,22.7647,39.8606,24.9045,23.5705,24.6759,9.6958,21.8297,21.1696,20.4947,24.4992,19.9174,25.4448,18.9269,29.1939,27.5508,17.8024,32.4944,21.9154,25.9521,29.2032,17.9013,34.0394,23.7007,21.882,24.8299,37.2653,34.2191,28.265,22.5643,19.4677,36.8496,23.4978,23.1291,21.142,22.1588,23.4592,30.4553,28.4465,22.9754,11.7655,20.1846,32.0598,18.4281,25.4145,27.6269,25.3291,38.8625,29.7312,15.1412,27.3879,22.7475,26.8125,28.2836,20.9858,21.1332,28.8122,28.1643,28.0163,12.7711,19.1642,21.1644,18.461,18.1974
"392",20.9342,9.89628,4.94159,13.64,4.45415,1.92575,13.1614,15.8752,6.82278,7.39266,3.76458,8.87438,21.1469,14.194,3.67334,17.7823,3.08584,6.26259,19.1936,8.06845,6.38841,13.2485,26.374,22.7006,6.72479,6.53607,9.62462,13.1954,8.45123,10.5736,9.99411,9.22914,7.21651,15.3587,4.91895,6.3754,13.8426,27.2957,2.45413,1.41919,4.14006,19.2414,35.5368,3.4945,6.47129,25.7238,8.82559,25.1982,9.43393,3.99126,18.3216,10.3869,28.9294,3.76557,7.48206,11.2698,21.8016,7.17808,20.0533,18.9394,20.7701,3.36376,7.6762,7.98004,12.9396,9.59414,15.4783,10.9627,15.8907,3.97172,14.4079,10.1199,6.17432,3.88984,18.8892,20.2911,5.56814,4.19791,20.881,9.97754,6.79165,11.0565,30.2798,21.6831,8.50731,39.7321,20.2932,29.397,8.43501,28.052,8.21007,16.4287,3.09398,3.80322,8.27817,24.1878,2.1504,9.99563,3.74919,12.3368,9.89568,23.888,19.7245,11.9701,19.6454,37.4033,18.2864,7.34638,8.25391,6.00464,17.1651,3.29247,28.1477,12.4511,15.3009,8.75894,11.3862,27.9386,22.6339,10.828,34.2007,29.4291,17.8669,9.43329,37.5066,6.91052,4.44243,12.8448,7.74073,5.35811,10.7755,1.68971,16.7044,6.47588,19.4646,17.5471,8.08837,6.73476,3.38404,7.31208,14.5965,6.09234,3.61565,11.0562,4.69429,25.9071,10.7036,7.46051,12.3005,5.24685,23.4501,8.1204
