"","GTEX.N7MS.2126.SM.GRR2X","GTEX.N7MT.1826.SM.GQ1C9","GTEX.NPJ8.1126.SM.GNTAI","GTEX.O5YT.1926.SM.H6Q82","GTEX.OHPK.1926.SM.H7OF2","GTEX.OHPL.1926.SM.HAV18","GTEX.OHPM.1926.SM.H7OG1","GTEX.OIZF.1926.SM.7PBZS","GTEX.OIZH.1926.SM.GPRXO","GTEX.OIZI.1926.SM.H7OGY","GTEX.OOBJ.1926.SM.GRR1P","GTEX.OOBK.1926.SM.HAUZL","GTEX.OXRK.1926.SM.GRR1N","GTEX.P44H.2226.SM.E9U4P","GTEX.P4PP.1926.SM.HAUZM","GTEX.P4PQ.1926.SM.GRR14","GTEX.P4QS.1926.SM.GQ1BY","GTEX.P4QT.1926.SM.HAUYQ","GTEX.P78B.2126.SM.GQ1C3","GTEX.PLZ5.1326.SM.GQ1C2","GTEX.PLZ6.1026.SM.GQ1C8","GTEX.POMQ.0926.SM.H6Q6H","GTEX.PW2O.1026.SM.GPRWA","GTEX.PWCY.1126.SM.H7OGX","GTEX.PWN1.1926.SM.HAUZN","GTEX.PX3G.1926.SM.GQ1ED","GTEX.Q2AH.1326.SM.GPRWF","GTEX.Q2AI.1026.SM.GRR3I","GTEX.Q734.1226.SM.GRR21","GTEX.QCQG.0826.SM.GPI8H","GTEX.QDT8.2826.SM.GOQYY","GTEX.QDVJ.1526.SM.GPI84","GTEX.QDVN.1426.SM.GPRWL","GTEX.QEG4.2126.SM.GQ1CE","GTEX.QEG5.2326.SM.GRR2Z","GTEX.QEL4.1826.SM.EZ6KU","GTEX.QLQ7.1226.SM.GOQYE","GTEX.QLQW.0826.SM.H7OG2","GTEX.QMRM.1326.SM.HAUYS","GTEX.QV31.0926.SM.GQ1C6","GTEX.QV44.1426.SM.GPI8D","GTEX.QXCU.2226.SM.GPI87","GTEX.R45C.2426.SM.HL11G","GTEX.R53T.1426.SM.H7OG3","GTEX.R55C.1226.SM.GOQY7","GTEX.R55G.1326.SM.HAUYU","GTEX.REY6.2026.SM.GPRYL","GTEX.RM2N.1026.SM.GOQY8","GTEX.RN64.2426.SM.EZ6L2","GTEX.RNOR.2126.SM.EXURR","GTEX.RUSQ.1326.SM.GQ1EA","GTEX.RWS6.1426.SM.GPRWQ","GTEX.RWSA.2126.SM.H7OG7","GTEX.S32W.1126.SM.4AD5V","GTEX.S33H.1926.SM.EYYVH","GTEX.S3XE.1226.SM.4AD4L","GTEX.S4P3.0826.SM.H7OF3","GTEX.S4Q7.0926.SM.4AD5D","GTEX.S4UY.0926.SM.4AD6O","GTEX.S7SF.1126.SM.GQ1CH","GTEX.S95S.0626.SM.EZ6L8","GTEX.SE5C.1026.SM.4BRUG","GTEX.SNMC.0826.SM.4DM66","GTEX.SNOS.0526.SM.4DM54","GTEX.SUCS.1226.SM.GPI9A","GTEX.T2IS.2526.SM.GRR23","GTEX.T5JC.1126.SM.GPIA1","GTEX.T5JW.1026.SM.EZ6LR","GTEX.T6MN.2226.SM.EVYAM","GTEX.T6MO.0926.SM.GPRWN","GTEX.T8EM.1726.SM.GPRWO","GTEX.TKQ2.0526.SM.GRR15","GTEX.TMMY.1526.SM.4DXST","GTEX.U3ZH.0826.SM.H6Q7I","GTEX.U3ZM.0826.SM.4DXU6","GTEX.U3ZN.1226.SM.4DXUD","GTEX.U4B1.1226.SM.4DXT7"
"11",0.021816,0.052812,0,0.018735,0.187503,0,0,0.101028,0,0.046679,0.034877,0.045026,0,0,0,0.041193,0,0.075844,0.097986,0,0,0.046741,0,0.022915,0.076525,0,0.250575,0.039167,0,0,0,0.026495,0.053709,0.049231,0.03986,0.019892,0.05567,0.101398,0,0,0,0,0,0.092856,0,0,0,0.043517,0,0.2495,0,0,0.039739,0,0,0.026777,0.0217,0.156575,0.131417,0.035068,0.049058,0,0,0.092595,0,0.025442,0,0,0,0,0.051348,0.063705,0,0.045462,0.101917,0,0
"12",0.5005,2.88478,0.91135,2.37417,0.364163,1.34239,0.962507,0.44148,1.11289,0.662935,0.990644,1.943,0.753913,1.97797,1.76112,1.01255,0.72368,1.61573,1.12399,1.04841,0.453204,0.893604,0.374072,1.35183,1.33762,1.87249,0.376402,2.93102,0.825707,0.714658,2.36235,0.405235,0.850796,0.349593,0.631418,1.76029,2.57463,2.41488,2.31792,0.788974,0.96478,0.783583,1.84108,1.13616,1.94045,0.978848,2.52033,1.40247,0.529524,0.726859,1.29463,0.477836,0.694626,1.46882,1.45508,0.906835,1.30385,1.53948,1.57926,1.28342,1.66142,0.38282,0.572022,0.505785,0.842115,0.194564,0.599942,2.08005,0.662523,1.40629,1.68288,0.394376,0.583816,1.06783,0.48248,1.10242,1.75335
"13",2.46278,2.48412,0.191408,0.704973,0.783961,2.56878,3.1081,1.14049,1.12743,2.19562,0.984294,5.08296,0.701841,3.78501,4.19959,0.775042,1.38482,0.35675,1.38269,0,0.339356,0.43971,0.858979,3.01797,2.87959,3.41454,0,4.05303,1.18504,1.36756,0.457134,0.498503,1.51579,2.31568,1.12494,1.49709,1.39656,2.67089,1.64957,0,1.4242,1.84023,0,2.09649,2.96116,1.96022,2.04262,1.63754,0.434265,4.6943,1.85803,0.587814,0.747688,0.702675,1.08955,2.51899,1.22483,0.73648,6.79961,1.31961,4.15356,0,6.26912,3.4843,0,0.95738,0.879348,2.06672,2.85253,1.13529,1.44914,0,2.87274,2.13842,1.27837,2.37326,0
"14",1.86074,1.68043,2.95829,5.11251,2.13603,3.5297,2.42131,1.19655,0.790037,1.78438,0.604962,3.94985,3.66795,4.08959,1.11794,13.6033,1.80527,2.84484,1.21249,1.02869,1.62209,4.06928,3.16765,4.73426,1.59793,1.15848,2.33932,5.40907,1.00205,2.59651,10.1683,2.48232,3.88078,4.11202,4.6857,0.879108,0.926688,1.19645,1.84043,1.12965,0.780553,3.32106,2.55249,1.57579,2.4443,1.43653,1.5293,2.3078,5.67643,4.68613,2.34032,0.559178,10.8094,3.43299,4.74729,1.21293,2.49814,1.49635,1.45193,7.1716,2.53116,0.274524,5.38522,1.00255,3.31733,0.91074,3.03105,1.2136,2.0938,6.19987,5.23053,0.581832,0.969973,6.75569,2.41716,3.43756,1.53927
"15",26.8721,50.8454,20.1401,21.294,36.4803,11.5896,13.7454,28.3846,20.1495,28.5898,36.9219,16.9958,29.466,32.6958,18.0486,34.8243,16.7731,20.747,37.5307,25.3983,30.1945,20.0555,26.4154,12.7533,17.5982,31.2346,64.4132,17.6293,33.1685,25.687,28.3254,28.2072,31.2237,19.962,52.9676,25.6537,23.6959,27.2593,20.1011,34.4338,24.8183,33.7689,11.6671,20.2488,19.4802,22.3174,30.9039,22.2174,16.7165,17.3155,15.0918,37.2376,18.0805,57.7262,20.412,19.3242,17.6173,37.2223,20.0472,17.688,27.7358,32.4983,19.8734,17.8412,26.9488,32.722,23.1035,16.9987,22.7565,12.949,22.8716,52.0047,44.9427,27.0141,33.5528,19.6706,34.1461
"16",14.9528,13.6775,10.0807,35.809,9.84571,40.6782,140.487,6.0919,28.5236,13.2009,6.34305,17.9985,30.2698,5.29923,20.8925,13.1215,14.9305,26.2626,18.2766,16.7677,2.96674,14.4376,10.4505,28.639,29.8178,32.54,34.3373,90.3116,5.26029,17.7732,8.42368,17.0637,16.3471,16.5293,20.078,11.1856,32.2329,24.538,14.1039,4.00171,13.7142,11.6662,10.3089,71.3459,13.3307,16.51,9.19755,17.21,9.10991,12.3565,13.7966,12.1192,15.899,15.851,20.5002,77.2947,12.9188,29.9942,78.3637,25.4599,19.3244,15.8468,83.6911,24.8741,19.4467,4.31755,6.68999,31.8033,20.6056,29.9812,17.0792,7.17393,15.1987,28.8403,9.28561,17.1362,26.2787
"17",70.9839,82.1687,3.97518,100.748,4.25711,285.516,278.444,4.10002,179.358,20.4447,1.85113,162.497,14.0398,2.10879,193.223,5.52754,3.83328,103.084,30.7724,37.2948,0.908561,89.8494,64.4841,318.943,467.681,61.2092,4.28764,167.105,3.24443,65.9805,4.13495,5.24811,17.2341,33.3879,2.35386,18.2236,64.0124,93.832,112.586,6.85824,113.464,14.7899,7.9615,118.85,21.8003,85.6187,5.19838,137.688,19.6865,23.2486,86.3869,2.91635,29.3596,5.14429,31.8405,147.517,3.85358,109.395,155.548,230.857,5.18672,7.21654,141.143,207.877,10.3524,4.05479,12.4731,136.482,10.8156,301.73,23.6442,2.93102,17.4356,49.5215,4.9115,159.686,29.9223
"18",0.338596,0.346784,0.230769,0.581541,0.547207,0.698577,0.076698,0.217109,0.178852,0.863799,0.208194,0.57788,0.189274,1.40103,0.503358,0.184425,0.322203,0.71308,0.087738,0.292529,0.247638,0.055803,0.204399,0.24622,1.16486,0.746304,0.168277,0.198733,0.112795,0.057852,0.464117,0.063265,0.336644,0.308576,0.202251,0.118747,0.420938,0.145269,0.617572,0.272279,0.030124,5.97481,3.32892,0.11086,0.3758,0.659244,0.486052,0.233797,0.564902,0.397167,0.117901,0.149198,0.87772,2.14023,0.622234,2.81322,0.233164,3.17786,2.49074,0.491945,0.36606,1.54032,1.22183,1.2713,0.13147,0.637878,1.45077,0.513645,0.422349,0.168091,0.429124,0.164789,1.6406,0.339232,1.39929,1.63144,2.24226
"19",33.9487,33.3038,10.7417,41.0793,14.8739,48.9487,44.7806,44.3589,35.1307,22.5805,34.7651,40.3264,14.8589,14.997,41.6268,10.9657,14.4566,26.0076,24.6989,15.7017,20.6387,43.7956,29.6937,56.8329,56.171,60.8016,19.3045,31.5818,44.5234,20.16,10.9977,17.3942,16.2314,24.3721,18.2086,24.0587,24.4423,44.2317,35.8552,22.3859,43.7021,17.8622,22.1856,66.2164,16.6674,32.8098,22.5837,20.352,42.8686,24.0016,16.5092,23.1696,26.0653,16.2159,27.5739,46.7124,26.9419,37.1372,48.9063,28.3501,23.3081,21.2358,51.6058,90.1631,15.4243,59.8152,24.1005,55.8233,24.3794,60.5212,14.3335,35.0352,27.7518,24.1773,22.7679,43.2066,25.8121
"20",56.0057,78.8558,26.6353,47.4919,34.4336,59.0616,46.303,26.1309,45.9504,56.7476,31.3577,28.0279,47.7813,66.1211,46.6332,53.4058,17.5233,28.1845,29.7084,22.5713,16.7734,65.3638,38.8188,72.6479,50.3657,101.975,16.6903,61.5187,45.0988,41.2794,80.9659,6.89567,36.531,58.2393,20.9405,24.3596,130.946,77.0257,47.744,37.7649,33.4436,55.8796,102.255,46.6894,42.5777,32.27,85.2894,71.1776,48.4158,128.241,14.9441,55.4926,171.644,20.5622,91.7961,35.721,55.9401,53.1853,77.0441,40.1395,35.1839,27.3683,74.1009,98.3575,24.1096,43.3203,51.1506,51.4985,88.3813,37.4848,122.561,33.8092,45.248,74.347,28.7308,37.4766,37.6563
"21",13.7907,12.2954,14.7067,17.1848,1.75656,27.675,11.3229,16.7706,8.84363,4.29162,1.07131,17.6844,18.4044,10.4127,14.1644,6.81539,1.96462,14.8701,8.94656,5.08681,0.848248,18.942,6.92485,43.0872,36.8481,12.4393,7.27233,15.9887,1.53887,6.36443,7.3191,4.07492,12.6522,11.9207,13.1559,2.41045,10.5747,13.0687,8.43222,1.95668,9.04408,9.69691,28.6514,13.9428,4.53436,6.39174,1.97788,8.14024,24.7901,11.3374,21.5166,2.02524,28.3872,16.7728,12.8565,15.361,2.19734,12.6872,22.5781,13.0973,4.41684,3.05031,25.2498,22.1263,3.90355,1.59537,5.05442,14.4429,23.8635,7.96782,16.7298,1.38553,4.59304,24.1447,1.87117,17.6361,5.3097
"22",44.7359,20.8637,13.216,55.8608,21.5836,96.3752,69.5394,14.0147,75.4648,27.0587,23.2978,108.664,29.7394,10.9455,51.9699,28.6495,22.9365,35.747,28.9554,26.5426,22.5004,60.4853,43.4379,57.9889,77.4172,61.191,24.577,96.1583,11.9633,55.691,13.8753,13.3521,24.114,45.0851,17.6955,19.5151,53.3761,60.4506,78.6388,20.2873,73.7729,21.0811,11.5327,130.861,24.4722,68.2764,18.9391,41.642,26.6722,20.5456,54.5628,25.8384,20.6767,20.2468,24.8335,75.7165,18.5657,57.2897,82.8248,61.3901,18.2382,16.0135,130.385,96.9965,31.1277,11.7645,13.2521,68.4997,11.3767,97.0725,17.6459,9.81019,20.5336,65.5649,21.5819,97.9518,25.1607
"23",10.3018,12.4866,7.10339,15.5071,16.8211,14.8846,19.7808,7.9318,14.5754,19.4639,18.3442,16.9705,10.0272,9.76559,21.8859,13.1357,13.0331,13.9822,11.664,12.4598,14.5362,20.4973,12.1562,14.9822,18.5258,19.9331,8.38872,27.1713,16.4902,14.3598,10.4776,10.5702,12.0252,10.2924,9.05844,10.9716,17.3977,26.9472,20.2421,13.2389,19.8264,9.77908,8.26654,23.0397,15.0393,15.8368,14.5336,17.1721,9.78694,8.70033,13.0745,12.423,11.5224,8.38631,8.66115,15.9579,14.5292,17.7014,20.7431,21.4282,14.1721,14.5207,5.36776,33.6926,12.2073,9.68722,10.7362,15.8348,7.40115,12.5736,13.4827,11.6911,16.342,23.003,12.8683,14.7687,14.6026
"24",4.46019,4.98985,6.30205,5.03398,1.72808,3.73692,2.73403,3.45819,4.14782,1.99726,5.47511,3.26793,1.52527,3.84848,2.02816,3.75973,2.17834,3.26182,3.85633,2.74919,3.17653,1.48118,4.5536,2.58336,2.2462,6.60201,3.47626,3.12292,2.55086,1.47186,7.16714,3.84596,4.13341,4.15545,4.77894,2.84685,3.3982,2.36327,1.96147,2.50892,3.19831,3.68505,7.26667,7.19228,3.6445,1.4971,5.16047,4.04175,4.42896,3.91679,4.80951,2.23556,4.07388,2.70513,4.76109,2.97963,2.5858,3.50978,2.66758,5.25428,3.25248,1.12579,3.82316,2.56915,5.1352,2.9426,2.94163,2.6842,5.29151,2.55537,3.26932,1.77377,3.21078,5.16516,1.82568,3.22969,6.26326
"25",86.8649,97.6662,51.363,36.7041,32.4923,31.1959,42.1975,25.4273,38.9882,57.5584,33.0804,37.2042,33.9519,69.4118,49.5169,20.1761,32.4147,34.9507,63.3399,52.7338,51.405,32.0055,74.1929,50.0666,43.4855,70.1151,25.1812,41.9131,78.2353,49.5439,67.1194,32.9746,43.941,95.2635,57.6071,43.451,62.564,53.1707,51.5094,48.4295,48.4284,82.4891,38.8366,57.5132,50.1149,49.7023,98.4194,55.1181,81.3703,63.6366,36.2096,56.287,48.4981,16.2072,46.0666,39.4985,42.7361,35.6512,51.8148,39.1465,72.5582,43.7609,57.5745,54.8529,51.9305,70.5301,67.8562,41.5583,37.7161,57.967,26.6838,81.6165,44.8105,85.6525,46.8322,57.8859,33.6978
"26",3.98513,4.1636,1.14264,2.04641,6.18423,2.05224,3.4605,5.14987,2.22496,5.50927,7.23184,1.63248,10.1233,4.66593,1.71419,10.766,3.96688,2.55092,3.13688,1.4806,6.30011,4.08158,4.46568,2.53838,2.57379,5.03989,0.86017,2.2056,2.96705,5.02387,5.42785,1.6351,3.28968,3.98003,1.62352,2.28951,4.33453,3.69821,2.35903,5.20161,2.47584,2.78662,4.35858,1.83374,3.42718,2.41109,3.71003,1.96719,2.32177,6.30651,1.5236,7.529,8.91457,4.60957,8.20174,1.29718,14.4428,2.7901,2.70675,2.61864,3.7541,1.08126,3.56912,3.71428,5.5612,4.56902,2.80496,3.0166,8.80276,0.558563,10.6314,14.3955,12.2966,4.66434,14.9902,1.75147,4.69938
"27",4.05588,4.58745,4.38521,5.73783,1.10482,6.59894,4.7494,1.13754,2.97513,2.70577,1.94449,4.14411,1.28239,3.0722,4.62598,1.13011,0.920265,4.05951,1.86939,1.16203,0.789506,4.76807,2.83444,4.9091,8.82998,5.2012,1.66955,5.11394,1.42923,2.05509,1.36785,0.699824,1.02741,3.1319,1.36624,1.00074,4.13841,4.39287,2.62731,1.24978,3.39239,1.89761,2.80758,6.07596,1.53516,2.95754,1.75895,2.0589,1.42198,5.60215,3.01681,1.16124,5.79738,1.20255,2.80486,4.22531,1.34722,3.75458,4.11079,3.82443,2.0906,0.967196,6.69466,7.62711,0.719652,1.68349,1.75387,4.87923,3.04468,5.27834,1.91204,0.968534,1.51234,5.22568,1.92646,5.99649,1.37617
"28",0.934236,0.431862,0.387492,0.532164,0.233129,1.60332,1.27185,0.656563,0.318076,0.391751,0.131341,0.717011,0.449527,0.476199,1.52637,0.429928,0.105592,0.424352,0.242488,0.281211,0.093153,1.81553,0.618946,0.645976,1.06216,0.668251,0.417897,0.640561,0.158128,0.229406,0.653556,0.102629,0.872615,0.535007,0.313083,0.085614,0.790669,0.58478,0.422619,0.155411,0.971922,0.350793,0.263747,0.987116,0.488669,0.538079,0.186899,0.38395,0.695364,1.03802,0.4569,0.215139,1.33406,0.345583,0.82247,0.570454,0.924588,0.555948,0.636301,0.671636,0.527846,0.137104,0.839947,1.60402,0.260666,0.481799,0.593392,0.72096,0.690577,0.926246,2.33148,0.223911,0.31214,0.93919,0.445948,0.49764,0.205753
