"","GTEX.1117F.0011.R2b.SM.GI4VL","GTEX.111FC.0011.R2a.SM.GIN8S","GTEX.117XS.0011.R2b.SM.GI4VT","GTEX.1192X.0011.R2b.SM.GI4VV","GTEX.11DZ1.0011.R2a.SM.DNZZM","GTEX.11EMC.0011.R2b.SM.DO114","GTEX.11GS4.0011.R2a.SM.DO942","GTEX.11GSO.0011.R2a.SM.57WDF","GTEX.11GSP.0011.R2b.SM.9QEGE","GTEX.11NUK.0011.R2a.SM.GINAO","GTEX.11PRG.0011.R2a.SM.69LQ5","GTEX.11TTK.0011.R2b.SM.GJ3PU","GTEX.11TUW.0011.R2b.SM.DO92T","GTEX.11UD1.0011.R2b.SM.5BC6O","GTEX.11WQC.0011.R2a.SM.DO927","GTEX.11ZTS.0011.R2b.SM.5BC75","GTEX.12696.0011.R2b.SM.GHWPY","GTEX.12WSA.0011.R2a.SM.57WDK","GTEX.12WSD.0011.R2a.SM.5LZWB","GTEX.12WSF.0011.R2a.SM.5DUVU","GTEX.12WSH.0011.R2a.SM.5GU68","GTEX.12ZZX.0011.R2a.SM.5EGLG","GTEX.1313W.0011.R2a.SM.5EGLF","GTEX.131XH.0011.R2b.SM.5DUVY","GTEX.132Q8.0011.R2b.SM.5EQ5Z","GTEX.1399T.0011.R2b.SM.5DUXM","GTEX.139TS.0011.R2b.SM.5J1MX","GTEX.13CF2.0011.R2a.SM.5L3DC","GTEX.13FXS.0011.R2b.SM.5K7XX","GTEX.13G51.0011.R2b.SM.5LZXS","GTEX.13N2G.0011.R2a.SM.5MR4Q","GTEX.13NYB.0011.R2a.SM.5MR3C","GTEX.13NYS.0011.R2b.SM.5MR4G","GTEX.13O3O.0011.R2b.SM.5P9H1","GTEX.13O3Q.0011.R2b.SM.5KM3K","GTEX.13OVJ.0011.R2b.SM.5L3GP","GTEX.13OVL.0011.R2b.SM.H65ZN","GTEX.13OW6.0011.R2a.SM.5L3HG","GTEX.13OW7.0011.R2b.SM.H6Q8E","GTEX.13OW8.0011.R2a.SM.5L3G2","GTEX.13PDP.0011.R2b.SM.5O9DH","GTEX.13QJC.0011.R2b.SM.5PNUN","GTEX.13RTJ.0011.R2a.SM.5PNW9","GTEX.13SLW.0011.R2b.SM.5O9C6","GTEX.13SLX.0011.R2b.SM.5S2VP","GTEX.13X6I.0011.R2b.SM.5PNWQ","GTEX.13X6K.0011.R2b.SM.5P9K3","GTEX.1445S.0011.R2b.SM.5PNUH","GTEX.145LS.0011.R2a.SM.5PNZI","GTEX.147GR.0011.R2b.SM.5S2RQ","GTEX.14ASI.0011.R2b.SM.5YY9H","GTEX.14BIM.0011.R2b.SM.69LQ6","GTEX.14BIN.0011.R2a.SM.5S2RJ","GTEX.14C5O.0011.R2a.SM.5ZZV2","GTEX.14JG1.0011.R2a.SM.5ZZVE","GTEX.14PJO.0011.R2a.SM.5ZZVF","GTEX.14PN4.0011.R2a.SM.6EU2Y","GTEX.15CHQ.0011.R2b.SM.6AJAD","GTEX.15DCD.0011.R2b.SM.6LPIE","GTEX.15DYW.0011.R2b.SM.7KUKY","GTEX.15EO6.0011.R2a.SM.6M46R","GTEX.15ER7.0011.R2a.SM.6M46O","GTEX.15G19.0011.R2b.SM.H6Q7S","GTEX.15RJE.0011.R2b.SM.79OMP","GTEX.15SHU.0011.R2a.SM.GPRXS","GTEX.16GPK.0011.R2a.SM.GRR1F","GTEX.16Z82.0011.R2b.SM.79OK9","GTEX.17EVP.0011.R2a.SM.7LG4W","GTEX.17HG3.0011.R2a.SM.7MGVX","GTEX.1A3MX.0011.R2b.SM.7EWFL","GTEX.1A8G7.0011.R2a.SM.7IGQI","GTEX.1B8L1.0011.R2a.SM.9OSVL","GTEX.1B8SG.0011.R2b.SM.79OOT","GTEX.1B933.0011.R2b.SM.7IGNM","GTEX.1B996.0011.R2a.SM.7IGON","GTEX.1C6VR.0011.R2a.SM.7RHGZ","GTEX.1CB4G.0011.R2a.SM.9QEGQ","GTEX.1CB4J.0011.R2a.SM.9WG5N","GTEX.1E1VI.0011.R2a.SM.9QEGS","GTEX.1EKGG.0011.R2a.SM.CE6R8","GTEX.1EMGI.0011.R2b.SM.9OSVS","GTEX.1EU9M.0011.R2b.SM.9QEH7","GTEX.1F48J.0011.R2a.SM.CL535","GTEX.1F6I4.0011.R2a.SM.CL536","GTEX.1F6IF.0011.R2b.SM.9QEHB","GTEX.1F75B.0011.R2a.SM.ARL8I","GTEX.1GMR8.0011.R2a.SM.CE6RD","GTEX.1GN1U.0011.R2a.SM.CL53A","GTEX.1GN2E.0011.R2a.SM.9WG7D","GTEX.1GN73.0011.R2a.SM.CJI2V","GTEX.1GTWX.0011.R2b.SM.ADEH5","GTEX.1GZ2Q.0011.R2b.SM.9OSWO","GTEX.1H1DG.0011.R2a.SM.ADEIQ","GTEX.1H1ZS.0011.R2b.SM.CL54Q","GTEX.1H23P.0011.R2a.SM.CKZP3","GTEX.1H3O1.0011.R2b.SM.CKZOT","GTEX.1H3VE.0011.R2a.SM.CE6SA","GTEX.1HB9E.0011.R2b.SM.A96RW","GTEX.1HBPH.0011.R2a.SM.GQ1DS","GTEX.1HFI6.0011.R2a.SM.CMKH5","GTEX.1HR98.0011.R2a.SM.ARL7A","GTEX.1HSMO.0011.R2a.SM.CL553","GTEX.1HT8W.0011.R2a.SM.CMKH9","GTEX.1I19N.0011.R2b.SM.GPRYG","GTEX.1I1CD.0011.R2a.SM.CM2T3","GTEX.1I1GS.0011.R2b.SM.CMKHG","GTEX.1I1GV.0011.R2a.SM.ARZLF","GTEX.1IDJH.0011.R2a.SM.GPI9D","GTEX.1IGQW.0011.R2b.SM.D4P26","GTEX.1IKJJ.0011.R2b.SM.ARZLJ","GTEX.1IL2U.0011.R2a.SM.ARU6V","GTEX.1IY9M.0011.R2a.SM.D4P29","GTEX.1J1OQ.0011.R2b.SM.ARU88","GTEX.1J8Q2.0011.R2b.SM.EAZ2X","GTEX.1JJ6O.0011.R2a.SM.EY5ZO","GTEX.1JMPZ.0011.R2a.SM.G8LLS","GTEX.1JMQJ.0011.R2a.SM.F6493","GTEX.1JMQK.0011.R2a.SM.EYYXQ","GTEX.1JN1M.0011.R2b.SM.G9EPE","GTEX.1KD4Q.0011.R2a.SM.F649I","GTEX.1KD5A.0011.R2b.SM.G9EPP","GTEX.1KWVE.0011.R2a.SM.G8OLX","GTEX.1LB8K.0011.R2a.SM.EZ6MQ","GTEX.1LG7Y.0011.R2b.SM.G8LMM","GTEX.1LH75.0011.R2b.SM.EYYWQ","GTEX.1LKK1.0011.R2b.SM.G8OLT","GTEX.1LSNL.0011.R2a.SM.EZ6MK","GTEX.1LSVX.0011.R2a.SM.G8OL9","GTEX.1LVA9.0011.R2a.SM.EZ6MJ","GTEX.1LVAO.0011.R2a.SM.EYYX1","GTEX.1MA7X.0011.R2b.SM.EZ6MT","GTEX.1MCQQ.0011.R2a.SM.F649V","GTEX.1MJK2.0011.R2b.SM.EXUS5","GTEX.1N2EE.0011.R2a.SM.F649F","GTEX.1N2EF.0011.R2b.SM.F6482","GTEX.1N5O9.0011.R2a.SM.G8LM1","GTEX.1NV5F.0011.R2a.SM.G8LME","GTEX.1NV8Z.0011.R2b.SM.F648N","GTEX.1O9I2.0011.R2b.SM.F3K53","GTEX.1P4AB.0011.R2a.SM.F649K","GTEX.1PIIG.0011.R2b.SM.F648W","GTEX.1POEN.0011.R2b.SM.G8LLP","GTEX.1PPGY.0011.R2b.SM.F33YW","GTEX.1PWST.0011.R2b.SM.F3K5I","GTEX.1QMI2.0011.R2b.SM.F648R","GTEX.1R9K4.0011.R2b.SM.G8LLF","GTEX.1R9PO.0011.R2a.SM.F2TBH","GTEX.1RDX4.0011.R2b.SM.F649Z","GTEX.1RLM8.0011.R2a.SM.EZ6N4","GTEX.1RQEC.0011.R2b.SM.EY5ZT","GTEX.1RQED.0011.R2a.SM.F3K5T","GTEX.NPJ7.0011.R2a.SM.2I3GF","GTEX.OHPN.0011.R2A.SM.2I5FB","GTEX.Q2AG.0011.R2A.SM.2HMIT","GTEX.QDT8.0011.R2A.SM.32PKQ","GTEX.QMR6.0011.R2A.SM.32PKV","GTEX.QVJO.0011.R2A.SM.2S1QK","GTEX.R55E.0011.R2A.SM.EYYV9","GTEX.RN5K.0011.R2A.SM.GQ1CA","GTEX.RU72.0011.R2A.SM.2TF6O","GTEX.S7SE.0011.R2A.SM.2XCDC","GTEX.T2IS.0011.R2A.SM.32QPF","GTEX.T6MN.0011.R2A.SM.32QOW","GTEX.UTHO.0011.R2A.SM.3GIKC","GTEX.WHSE.0011.R2A.SM.3P5ZL","GTEX.WL46.0011.R2A.SM.3LK6O","GTEX.WVLH.0011.R2A.SM.3MJFJ","GTEX.X4EP.0011.R2B.SM.3P625","GTEX.X4XX.0011.R2A.SM.3P623","GTEX.X585.0011.R2B.SM.46MVF","GTEX.XLM4.0011.R2B.SM.4AT5Z","GTEX.XMD1.0011.R2B.SM.4AT5N","GTEX.YFC4.0011.R2a.SM.4V6DZ","GTEX.YJ89.0011.R2b.SM.4RGLT","GTEX.Z93S.0011.R2a.SM.4RGNG","GTEX.ZAB4.0011.R2a.SM.4RGNP","GTEX.ZAJG.0011.R2a.SM.GNTAX","GTEX.ZAK1.0011.R2a.SM.GPRX1","GTEX.ZDXO.0011.R2b.SM.4WKFG","GTEX.ZE9C.0011.R2a.SM.4WKGH","GTEX.ZV68.0011.R2a.SM.4YCDK","GTEX.ZYY3.0011.R2a.SM.GNTB2","GTEX.ZZPT.0011.R2a.SM.GNTB1"
"343",4.94151,4.03542,5.06469,9.08735,10.4012,3.05967,6.11721,5.18469,7.04501,3.72618,3.52286,5.84312,5.20672,16.7643,4.38079,14.9027,11.3034,6.74433,2.4361,3.22099,7.29444,6.17202,5.75418,12.9094,13.0827,3.91645,11.0948,4.32439,4.80958,5.6648,6.77341,20.8161,6.51304,5.04084,4.83291,6.03032,2.65985,9.46358,5.66569,3.18726,3.94992,8.91531,8.13971,3.74476,8.11756,8.3711,5.78948,6.33722,8.91831,7.00372,5.45559,3.28237,4.00297,7.04753,11.6893,5.83766,6.89968,11.2818,6.76413,3.67594,8.24861,15.3309,5.2651,5.46814,5.23318,6.5365,7.10675,5.98677,3.48232,6.47716,3.57598,5.47495,6.22216,7.55539,7.87258,4.22598,6.02096,8.8777,3.74624,4.41877,4.88761,4.33756,6.2268,7.65427,7.83922,3.44455,3.20944,7.19736,1.95235,6.90068,11.8198,4.19758,15.7415,4.77381,2.30998,4.48463,3.03157,9.88414,3.1846,11.707,11.4637,11.3777,6.46962,3.20866,4.24336,7.09597,16.0178,2.43701,4.86262,11.2384,2.991,8.83128,2.75119,10.4418,5.69169,5.71867,8.54226,13.9915,17.2347,3.91735,6.10631,11.6056,13.1529,8.27929,6.12312,7.26862,5.81853,12.5946,6.77816,3.89192,4.38016,5.19589,6.81048,5.40884,6.27923,9.77453,10.2101,9.29778,7.08474,13.3772,7.25443,18.1836,4.45506,6.73972,4.97268,10.247,10.6362,7.23732,3.73635,5.70907,3.79051,20.9267,5.42684,20.7666,17.8233,12.0463,7.29329,5.73326,9.14106,6.8366,10.9502,11.122,7.97416,14.9798,8.48889,5.19127,8.68062,7.68715,28.2087,8.35416,7.37771,5.67417,8.23355,2.96419,11.7972,29.2878,9.73272,13.898,4.89456,9.9642,6.31205,9.98978,10.5346
"344",0.209294,0.272481,0.309316,0.442943,1.35053,0.739168,1.01671,0.545992,0.329907,1.20474,0.303132,6.19407,0.216801,0.215235,0.744327,2.7455,0.197222,0.355162,1.05226,0.037853,0.148056,0.065179,0.299963,3.49755,2.19628,0.217651,0.477272,0.332058,0.369585,0.683515,0.653216,0.225477,6.10123,4.1276,0.314508,0.096913,0.394312,4.56418,3.29525,0.721291,3.55275,4.49064,1.85528,0.334306,2.30776,3.57006,0.389206,1.02368,5.73198,0.129578,2.33972,0.156973,0.454668,0.814611,1.69614,0.937782,0.450014,0.371872,0.460138,3.39296,0.413245,0.113439,0.8135,1.17912,0.181366,0.928938,1.26993,1.18315,0.271242,0.099015,1.97946,0.798752,2.29117,1.51657,0.505977,0.643645,0.545789,0.042503,1.31443,3.251,2.08815,1.23939,0.146196,1.78677,2.52945,2.79628,0.281702,0.625725,0.174105,0.820673,0.494436,0.106972,0.138694,0.069092,0.966075,0.2371,3.76649,0.328679,0.185819,0.171951,0.383508,0.514381,0.320867,5.43241,4.01341,0.605405,0.822495,9.79207,0.170712,0.750915,2.64618,0.640802,3.15148,1.77839,0.391466,5.62147,0.303103,0.844001,0.535411,1.02581,0.390105,0.1489,0.478507,1.35338,7.27309,0.029408,1.25422,0.419566,0.151018,0.695907,2.81843,0.345435,0.22743,0.245838,0.336093,0.235123,0.502439,0.470012,0.710478,1.24096,0.062102,0.063082,2.74994,0.172626,1.94144,0.831739,0.546458,4.13438,0.853459,0.596604,0.527021,2.3754,4.87851,0.11019,0.261744,1.43945,0.59885,0.049826,0.86801,0.105361,0.17701,0.040395,1.082,0.400488,0.311509,0.538572,0.517856,9.82461,0.564469,1.84851,0.730682,13.4593,2.18532,0.266856,0.098828,0.474598,0.063467,2.47131,0.05768,0.567791,0.42973,4.62565,3.04709
"345",25.5487,42.3813,101.361,41.7933,32.8005,10.9704,367.767,40.5087,133.871,146.834,22.5377,10.2549,193.972,18.0349,20.2397,54.8068,75.294,29.691,8.10366,33.8952,21.4283,296.011,194.185,186.515,47.7689,192.585,56.3185,12.2277,122.835,89.4392,102.764,35.2934,69.8628,48.1141,106.5,49.6908,32.1893,63.4766,114.543,43.4464,8.91615,19.3531,59.5618,4.76012,100.764,58.3303,25.743,11.6279,132.489,41.6891,52.2034,55.7358,10.6242,124.927,127.087,29.9521,149.423,85.2943,82.9886,62.0445,21.0655,57.9835,11.792,77.407,44.3852,45.6416,32.409,51.1224,25.3254,89.9644,24.1345,94.487,17.3239,158.528,52.4551,82.0417,108.712,9.25842,102.973,53.74,141.854,173.61,15.4739,154.47,126.135,12.8621,26.2053,12.896,18.0716,125.873,124.847,9.82101,37.9567,80.9575,5.89145,48.5949,2.06488,44.5337,86.54,53.2141,145.046,27.6956,105.683,12.6808,11.0171,21.1972,79.711,26.2373,103.508,40.5407,33.1426,232.43,9.41588,91.6862,10.7919,24.8557,285.326,59.0229,44.3395,60.6364,32.5075,97.2383,16.6814,181.617,56.8327,7.09385,128.504,67.3618,46.8837,60.8967,102.916,136.351,976.22,196.697,90.3305,9.20713,7.65458,56.9784,9.4593,48.7413,67.8192,123.945,28.6564,237.838,104.838,18.3978,61.0457,16.6655,6.3513,34.4025,20.7647,27.2185,6.94207,59.1521,60.9636,65.1194,20.6998,474.093,15.8948,21.1406,51.9276,87.899,122.51,55.4945,168.924,1381.02,139.911,83.5052,12.5811,125.596,35.327,11.5698,54.5094,11.0805,71.3936,42.4927,24.7734,59.4981,16.7383,4.16127,32.7212,30.7579,99.4322
"346",0.152705,5.41488,8.32911,0.415123,0.695051,0.300425,1.22137,3.81069,6.5604,10.7867,1.19316,0.597296,2.33487,0.063947,2.3438,1.98549,3.3778,0.169508,2.17696,2.16225,0.578126,6.55055,25.3204,1.04166,0.903636,6.64046,0.210673,0.550715,4.29831,5.30269,3.65639,0.52668,4.00134,5.9343,8.18681,1.97512,2.62017,14.545,18.5235,2.67352,0.159168,2.11874,5.2531,0.132949,5.61484,0.641429,0.36052,0.688925,2.95521,4.70226,1.34772,4.07714,12.7427,3.20519,3.06796,0.502241,2.07156,27.865,1.9009,5.31778,0.426123,18.1296,0.355809,1.37683,5.88541,0.230497,4.80883,2.60136,0.359698,3.76617,0.798138,15.1822,0.980115,17.8713,1.6673,0.261568,5.36076,2.445,1.05528,5.62032,10.1792,1.54503,1.10036,6.0444,4.94392,0.0275,3.02894,0.586646,0.226804,9.52058,0.241922,0.468704,1.67023,0.650034,0.096456,0.475674,0.299741,14.922,0.627742,0.69766,0.254692,6.08532,8.39467,0.664599,1.09901,0.280722,2.5702,0.196309,0.41682,10.0897,0.219133,2.56763,0.402739,0.829175,1.18383,0.221908,1.57212,0.475502,3.02872,3.98539,0.30315,0.192122,0.044524,1.84698,23.144,0.316208,4.97639,0.72503,0.134833,2.1557,2.94047,0.732527,1.62007,3.81179,5.98812,0.121891,0.287889,0.281841,0.211444,1.30096,11.141,0.901134,15.1849,2.06825,3.59381,0.7728,1.77283,0.442382,0.314837,2.36153,2.92623,1.39314,0.157175,0.681255,6.82628,5.57635,1.79255,1.69764,0.375248,0.743444,5.78908,5.02129,4.63636,0.410249,11.4104,1.0134,34.2298,4.27615,0.305954,5.65653,6.15893,0.663635,3.78769,0.220788,2.23721,2.48305,0.71085,0.5263,0.213191,0.10242,0.409172,0.151383,0.512864
"347",2.15825,7.23107,8.40668,3.34204,15.2131,3.98895,3.63356,5.70676,6.61408,6.40329,2.86126,3.6022,2.11931,3.0488,3.71762,6.31742,9.09673,3.07907,2.17539,3.28241,1.26696,5.25924,7.41813,8.43503,6.79136,5.84772,2.87802,2.57915,6.22475,6.39312,4.62571,6.01406,3.5143,6.44705,5.1616,3.15137,5.7181,6.75879,8.49931,3.99229,2.24226,4.43383,6.54352,1.505,6.55556,3.68579,3.03119,3.85207,10.687,6.94152,4.21822,3.11784,3.47057,4.34158,9.50312,4.13064,5.61076,11.5013,8.15431,8.23953,4.03554,26.5277,1.21152,2.70209,3.35285,7.73486,9.5184,10.6745,3.54473,4.71164,3.96703,8.42887,3.22717,10.2917,6.603,2.39138,8.14623,1.53404,3.86802,6.0617,4.20094,3.39251,1.56441,7.12386,6.135,1.71837,3.19362,2.7946,2.59138,8.41552,4.30101,2.22277,3.41608,1.31987,1.56277,3.35284,1.10151,6.83172,4.09659,5.67324,6.36804,8.84025,8.67243,2.36153,3.47591,2.80635,6.32283,5.03582,2.89039,11.9419,3.61235,4.59973,2.52195,3.71662,2.62619,9.18834,6.68678,3.5596,3.42104,10.0025,4.03378,7.91184,2.2665,10.5714,8.98907,4.87302,6.87999,7.4696,2.18297,1.53613,4.59792,7.47079,72.886,10.8121,5.67156,9.25494,9.37658,8.96341,1.02407,8.05152,26.0871,4.50157,7.03491,3.58301,6.61303,16.2377,7.55498,5.59126,1.07103,3.88061,6.87411,9.37353,2.64382,17.3819,8.73861,4.34402,49.4659,8.29933,9.75112,10.7703,11.7024,7.52599,10.7239,11.293,8.06051,86.0252,121.585,12.2971,3.4444,8.84183,8.04037,5.12958,7.48734,2.72386,32.3905,25.6519,2.5273,8.22999,2.24143,8.90596,2.65434,5.22841,3.38951
"348",10.3767,13.7572,15.1136,22.0867,14.9189,7.33111,16.4147,11.6799,19.9561,12.3697,7.75507,28.1314,25.1965,31.791,14.4639,23.9949,45.4987,11.1992,3.89406,13.1903,12.9109,14.5763,11.9899,26.9568,22.9046,11.4715,17.4201,6.90945,13.0461,11.5118,19.2,24.9159,16.8228,15.8726,10.7025,26.472,6.86004,19.619,18.1514,10.5578,6.84697,14.2916,17.3867,9.11094,20.2981,18.8615,17.6825,15.4246,21.5772,10.9211,12.5904,12.3226,7.56691,22.5718,21.4612,11.6543,20.5753,28.4008,14.2942,11.5649,19.154,18.0009,15.0865,26.1141,17.5199,18.8473,18.2936,15.0342,7.74156,22.5083,7.02738,15.9755,13.7441,19.8309,32.597,7.77221,16.6534,28.7182,8.22336,14.7674,15.4828,10.8924,13.4612,26.9433,18.253,6.02934,7.96803,15.7765,5.57439,32.4034,29.4996,13.2582,29.5091,13.0055,6.30673,11.1288,7.54364,23.4853,9.69635,20.3463,18.1147,12.5002,14.4749,13.0076,7.91361,19.2933,31.6991,7.11707,7.24477,22.0235,7.43722,19.7412,13.3088,18.0058,20.3404,15.8466,19.3359,21.922,43.4329,10.9919,12.7342,28.4165,15.9996,21.6,24.7135,15.1309,15.9171,28.5418,9.46825,19.9826,11.1247,12.391,19.2754,25.6025,71.7314,13.847,15.3586,20.736,11.3291,22.9829,25.4215,30.4389,15.379,32.0226,15.2354,18.3372,32.3264,16.1596,5.90199,13.4021,11.2732,26.0681,10.768,34.128,35.722,30.9304,12.5889,14.1196,20.005,10.6203,27.644,17.7995,22.6968,29.2461,43.1394,15.0858,12.5319,89.5798,49.3552,24.6651,18.8985,12.3354,17.9441,4.60932,10.3516,42.7854,22.6058,29.4836,7.88578,13.3268,7.44288,20.7357,16.4523
"349",8.68437,16.2137,15.7349,16.9703,2.8768,7.83361,11.5585,15.0024,10.0506,10.1483,4.23287,9.42697,5.352,51.9089,8.30445,22.0772,4.19784,12.7207,1.9659,7.3598,15.9532,26.6568,18.0952,20.6789,16.4284,11.0204,14.088,3.37592,13.9215,14.2836,16.22,6.32813,5.85289,18.0856,4.78896,9.62865,12.2639,14.523,9.66086,3.50714,5.21001,13.38,17.6021,2.47661,21.9165,10.7713,8.80948,7.32167,18.1937,15.7482,10.7293,7.02604,5.25369,12.2545,17.2036,8.43195,27.9986,18.646,18.4816,10.5476,17.2734,16.564,3.12215,23.615,18.5724,14.2214,17.746,22.8394,13.9951,15.0445,5.96659,14.8318,6.99036,14.724,14.1748,6.10893,12.0458,0.434942,10.1522,14.1177,9.89301,13.0208,6.35275,20.182,19.2261,4.31871,7.61757,9.30042,2.11823,12.2573,10.9233,5.20005,17.6897,1.38388,1.4891,13.856,3.79444,6.61918,9.48488,20.1174,16.7819,6.35945,17.254,9.76254,6.26574,7.37472,13.1132,2.32267,10.3067,16.7069,4.8368,11.9262,5.98886,19.0913,9.49057,7.52732,27.5497,14.9016,25.2855,14.3837,10.2218,39.9663,7.07521,33.9345,8.88082,7.45847,32.1643,25.1278,9.89486,5.06764,8.14406,25.6522,12.0322,20.2645,6.21647,3.99676,13.3463,28.8787,0.706266,9.55629,16.4744,28.7187,11.4868,16.2195,21.5132,15.8043,27.6127,9.14169,0.301028,10.5269,18.2013,10.0997,5.47137,30.5331,23.3333,16.1545,18.3967,28.659,8.25461,12.608,26.5859,35.6327,24.3058,18.656,17.5145,11.9072,15.4151,20.2101,11.0041,7.76435,14.1168,7.20414,13.2165,4.29659,6.25861,25.4438,20.8036,20.0846,1.93128,6.60167,9.33322,16.7177,6.44334
"350",4.0892,125.392,424.158,27.2172,73.9476,8.85609,30.4877,53.8763,128.687,172.484,12.2356,11.903,12.3558,14.8552,23.8742,27.048,22.1795,7.81112,9.13364,42.3856,14.3862,133.618,219.34,21.0907,14.4311,142.249,9.90571,7.96079,57.8176,145.36,53.8518,27.3846,49.9258,52.3742,134.349,13.0946,34.5845,212.883,283.167,34.8611,5.71164,18.792,89.4443,3.79772,85.2062,19.8602,8.6144,15.6765,74.7902,44.8045,17.1307,58.3533,39.6844,116.774,55.6885,12.7477,46.3981,275.543,52.9411,96.7528,11.4666,322.726,5.55139,38.2107,74.8239,14.7602,47.3244,64.7291,4.3828,83.3493,15.7059,235.49,25.2775,238.575,23.9633,5.04545,51.752,12.4255,34.3373,87.9812,220.1,20.8835,11.1085,99.1469,56.1489,5.03577,19.8288,12.724,4.03893,220.539,10.6941,4.17836,38.9807,10.836,1.65254,22.3798,3.14773,295.176,14.7476,65.4317,13.3079,41.7767,35.5291,7.47452,13.4527,11.5036,40.6086,5.3516,6.99099,104.415,5.0759,77.7738,3.95166,20.8483,15.2301,26.2959,57.9684,11.4637,30.6287,45.455,15.1074,12.2386,12.53,24.1686,373.091,12.8452,40.6614,27.404,9.73412,10.4511,11.714,18.5286,274.071,62.655,141.51,8.89241,7.17744,15.3855,8.38643,45.4616,302.107,37.4141,152.464,12.6294,65.4555,16.5458,46.2859,10.0906,3.28574,28.6981,42.1807,58.0255,7.72539,64.0235,150.499,128.017,68.5032,43.2826,13.9634,23.9186,119.699,88.6792,161.712,36.9741,125.785,119.62,99.7391,43.1222,79.673,186.218,137.058,7.50776,43.7124,3.72325,91.0059,50.2846,14.8742,46.4001,3.46294,13.3787,6.25714,9.61912,71.0126
"351",0.064022,0.195352,2.40814,0.201868,0.435956,0.351371,1.84674,1.17955,0.385319,1.25669,0.185453,0.198247,0.718806,0.036385,0.113843,0.312906,0.678704,0.174604,0.251468,0.405271,0.062571,1.04675,2.64389,1.53188,0.215946,0.669945,0.266249,0.54333,0.510068,0.416844,1.99933,0.199782,2.38464,1.08805,1.51525,1.1602,0.346173,4.42041,0.983836,0.892678,0.088753,0.300489,0.238359,0.058836,0.948672,0.505008,0.033786,0.354817,0.421954,1.36749,0.308152,0.661738,0.275311,0.230017,2.57116,0.471353,2.03259,3.42183,0.55746,0.253438,0.108795,2.35174,0.110715,2.22778,0.361168,0.166918,0.783266,6.26257,0,2.28803,0.943075,0.263744,0.14507,6.88166,0.070049,0.162781,1.99923,0.045506,0.76931,0.238866,3.39309,0.860476,0.336522,0.571459,1.18193,0.091274,0.206357,0.400318,0.179233,2.52295,0.142748,0.034358,0.371225,0.203423,0.029552,0.464354,0.129333,5.99719,5.27469,4.51324,0.36229,6.08127,5.65981,0.198527,0.111286,0.162041,0.935626,8.31724,0.274154,2.61568,0.124683,1.19793,0.055313,0.876179,0.325563,1.66246,1.25011,0.259944,0.151737,1.18482,0.444237,0.251082,0.088668,6.3532,2.85151,0.062971,0.550098,0.661769,0.199219,0.097567,1.50391,0.297922,215.644,0.744742,3.44932,0,0,0.145157,0.638411,4.87157,2.26316,0.549947,0.445237,0.990102,0.779463,2.55531,0.428705,0.021487,0.196843,0.587014,0.901867,1.41734,0.588071,0.377512,1.32365,3.0269,10.0899,1.02023,0.244306,0.126903,8.44909,0.278025,7.53658,1.25156,6.42564,596.217,4.39451,4.47956,0.208051,4.26839,2.09542,0.074108,0.652474,0.144707,0.532822,0.910897,0.543599,0.223595,0.092631,0,0.049888,0.04638,1.88556
"352",10.1469,7.84808,6.87431,24.875,13.9227,10.0665,14.8401,15.4453,25.9631,10.4524,5.01273,31.3697,15.3413,17.8474,7.34992,34.9374,46.8358,20.0312,6.59461,11.1062,9.54408,5.96367,6.02823,52.7028,36.3084,8.84156,8.76348,4.89234,9.51726,10.9407,19.6879,11.9169,23.4209,29.9008,7.7847,48.8105,6.23445,28.0438,23.0886,18.6215,10.0648,31.1601,21.5908,17.9501,45.0446,16.9247,28.4317,18.4736,28.7499,7.56687,10.187,10.5445,10.399,59.2113,15.3213,12.3887,23.8323,19.2903,12.1817,23.6161,23.6808,9.46324,5.29382,35.1441,9.48407,14.2698,31.6826,16.0044,1.99416,21.0486,5.37415,12.7021,15.1593,10.8676,47.6848,3.35343,4.57312,24.2103,9.31551,13.2965,25.52,7.57988,9.15959,17.441,28.3565,8.09883,14.4474,10.965,9.94292,33.0721,17.9679,10.2412,21.6533,31.161,8.95962,8.91654,12.2592,53.6085,18.8215,13.2695,7.83406,21.6996,8.49226,16.099,11.5115,27.2105,15.9029,11.7457,4.16664,27.9842,7.52382,10.1174,15.6098,19.1755,14.2288,25.7108,10.9794,19.9114,35.6928,18.4014,7.83638,11.502,13.6681,25.6008,19.1171,23.9528,9.34541,32.9962,2.03576,14.8669,11.1751,9.37453,12.0481,11.5732,25.6635,17.7531,28.1657,8.74313,79.1589,26.3274,33.2878,11.0305,10.082,50.9122,12.5666,27.4025,43.1661,17.7318,14.294,4.12184,3.37984,24.4911,7.46397,15.8729,15.8799,22.6376,15.0917,4.41613,20.7647,8.62376,13.2842,9.48418,33.993,26.4067,25.9909,22.6143,33.7626,123.248,40.5199,22.1247,23.1954,20.5439,36.5692,2.65857,7.85312,30.5575,13.8366,38.7554,12.597,5.66258,9.00759,13.2839,24.2481
